,YAR002C-A,YBL039C,YBR126C,YBR154C,YDL100C,YDR063W,YDR174W,YER012W,YER025W,YGL011C,YGL048C,YGR083C,YGR086C,YGR087C,YGR155W,YHR018C,YHR128W,YHR179W,YIL109C,YIL155C,YJL001W,YJL066C,YJL088W,YLR314C,YLR438W,YMR012W,YMR202W,YMR229C,YNL016W,YNL138W,YNL216W,YNL287W,YNL312W,YNR016C,YOL086C,YOL097C,YOL151W,YOR042W,YOR198C,YOR276W
YOL113W,6.389233244217082,5.192867969450548,7.1377018894905975,3.9907807728342712,5.59691831671242,5.039339391480332,4.5543423559261775,6.111099404632876,5.436077606562819,6.437346464878348,5.862232645402488,3.9106337938852698,7.876450721817968,5.282235647417693,7.685853381095271,7.1269579205750935,6.193710771216889,7.636365209223157,3.767735769928069,4.456509403066017,6.513924550719821,4.437784380753491,6.2352818674688315,5.929380866570829,3.933702612429396,4.54036805463977,5.9396540318919095,3.9250886890694123,7.300011802317162,5.082146836627264,4.3051716980899455,5.3007872636382025,5.022255115614449,6.444148726655996,10.352441596452866,6.5105332137725656,5.42423802865723,4.556335836732009,6.668140974527997,5.088467096866919
YOL128C,6.540340655256486,5.059714809097328,7.011398818012657,3.6927996910156886,5.631703121503394,5.111500532593807,5.005857168620065,6.137587566262843,4.6871205323311935,6.426027087625079,5.599675817464472,3.165575895273009,8.036471213556172,4.763922957670487,8.054174042230214,7.239875838142838,6.317960572498088,8.337514429842852,3.2973004768792755,3.6624983685531056,6.6763320973581255,3.504531905878913,6.142320742639082,6.226307174184946,4.256275898310281,4.0960868903498815,5.918647973294661,3.976054626725349,7.276207219905037,4.894546728945096,4.492704646764269,5.356022657741487,5.374048802421149,6.028637370123263,10.04273623663204,6.521547691909696,5.6466402100867805,4.864843597954382,7.134425943101393,5.048884313098999
YOR061W,6.294068200834688,5.900884554247496,6.898853464814524,3.114260715376718,5.463143634646953,5.0683813049285815,4.502010668430449,6.0197951117718524,6.191101027965625,6.124830886806327,5.598830335543584,4.2376867187868985,7.573676996174838,3.876014251523932,7.410992687284192,7.100282608855399,6.44090786433717,8.976795866467981,4.9570872648359074,4.204522198294157,6.646867891978199,3.140621360206948,5.919478078720955,6.053562726322506,3.9099514436079343,5.229457274100767,5.646012360758146,5.104233448891528,7.442871902575016,4.862558185646521,3.941151659222092,5.35283810547732,5.0424134267685385,7.37699447378127,10.031194235320822,6.2449873165123835,6.435991434690603,4.911700728419785,7.027331136255247,4.834190313013789
YOR231W,6.971561434068298,6.128255467349358,6.6679495926128105,4.7366062057163605,6.665906684400629,5.154036431586151,5.1274191535934035,6.777682105637287,6.114277024543643,7.168617038615465,5.07785237382896,4.427920527154964,7.972401429544949,5.90805600285125,7.9497808575201665,7.154732595405803,5.978305882178197,6.596232163427997,4.211187168767158,3.789299784959596,7.087002982993544,5.022116708643497,5.077507136492782,6.570564769723481,3.6124780646873775,5.358636600707393,5.216665450621823,4.577624078801046,7.225932900100383,5.219115276944219,4.990346260855187,5.814557085857548,5.741028243963765,7.165049491809199,10.511580721436847,6.595163770516717,4.5840125803587535,4.436167238356305,6.710354896380338,5.487291209938803
YOR233W,6.718645775574312,5.573925671381586,6.018577064677763,4.4562571280771754,6.4086929687837255,5.227069532863222,4.999290817665028,6.232238917899236,5.369731568512068,6.637003573642803,5.499572347123059,3.684919458500284,8.349155915003912,4.973747845513726,8.125889454556635,7.155960032910848,6.094432913335574,7.43996912988374,3.54495333861224,3.584862004165797,7.035939873867547,4.197898380156707,5.701543935206045,6.539684431365093,4.052448811408194,4.25295887744974,4.958366420894391,4.278644560292694,7.444467046164608,5.38636334347242,4.499587245782405,5.550946655106545,5.236138906786256,6.2269276645790494,10.376542546367368,6.570865631215577,4.607956994875338,3.883889517247764,7.007148718970808,5.165910757152567
YOR267C,6.4106763686774215,5.864908382336912,6.642704748040277,4.0966417113804,5.696296767459023,4.930199096463077,4.739982132980662,6.2420427293565774,5.984921526151263,6.5755772188682355,6.006690211302496,3.978567481393769,7.971980725316366,4.935661414940302,7.624483500559579,7.3936597979094545,6.506190451246928,8.231034399521423,4.468681257148845,4.7233886892630865,6.7046662757744535,3.979875363095261,6.927255587734258,5.999792697447858,4.014369761633296,5.090871901825016,5.994680728677915,4.857373503651775,6.984578109852213,4.386750527573497,4.338266523358584,5.771652786879665,4.696187929327489,7.55482469246241,10.055667651933117,6.5100246523828265,5.556821400344954,5.085875698102544,6.745316872823959,5.136410209410731
YOR351C,6.755335057547812,4.578474149650784,7.137757446631291,2.606115548066485,6.154305191548067,5.511232570400084,5.21278692141507,6.175142459967708,4.739726840394568,6.5402463966018844,5.6136748235869876,3.554365755199127,8.919128670086277,4.169557019094775,8.57394840205154,7.1354548491729854,6.946294583051497,8.42712238213306,3.373484480154993,4.737499533889931,6.800515856624062,4.822835354577178,6.135467387257304,6.114722737291938,4.153097918943988,4.5643444196928264,5.904170830738269,4.47215275695549,7.364838516578631,4.921503126857177,4.67273103811537,5.384976778401827,5.71369064447553,6.345336898093276,10.011702000733095,6.347572699843122,5.7409861166205145,5.749731226885422,7.357377282698255,5.589094991978147
YPL026C,6.525751264697629,5.151494958853151,7.091918816712166,3.5131695106712884,5.464462932207264,5.144165107076034,4.844866319061913,6.184284637622273,5.269525266082179,6.562217130572263,5.6128402147693786,3.814230823169095,7.928476302263871,5.075608261024581,7.991388773506117,7.155075217870879,6.187293732542508,7.660595983662707,3.685110693629096,4.252677326638221,6.65026794970469,4.22877032479496,6.073270970322738,5.999848879370709,4.2599533818654125,4.6714015867669705,5.5520276036111,3.986009887611796,7.445319092947294,5.041733795445156,4.463844924033215,5.1123887102179975,5.2578529237968565,6.2658365554993525,9.889666986011488,6.549569433550548,5.419892571857559,4.864219635194464,6.9068188471190215,5.046232591697457
YPL042C,6.500561304391619,5.687174089753394,6.539718083523684,4.0356712246627096,5.920610925830222,5.286679570693722,4.360935455913023,6.0306622800697305,5.9330735525717815,6.35847505757866,5.886852101650492,4.251896919998609,8.004026555502987,5.816473235721022,7.778262324777308,7.1572577524265135,6.37332073748746,7.964870028268268,4.615237800168171,4.436905183908128,6.243792990140611,4.314654133064598,6.1413853974953305,6.2081304781503786,4.925009505059457,4.9360793307800765,5.176764193043959,4.833873703777823,7.4685579031938785,4.6379349967006,3.0304094817162452,5.302962032271715,4.850166033867459,7.625659378386313,10.627262106485594,6.213825727968638,5.337234652677432,4.945107155511272,7.107446513804923,4.9544916183612004
YPL140C,6.578746265771318,5.589697454962734,6.499350309448043,4.515140222824352,5.602771879516708,4.9832946490833745,4.8634208532663425,5.892594201507598,5.672263906793401,6.286700387462719,5.784937529540953,4.180187723702853,7.9645441715497105,5.21322738168505,7.8595135307272015,7.351935768334122,6.3242524928012,7.5299058437019015,4.379695406117223,4.458652752082961,6.278731182296936,3.97577038410322,6.637475917742847,6.1290836173736425,3.2869418025904125,4.965714189233778,6.026967597620879,4.808843532823318,7.3580177767540595,4.91812089668199,4.515171861983932,5.9282976794541575,5.0412629108331055,7.188208475656196,10.303058338105064,6.385073315982153,5.2614890175357285,4.5998785498750285,6.8394889259218274,5.0365499506638285
YPL141C,6.34458827266742,5.8164163905107,6.214732338553084,4.907638694087903,5.689436227869259,4.889850020790072,4.528872777572482,5.915694188557137,5.773956698515388,6.498863696958594,5.895651409671888,4.077045463356313,7.665653751810223,5.586032619480739,7.9849513533119945,7.382635898857392,6.5527001831618845,7.873875493472428,4.0893708487895095,4.426892644771803,6.250159870727174,3.679486275399285,6.670505497028623,5.916434837947329,3.0282060798165737,4.8359326842150825,6.16082798275851,4.579681815787466,7.1409866922657725,4.81902954936551,4.337723605989455,5.669789380219827,4.903154485023238,6.787325147195598,10.519557496887805,6.5553444394377065,5.1839898471732,4.673595377930937,6.92237525288805,5.1494645491405135
YPL150W,6.335231428135293,5.1638908729417015,6.523769926881754,3.444248869518188,5.515646353153901,5.138128450861289,4.814009815460932,6.08465908427945,5.488892630259197,6.517031926661383,5.583914822396864,3.9607290921141134,8.00850998279886,5.414778178051686,7.7342129918677225,7.518489384260381,6.524670359696034,7.855015859749184,4.109350209171091,4.8181926510954485,7.576729789476545,3.8512117480620622,6.762691359484958,5.932168799601424,2.9601899644452234,5.201380945299909,5.888656054834452,4.91694844933569,7.001795209123986,4.2284398380914725,3.765459400708397,5.867625791375231,4.92316156044315,7.362801702949046,10.553266564074043,6.450944319348707,5.306899980570382,4.779922151684018,6.726318609580168,5.1029426049291455
YPL203W,6.520577985152823,5.960476354368893,6.714710959034562,3.5611032786618435,5.406419862072822,5.2923718258117995,4.97438207108401,5.812546503826126,6.2298495227408255,6.599093706320548,5.546860478741976,4.132516966877496,7.966232546187452,5.338110226886193,7.540701329746923,7.300765664984323,6.343031734000918,7.5349644120869215,4.66371588235433,4.7425758353163125,7.6660084545314815,4.2642274686776585,6.171153941293715,6.133064387434683,3.3924413906573245,5.334555372309251,5.728441881657295,5.114358581829025,7.525656345378394,4.99141391932727,4.3808321707592,5.7150198536930015,5.181815101824973,7.749500364674544,10.202330869385925,6.315122455112704,5.36346322980508,4.81883307528445,6.494391645991148,5.021974838770607
YPL236C,6.630052322945378,5.6325499296233525,6.96705616866746,4.276910664759612,6.144500863728273,4.776799150917749,4.854901964523749,5.937717556224843,5.6327624965096295,6.5396623524889135,5.508319424058578,3.950255054176589,7.806979731074944,5.337098199734292,7.863582015532493,7.005611100977172,6.390807017521218,7.643503419994563,3.755862170107549,4.478855781677246,6.614810321086452,4.284034998929221,6.4749823219098035,6.101224940074108,3.8682532436586494,5.273256983101138,5.4812930842401215,3.8117790847322985,7.522169098087258,4.91785358438667,3.8069864788410186,5.2103072493749885,4.9654417714601795,6.428922035257039,10.424052104298594,6.6980343674608624,4.944039410675732,4.540693744964766,6.655050259293923,4.759004558780346
YPR106W,7.023086400039323,5.7485256953944575,6.614228068731352,4.354918305571624,6.461062776255415,5.0439166921220835,5.00359009633193,6.0749334081263,5.138948095863412,6.913374847828067,5.471210719393391,4.4144462601444685,8.370658817469236,5.639197993750032,7.917961864470339,7.126625089006407,5.991576230314694,7.251362250306557,4.606239118193722,4.467171273271249,7.105072463805321,4.46560185404599,5.851574095447285,6.502290000437885,4.261291862213336,5.4966416822731325,4.5659609730151205,4.332278469461575,7.542152858608057,5.4342876425709035,4.407324149751375,5.554362000497939,5.3970483093283415,6.712880125186075,10.445603907584118,6.5116203430104935,4.356448842310376,4.055894286369576,6.2754552430654265,5.258825384397885
YPR111W,6.640824136748518,5.2220406231983425,7.427361274282348,4.117572992900347,5.870439836405059,4.965825506845328,4.563362097949174,5.833554864320298,5.180274995791486,6.592288509211037,5.648841095463713,3.677797125223998,8.109372578271891,5.267366074624769,7.936351531934768,7.0381110688771775,6.3241888787594975,7.777976887109013,3.8642413357135688,4.889733035913649,6.793572114172951,4.3306050027897705,6.2899986997555635,6.302003644435805,4.12544917333644,4.620157164832958,4.6358761599775615,3.91329694614788,7.3291259270220195,5.026751471688965,4.312255200642732,5.1849535809120475,4.665318442267824,6.396505350176202,10.103776422527874,6.592931013728311,5.2463466290470055,4.828836226490792,6.195438127540202,4.852494870184884
