,YAL035W,YAR002C-A,YCL028W,YCL030C,YDL040C,YDL198C,YDR098C,YDR174W,YDR341C,YDR510W,YER042W,YFL039C,YGL011C,YGL062W,YGR061C,YGR148C,YGR240C,YGR285C,YHR027C,YHR068W,YHR183W,YIL075C,YJL060W,YJL130C,YJR007W,YJR016C,YJR125C,YKL210W,YLR027C,YLR061W,YLR257W,YLR259C,YLR303W,YLR314C,YMR229C,YNL069C,YOR204W,YOR285W,YOR298C-A,YPL160W
YOL128C,3.587245906882141,6.540340655256486,4.382372963278978,6.923950210960506,3.655751414360056,5.9496310979698706,5.328956439714287,5.005857168620065,7.1654453867136025,5.503057133662104,5.987821358474831,9.025153426825787,6.426027087625079,5.37551545595182,6.67346572174232,6.7121126676714775,6.982311187861745,6.6388311984811565,5.9132469120877325,6.626229696567173,8.454327322533256,5.370023727946048,5.612633971796783,6.479954291312188,5.057895205042264,7.846385896513616,5.680550524563485,6.325310243592884,7.376220506823873,6.346026450910788,4.812322349343801,8.173783504254828,6.622874123393762,6.226307174184946,3.976054626725349,8.054972987407009,6.523824518875947,5.9472833265256835,6.405408341477817,6.702573675507399
YOR061W,5.917502980193628,6.294068200834688,4.158962461760457,7.431343219399412,4.416102394116495,5.894743380672687,5.050308152506084,4.502010668430449,7.552196530801876,5.746014292597484,5.456874866227392,8.636628596705325,6.124830886806327,6.1175664853445175,7.279919889574293,6.319139756784674,7.75875593303462,6.443196222034239,5.884488639029035,6.530273478803169,8.358712767071884,5.732004143320968,6.481526626131508,8.13321109494233,5.9702817615252535,7.928095369823092,5.340607780036797,7.045342215242468,7.175866581913693,6.491238070604244,4.674591961776432,8.111005142423668,6.968600073471213,6.053562726322506,5.104233448891528,8.358597103739653,6.295899769019494,5.856915755679383,5.976983769164282,7.172629277667233
YOR231W,3.5455341941198237,6.971561434068298,5.310702395263796,7.678243885674049,4.6311075088070215,5.327822124160874,3.7495610460731834,5.1274191535934035,7.231084545997605,5.977725786988582,5.7279980014812155,10.035122976455613,7.168617038615465,5.3102239569572385,7.552862826684987,6.720762520631487,7.180253001137153,6.788393214750206,5.563629406193427,6.653381359421756,8.280822572753602,4.9217366621599625,6.888405302123061,7.1320117758696195,5.333384934777931,7.519555361501591,6.286904905439234,6.963264065688963,6.358347481264053,7.348534623064253,5.4783027878367445,8.69607405484802,7.407784493899604,6.570564769723481,4.577624078801046,7.55275159779171,6.232844084274187,6.608215443973562,6.306787530058651,7.056147517037853
YOR233W,3.836176467973538,6.718645775574312,4.84508188928579,7.179524177694674,3.8686846944128197,5.461311261851896,4.174862247948844,4.999290817665028,7.098633362857172,5.686786316542058,5.7335921184011065,9.400966710221722,6.637003573642803,5.234291958960408,6.818116091566893,6.627724992175333,7.095444742809902,6.8374333926491175,5.206959846698995,6.5548440454494425,8.161401809864591,4.7417389914249135,5.571479971444916,6.305972315695692,4.646486745487357,7.726615301530285,5.296689858367219,6.7514267742319545,6.8573551076237615,6.707630880832442,5.1470590924562485,8.531944390979058,6.806956509443985,6.539684431365093,4.278644560292694,7.371290775476591,5.2813343704800335,6.7851804556990745,6.275385319526688,6.716677997902647
YOR267C,5.0875066686693176,6.4106763686774215,4.34117326221159,7.392628120905143,4.029927687514936,6.279968386532268,5.650256806110524,4.739982132980662,7.5781722138562735,5.673168540177772,5.40611417056906,8.802066214386752,6.5755772188682355,6.463092683753668,7.293900511688212,6.28555297484354,7.690918034341682,6.572115701742615,6.193628417579997,6.620004618999097,8.474050496768683,5.8178937382301905,6.552436902564229,7.884429691436215,5.543939690359991,7.858156720769994,5.63375520870721,7.14507665919958,7.4224828402164515,6.167285678025972,4.655516636929347,8.182501038515568,6.697787574583435,5.999792697447858,4.857373503651775,8.33477717577227,6.735973409173818,6.406771062878216,6.048022439050901,7.171901160237333
YOR351C,3.4238364722840995,6.755335057547812,5.1042673815308115,6.784754963055375,3.7744144685188816,5.903887056458983,5.953233187714317,5.21278692141507,6.0424568844097,5.823595753877576,6.671015285206503,8.879159133009294,6.5402463966018844,5.2814488237415365,6.3574124204775755,6.2812343394025385,7.222967826340548,6.881448975962317,6.203007355154213,6.611959078761813,7.8874126920590735,5.60318035555655,5.468926689582926,6.301810106106489,5.488755070251125,7.280146304480105,6.468341423209412,6.559962407759602,7.004927038609006,6.824010567627949,5.779201238493473,8.685866465496433,6.049971537716018,6.114722737291938,4.47215275695549,7.648549440011622,6.025467934130008,6.939026634598912,6.818379764893657,6.651484668265878
YPL026C,4.321046049672013,6.525751264697629,4.394317614583366,7.198522378839997,3.545451044002065,5.831609846279091,4.872491640251159,4.844866319061913,7.368066536529178,5.238062071161387,6.013976024449239,9.063586959943068,6.562217130572263,5.555085071140749,6.532212146264162,6.557766837561807,7.1483778521683385,6.679652303039543,5.8039386240542425,6.619695028515272,8.505487603049103,5.316437320774278,6.297713019349548,6.7805384370090085,5.433037011747311,7.873520391141392,5.61514068362129,6.48074883961834,7.291709133984765,6.352490920615062,4.662236121514028,8.24488469928346,6.893601463546141,5.999848879370709,3.986009887611796,8.07998523470507,6.450204212087519,6.0134611713474175,6.551957650292692,6.536907083984836
YPL042C,5.13157414438999,6.500561304391619,4.426913050497957,7.118625530875641,3.6385620034949295,5.792470979883145,5.663224715397954,4.360935455913023,7.4991293890843105,5.751801943254438,5.570237987842684,8.971884376409434,6.35847505757866,6.131537924647146,7.135548170516236,5.905489669450492,7.592032886818862,6.035307047772185,5.860037792258594,6.719155078361322,8.101944874911505,5.923664664233375,6.3430768282603465,7.517911155001148,5.4781855821415615,7.811273648462813,5.6558874959816645,7.189425062492411,7.66547970296461,6.723742995408281,5.140778588608182,8.220207065605143,5.998405925048016,6.2081304781503786,4.833873703777823,8.14322187494982,6.428619962335179,5.945797051726111,6.073051309509071,7.139536553458698
YPL140C,5.1266813806638565,6.578746265771318,4.337522000174569,7.458112157193824,4.201123421252419,5.702409313693535,4.850094615839701,4.8634208532663425,7.436986425718616,5.693828681379879,5.699717197397022,9.02581767451419,6.286700387462719,5.858182910094267,7.393598517942553,6.471876139767092,7.472370020887414,6.4624228926341125,5.912500594405867,6.541478781978794,8.382803498179863,5.531611295176033,6.477675083498433,7.638933684762216,5.493766097659551,7.9086150376044335,5.536349757225385,7.1396991298559245,7.096113409204514,6.32303033658077,4.732864444347015,8.064262060845541,6.9188587740781555,6.1290836173736425,4.808843532823318,8.125753827177721,6.3960226388541885,6.339962086023602,6.196553717615062,7.079611957327818
YPL141C,4.4902900735884606,6.34458827266742,4.291694202898923,7.4298779838419104,4.1233241954906985,6.111117113495122,5.044147878051472,4.528872777572482,7.7365396548037015,5.714664710563698,5.978340227381207,8.931217308420342,6.498863696958594,5.725291995162058,7.202887914198331,6.25987220530307,7.3317036285347985,6.4695256003580335,6.0040944344967775,6.797109754648742,8.396573042616684,5.370760479040784,6.337515721248321,7.14778636076344,6.104186010329016,7.794869452630232,5.471688438716358,6.822200434657521,7.350675441537317,6.268823889932298,4.461379669088193,7.895306308674697,7.0179743138385104,5.916434837947329,4.579681815787466,8.566135955306118,6.521047425949408,6.261110242649875,6.13859179761255,6.997182270712293
YPL150W,3.487402330575525,6.335231428135293,4.216687271925154,7.631114231658842,4.348008961949822,6.13575806063038,5.170221530265606,4.814009815460932,7.634662526246863,5.9306378115454566,5.6516797693351055,9.104951485304001,6.517031926661383,5.789192060446923,7.188019825796165,6.098863934995505,7.600609168178423,6.228568079909202,5.975872629921319,6.670921321877617,8.330786661875361,5.723511075573144,5.872758558136377,7.361515949804459,5.292480429321553,7.7239400016473985,5.606870575037408,7.159085693945937,7.458693211972805,6.291262298439308,4.657950199076124,8.20050229571851,6.604070548457574,5.932168799601424,4.91694844933569,8.577744645370707,6.596143410208173,5.293277086547866,6.081000896912695,7.247682182045668
YPL203W,5.375684833831083,6.520577985152823,4.452343221368056,7.566518065751,4.190162517167865,5.74494477096915,5.052504214709322,4.97438207108401,7.50952680759401,5.8853153443773305,5.007540575874208,9.042890828156985,6.599093706320548,6.198514080768432,7.319714854790527,6.213044622964017,7.599329116253334,6.001121675691103,5.824883446992228,6.328981146402534,8.525657233163393,5.869650440078268,6.538068173770918,8.175452027804191,5.230938042560479,7.941744660130173,5.513195787502568,7.359315761305875,7.104439689110958,6.485422754330268,4.790771751043604,8.277875079631771,6.633621882259456,6.133064387434683,5.114358581829025,8.219865809631397,6.536957208509975,5.480575362811375,5.888118538955202,7.237090694333252
YPL236C,4.31387522975958,6.630052322945378,4.546068642548132,7.429795643536638,3.5844016730613237,5.769956964496156,4.7029167306251205,4.854901964523749,7.508937223038638,5.068566152290608,5.8711686117081126,9.288086285750564,6.5396623524889135,5.692271039199111,6.720776903246469,6.487369991427555,7.3050673506440305,6.537579980411593,5.939213344628171,6.52811846217726,8.535256542840099,5.038098642447242,6.504985580210308,7.110167092489988,5.659674449116348,7.9068502352559875,5.614381412233493,6.75647175012694,7.271833700790889,6.1489490892447325,4.7325512294409595,8.2866005274697,6.9137911477708265,6.101224940074108,3.8117790847322985,7.988482492415651,6.285659922482295,6.052261150777707,6.306927057785116,6.663338645693459
YPR106W,3.3062217729128944,7.023086400039323,5.080590111599072,7.264138724966324,3.883395739436837,5.218355655092457,3.935917848507721,5.00359009633193,7.257427645384302,5.788335443078611,5.827805288379659,9.652512409862345,6.913374847828067,5.209318823025084,6.967591459553241,6.627620081713591,7.09632716096425,6.682966347404032,5.479041202042639,6.044670835143495,8.195652869741775,4.758400701522733,5.877300593014206,6.778163955690651,4.917764855156804,7.671906366551759,6.132918364170142,6.880691362617448,6.885033736687423,7.27011529628693,5.276650418532762,8.613510731353836,6.7983416963718355,6.502290000437885,4.332278469461575,7.3984939184940925,5.52013846181258,6.686062419431432,6.380419587675718,6.69608683983399
YPR111W,4.099227512524382,6.640824136748518,4.760796738798791,7.073215490719835,3.353432718636788,5.864777906296188,4.455357661119024,4.563362097949174,7.411189390802012,5.385179233086069,6.015673417521508,9.273709561399507,6.592288509211037,5.4418426086791465,6.563041987819568,6.356737927965767,7.179351445218841,6.631445825459165,5.786213720247747,6.440027672232182,8.474700766531596,5.187273438755195,6.380585299855954,6.72110040491609,5.6418393716310895,7.651155324166093,5.578218763964629,6.7934049966687535,7.054605361180543,6.272178126259638,4.794548845791628,8.334272778838146,6.804420271613905,6.302003644435805,3.91329694614788,8.112064987487265,6.154216934252193,6.598166456519762,6.3852365527312775,6.640939967016617
