,YBR035C,YBR249C,YDL014W,YDR063W,YDR064W,YDR353W,YDR382W,YDR408C,YDR427W,YDR533C,YEL021W,YER012W,YER081W,YER091C,YGR175C,YIL022W,YIL125W,YIL155C,YJL001W,YJL012C,YJL066C,YJL217W,YJR109C,YKL067W,YLL050C,YLR044C,YLR180W,YLR438W,YMR120C,YMR297W,YNL112W,YNL134C,YNL209W,YNR021W,YOR007C,YOR184W,YOR198C,YOR259C,YOR374W,YPL262W
YHR135C,4.247519523866657,7.880950444053909,6.904456833356132,5.075662930288608,9.08822944563048,7.122108471897256,8.85444794101711,4.6489468888940335,4.825136257085312,6.1773694611459735,5.64317984064399,6.092381016479429,7.733185164263152,9.379108414026721,5.7828222045843924,5.273946497896089,5.546359547768303,4.619806399906789,6.511142812521798,5.211750766577574,4.160643602733956,5.782085263995258,7.221605965781642,7.346463565907204,8.121056804378485,10.117013085342203,8.1192258645226,3.822982005595837,8.206411354186788,5.395661638710989,5.978945250815419,6.0030552398200285,8.629860392005119,5.206431763775068,6.293077627070714,7.619031684102078,6.855120177547053,5.0459878626911525,6.757055499778497,6.9182666923660765
YIL035C,4.158357495305034,7.786316373316383,6.78383724209127,5.06120622417743,8.631701008130491,7.363175741881378,8.34586416143439,4.210582696348341,4.283662532185279,6.136184026968834,5.433493631673738,5.97492001348749,7.127503951621662,9.58238141668574,5.645779346361644,5.560388251931607,5.729073778357757,4.6419482285569735,6.6021518664504875,5.1856488806420185,4.665195527528391,6.385042685563117,6.89067095819582,7.367194272367277,8.397627050502878,10.592016331121524,8.010432894495674,4.64265125011142,7.978694021317742,5.5761869806166064,5.413507391859222,5.6955098086810985,8.480799743791277,4.032583544113028,6.275958388031943,7.214844637036682,6.824579754834641,4.915405971547154,6.372534488900199,7.115404979880103
YIL042C,4.371094152479393,7.713655454119692,6.77221592073563,4.841928103739639,8.907278342936273,7.297938377657922,8.647673369786116,4.129883037041326,4.822354650653303,6.386864828605139,5.074275037842219,7.023890330229339,7.487197789290758,9.39405099713041,4.653933174900581,5.226625221025693,5.376001144206176,4.601258919677439,6.27668986111518,3.8097151161590936,4.474759293774085,5.958178247491957,7.184082320871504,7.384830393006653,8.121232958705741,10.055264925216992,8.295729316717598,3.664922995110644,8.494919270503276,4.999725798508509,5.754497448157455,6.043884931849267,8.520230531276333,4.445191450487937,6.149424225201356,7.422337726720379,6.609106654113786,5.116928249272251,6.7035770485680315,6.916467329963032
YIL095W,4.1920543799975984,7.7671250704501125,6.978962244131175,4.995567712306396,8.81148778401938,7.4171520744551085,8.085938139988063,4.74131765978359,4.602037221349691,6.223012426725641,5.301006523444113,6.081939470140762,7.300363333905213,9.800212090934618,5.696011667975202,5.683121278447222,5.819229588001517,4.459453599827529,6.506018832220996,5.4718466483801445,4.349284044182728,5.9476710988351975,6.932041909587593,7.333379429874011,8.022611865851662,9.958685229505374,8.237379349832645,3.759149349290341,8.312963514887668,5.8185380048163475,5.628300901296709,5.655686263194939,8.492577033270022,5.2793534760712015,6.7447659104805675,7.5438522384044555,7.0056290737874365,5.215996849828875,6.115399443969244,6.879852563286483
YJL057C,3.892047757635709,7.384272236654924,5.530319811891164,5.074668558767256,9.120335223979268,6.887974677549192,8.140153663069626,2.5076930302155693,3.1477287628154333,6.2603676779820185,4.90413662338913,5.609415783112082,6.771612138196441,9.965885318117397,5.725110513443199,5.480237017603471,5.831375016391172,4.631624818257993,6.123933110777513,4.9524586590646775,4.557873001663821,5.532818588667902,6.633215690359626,7.159021242131562,8.352293117566088,10.464079048465104,7.793374265240272,3.7427165422195774,7.518145064448795,4.721206511497981,5.143093299198388,5.300483234326417,8.626418154745918,5.165358987971604,5.7930775203668174,7.258880886893397,6.678929255290733,4.635732999608631,6.833679513692343,6.929601222449204
YJL095W,4.1412782692753645,7.720679994253392,6.522873833993063,4.785903813814802,8.933789651214633,7.054283306734858,8.606883068634259,3.401203163814248,4.473211784427457,6.0698777556131125,5.4051603848296,5.83106200056585,6.941746738998735,9.806748124739608,5.461060713288691,4.9587207988126085,6.223908430055353,5.06507318458711,6.307573646063418,4.937230740776465,4.204561194401572,5.400977840936233,7.25392144147344,7.267749883422122,8.20386350069893,10.178711043411463,8.211603774215755,3.9490572963016923,8.215577594782845,5.505021316407193,5.607713154603252,5.727224153117343,8.433548359966528,4.974376454349267,6.0099044115069855,7.196005359864749,6.89430628264863,4.861309569048448,6.889792219489507,6.95360547880741
YJL106W,3.8067905685899563,7.889951064781696,7.084758864678816,4.975771386529799,8.82717495611792,7.439730335316738,8.554210401104857,4.404955779544285,4.8646660910173605,5.778569762997376,5.342980809899042,5.99523396933769,7.196382769032844,9.979494779750553,5.3510670330204135,5.492179937387759,5.884291604352206,4.591015101014269,6.348645508103273,5.401973867382607,4.045141754244331,5.631352771412183,7.2938346464092625,7.109598866982268,8.691165077660207,10.222232898051637,8.168740211228602,3.9699905328592338,8.34720959576545,5.501838058717049,5.643648359284493,5.749951237364986,8.504202510141699,4.072750845421675,6.742455545604093,7.35279757018087,6.871648054320287,5.087046088379134,6.1871117559579325,7.073661955046513
YJL128C,4.1989179517014135,7.802307651381962,6.479878646350645,5.13896379750212,8.807468953622326,7.118863057837603,8.52700459305651,3.7124355185307785,4.8999724227518735,6.340187772876719,4.96069192381032,6.1435321168414285,7.297770627395601,9.837234985402477,5.503078107857656,5.493547525969479,6.132820108892522,4.865411298874445,6.306503348774134,5.175000597051348,4.267113639085494,5.982257190099657,7.32162054749738,7.480630209818406,8.207212642166366,10.075561673026916,8.054491823561193,4.352161779708581,7.999910195361581,5.773297563658494,5.402217137427425,5.8484975825717305,8.215638565744914,4.823868269401968,6.442819353229365,7.350363354869972,6.829682862961081,5.0687097799935525,6.8336742752925055,6.982565251134006
YJL141C,3.902403433470576,7.575938673785582,6.701906741310017,5.220699813446621,8.679202495492566,7.418099256521933,8.564227727792273,3.3247181704416136,4.8035867378025685,5.831132459546293,5.6045174000015425,5.897491226215617,7.143332542294563,9.674180092583564,5.637772474472245,5.645128757924789,6.3902454925352075,5.194906552659336,6.287407586105887,5.185983351084804,4.028506248520413,5.636512587336234,7.265248021374777,7.72466528602172,8.447452638218165,10.023522774715076,7.882176597358593,4.003286312358899,8.185872997786111,5.5027919622975805,5.674729709704206,5.69986369163083,8.306123017729726,4.496616392949479,6.444410069534812,7.0577786768759045,6.734902675910009,5.155015504645153,7.010368143388686,6.90540556576896
YJL164C,4.334419342427073,7.519059313467361,6.94952676256887,5.118673329418601,8.806719853401678,7.388673280744842,8.751976547811216,4.689525791237998,4.901033749209197,6.2794549708379765,5.664790397222919,6.228028228445416,7.302679938976829,9.772336250840473,5.295068590338955,5.455034087379347,5.842664548030492,4.475690323562366,6.363109722906178,3.734615051563417,4.080571756048818,5.836205209521504,7.328251246123707,7.52953496638524,8.053662707474173,9.969413809765088,8.155336045806633,4.116095598070453,8.186713014990339,5.159892416154909,5.882916996210402,5.955607083241771,8.4170663684227,4.018839300917368,6.268161109633242,7.4851277937657015,6.951622778422652,5.1527145122706015,6.442353967385143,6.805882670922494
YJL165C,4.123167186839431,7.882706149478616,6.7245668568631745,5.2361715763042485,8.753293847631232,7.2244461562580184,8.381569526877241,4.629063747218897,4.659470578118617,6.030486422950407,5.495784717536129,6.07485580031845,6.811645951641281,9.708359378757429,5.3504650187842415,5.158316059721123,5.396825100614555,4.0805736660030005,6.7485909565333,5.372567727804902,4.366234813027163,5.755162623495481,7.018251085752442,7.239743142847682,8.352432453252058,10.147358233077485,7.863627344212199,4.4553515676075115,7.911774271141718,5.841729840850746,5.529078928519324,5.458064335683331,8.102287393007561,4.0107996651669415,7.021664093982669,7.522970128576563,7.01123705976606,4.709906451481633,6.714215451597749,7.159165686249684
YJL187C,4.111341769905286,7.649361743055878,6.724108179369214,5.1857206334307095,9.075879488400817,7.230267735042758,8.516939477961396,4.476919283139584,4.777726453309959,6.038153631150628,5.731910125941354,6.009364946808289,6.574039175292945,9.578179151754512,5.469413857201637,5.179054160045906,5.748544533604945,4.678107879596217,6.798044395662688,5.24779233514159,4.440459617580808,5.413622589382854,6.585044324765716,7.364792269540538,8.601303919347652,10.29882278404684,7.842120392032468,4.0829775406375175,7.8668667261103975,5.8945585671159675,5.504997939189494,5.7380643578184785,8.164216190535805,4.680622262026711,6.400421011993506,7.321624805752628,6.441905989528896,4.707232176964117,7.100105775035804,6.995125338458598
YJR059W,4.015899123804851,7.984480685034818,6.821093364654423,4.751562866561044,8.893488301994081,7.274565256398227,8.772602923486478,4.314814312685527,4.69969997693376,6.425101415641633,5.188195933456211,6.043736553256031,7.1223466819000025,9.917921650906447,5.145346162177117,5.3418453191024176,5.856285019415568,4.140737660446692,6.5043545790116335,5.277075982466691,4.2001715981322345,5.475715863112155,7.080396139617507,7.304915354081157,8.541144452418116,10.017436472490962,8.247265494302605,3.1610983919152065,8.124255531176274,5.8420039863532365,5.642726734004168,5.982932937849264,8.323439665834384,4.310739554567027,6.700721720582965,7.460372435342416,6.962527368877671,5.037316445510532,6.605319336985543,7.2072291644054225
YJR066W,4.038671795608819,7.7474397539502995,6.830057747066473,5.273935392871207,9.093794315556632,7.1489732487112025,8.657095847657306,4.5929559291905635,5.065132833259825,5.922307178793187,5.549306313713988,5.954359524777481,6.799613033253362,9.81161791889081,5.672550405200732,5.4470093145957,5.784061919160253,4.120175232387483,6.3925157913446995,5.814123174582539,3.9199370617178455,5.38587692874599,7.259705767893872,7.23256934867594,7.971057752039496,9.995819879600882,8.209662814583472,3.6781848201395126,8.255076980825226,5.7182374903223625,5.677864960895443,5.522207407858423,7.984795843029321,4.904432325909876,7.1128125760061325,7.414910576932881,6.891124883675697,5.047205198140259,6.374328154675725,6.9707498159998815
YKL025C,4.544832802699721,7.827016909345916,6.5257814105730665,5.068333366118627,8.5898259273929,7.114308009632201,8.937815756288732,2.8762374335443384,5.200570592895123,6.203405734569403,5.4306471952105415,6.830585052943463,6.7567565650136086,9.692222047453695,5.166749602283676,5.657161162563701,5.722591135295594,4.874204559867569,6.199296165919205,3.5820509601299197,4.244735390290137,6.2879849332322895,6.922601751337093,7.491843214322473,8.237572714826172,9.87963317325631,8.001389388395731,3.737305470973966,8.2610044556603,5.571213418389805,5.723012913421711,6.034086188489202,8.59002286713823,5.267893006165144,6.1740574472487975,7.418784623728449,7.081746938593818,5.0072155184091685,7.183013358596799,6.802258892420447
YKL101W,3.949705986130034,7.6421169902417185,5.795719672654692,5.285984915958967,9.2267742574296,6.8441486253189465,8.385108244298156,3.384212539603308,4.7486409806135566,5.8249420134501095,4.890117800961718,5.64025164133681,6.652829770614258,9.800335152136514,5.106357395174983,4.417139869476887,5.415793775116528,4.263428630269954,6.187811909032215,4.95322291654716,4.4589277397556994,5.165454841220331,6.59705760429778,7.49065556040025,7.8243951766779425,10.312908745535001,7.8893537610591675,3.827099041793208,7.5980814376930175,5.0996339695684325,5.199981313300368,5.154640241734082,8.560696865331147,4.923486439339055,6.692935676905013,7.376449833136611,6.6097710967516585,4.549772281080571,7.046710144039053,6.8425646873061465
YKL116C,3.953109598960443,7.624919070092252,6.6229544255715656,5.125256958300872,8.941326117529401,7.424694108021277,8.835471368571637,4.96315303455195,4.680688543915308,5.878750391386348,5.494732175775553,6.102024663694854,7.09766032300659,9.688075769555812,5.4957892553436745,5.220004251922778,5.47464238657505,3.644910082916915,6.997110754409432,4.911444484712182,4.6230132144762095,5.810326782062807,6.81060859440632,7.406761467278727,8.627257106876412,10.364351589801906,7.962513317322832,4.22946976082725,7.824256236777897,5.491965441063634,5.438106087222444,5.808307438772495,8.161958149360888,5.326088806761756,6.445468027393918,7.477517081683593,6.353113261714017,5.217031725125938,6.3573966397466135,6.9163884175708334
YKL126W,4.339362252324307,7.516560333350145,6.6646796540631525,5.246182342233036,9.080429894583759,7.740968501343287,8.619028685814904,4.833747338267503,4.354007172207973,5.8748741428943445,5.335339250677565,6.072875228635793,6.9239467676659014,10.03332428475428,5.866328105869992,5.711366856350336,6.22391625068638,4.65468160174956,7.055710083570848,4.723205097260929,4.397337328425795,5.890207375444579,6.738103217447634,7.488050725629432,8.52972500953755,10.518980794019512,7.9513190044890045,4.250618018902811,8.262234220204585,4.903339060429864,5.192323097844631,5.9762063432768,8.680410109117709,5.178667142787154,6.454006679523786,7.213778528704586,6.176284323014243,5.273488684803287,6.317384330534841,6.833571423579956
YKL161C,3.7606489890127066,7.637683737625697,6.918249334467634,4.8415869326934935,8.897806832605335,7.532851611371182,8.850643595597191,4.991667691910399,4.552926155517693,5.737535740365952,5.628080436215867,6.103328651841233,7.142004114044093,9.988406276926948,5.455742282511702,5.575253139307496,5.327934610929623,3.841873141257381,7.052998529029575,5.412423741936254,4.2097470650189965,5.895099788987004,6.761493177162371,7.013500727820728,8.410582255604089,10.46556106041524,8.036881783768628,4.074247087947931,8.271580924543406,5.1588051548459335,5.417696925969964,5.565508902017246,8.517245483585226,5.286594653852478,6.327393642108243,7.376789881749817,6.712532599659076,5.358797585392256,5.796336608203044,6.955193249749389
YKL166C,3.8585007139727447,7.553970591309417,6.6589748283514965,4.909693809538188,8.98011313198163,7.493210056317419,8.82510946184535,4.559772051431919,4.457801002846028,5.966622924127361,5.44346384973155,5.897136086575136,7.112632430673711,9.961972130580696,5.546527939833499,5.0232403394554215,5.664432557611714,3.93454065932836,6.7326514489640905,5.087782562391579,4.384265025793342,5.480707250846523,7.006696822520473,7.275631664843563,8.208970361248653,10.408662579998133,7.9590426368661475,4.158422165304937,8.085855534683569,5.254415509880422,5.461325891769713,5.857394427936988,8.337493055980529,4.1968335861459245,6.318643034548748,7.451114549650135,6.64513289843109,5.116517057760055,6.2938638845547175,7.014401749982103
YKL168C,4.128718224324747,7.899798519172706,6.7833341882929465,4.894165239074298,8.838389250433783,7.252517917228893,8.473913780152728,3.7409568037760783,4.664658127264151,6.218223287267778,5.508105978113729,5.817910662747995,7.1025463571567675,9.727080034946313,5.3204516049019865,5.254970930833339,5.574691345588838,4.62401941134572,6.662067832659696,4.9254718979915415,4.22570173252183,5.7835400474602165,6.846676522968345,7.103862181124352,8.587792131715139,10.450063984113873,7.966977552330896,4.148988509518231,7.9836441689225905,5.9965651323573015,5.450176427891861,5.768702279752836,8.217220623429794,4.8337560812040765,6.262772439887234,7.480622774386477,6.523837516656643,4.645303214385042,6.935550940142492,6.6750028027409885
YKL171W,4.278174864482631,7.5843232401954275,6.6133751601942645,5.019392665054609,8.944061840530734,7.223375371631397,8.695205539837147,4.511140867658306,4.319690619224977,6.010051410249045,5.501970799205507,5.867811838287162,7.011322987128539,9.559497705931886,5.401107353098348,5.884982850415278,5.470373389715953,4.445075478567632,6.6303264709747065,5.0331219051140215,4.2786600732138425,5.531371079287497,6.622856437939206,7.283524783630015,8.533879554083372,10.39264142791425,7.9968171106545825,3.9784191506265554,7.929855620845807,6.108288674303358,5.404274197397694,5.7432257460385685,8.218609460195646,4.948534779656754,6.4774769438826985,7.40386025918213,6.459705765074759,4.71852341242416,6.8743420284943975,6.877654676645068
YKL198C,4.179021777647616,7.659280415040139,6.750420370307076,5.4153850258352785,8.618949037718702,7.1852702826969805,8.432061931236234,4.356951105282445,4.501205618720455,5.9833033395366035,5.388422980233973,5.95611803731029,7.002302769975175,9.58736972313392,5.252280546726249,5.403778955323364,5.7553412807601925,4.622356862134241,6.59548773263913,5.282721987779611,3.8648098680120464,5.635658891903082,7.074457116668143,7.319321601504985,8.416804023753974,10.43588138501266,7.898025791414925,4.294116709363864,7.76187267958022,5.624573223220956,5.390919747811738,5.8046474103524535,8.139715389000504,4.198713805762004,6.557332905289696,7.303145632832769,6.928377667299516,4.897641020992127,7.171293849001456,7.112179815217075
YLL019C,3.889070748848346,7.4472026490295935,6.427763670820412,5.33513643522721,8.592225070100065,7.152787103444176,8.481831888259983,3.155074057111902,5.1798704762830665,6.103117460561393,5.202208914265758,5.9237485484681605,7.242567223866563,9.908162279596393,5.3403012232171285,5.572158973955836,6.140749166841543,4.895962085487718,7.327374058390077,4.3575097452987785,4.2425544252307335,5.3183303614273205,7.0718063269907105,7.5007149224717855,8.02716572855672,10.155736557340054,7.9711493825984014,3.0886253357657125,8.368650172513048,5.236553548604553,5.561304412618111,5.151194902683309,8.426147393832457,4.338403628006241,6.2635579775921775,7.187845277788575,6.543719844909804,4.728046535407526,6.797615507957348,6.6692735965606165
YLR096W,4.1270420341953225,7.624692677590286,6.97624720591822,5.031691756207082,8.742306613073406,7.083831961854732,8.630659861335294,4.652644273569287,4.744684591375237,6.624989941049187,5.418726320481729,6.16582804748866,7.3767718780773714,9.700866124884056,6.268527472922258,5.378167431730318,5.961107688577021,4.877531011194106,6.447440804441812,4.971165382099327,4.453862373355935,5.8079153062931725,7.049063961622329,7.519411731170611,8.374136682895804,10.043991863386381,7.958158424950875,3.943086791535608,7.993237235928754,5.334216551907597,5.7644185473979785,6.053962847973577,8.316881350486886,4.266891431149934,6.049822863886804,7.433801109220535,7.125452649453349,5.353559727302604,6.781841085792812,6.908936514892536
YLR113W,4.363390312993228,7.678298937254643,7.093944031271149,4.816008166867022,8.757376542963323,7.2256500931098175,8.64477056633805,4.499648922912661,4.595260765096347,6.599210409760199,5.561016909295992,6.070346090860856,7.393544935595077,9.594789714296471,6.091389404966764,5.130544773501957,5.97202213812083,4.991161358342072,6.642870379428673,5.271755181340043,4.648015698679598,5.8448385659629825,7.331484643778649,7.405824023103684,8.108555911452312,10.21298333018878,8.112764471955996,4.337047914688546,8.088374192588258,5.5942349470373225,5.696197310091374,6.188890790029976,8.401652237781969,4.347775093363762,6.1648799982916245,7.211000858058141,6.693298696527157,5.48863235989054,6.8047571832359885,7.127649006991616
YLR248W,4.209894010166758,7.757945021661056,6.728249047767104,5.012790242085435,9.058307827183304,7.256605337456068,8.67997719137807,4.778977668504979,4.732019652095024,6.069899080023317,5.431487416512293,6.045467107501942,6.682681381406112,9.65494391524329,5.381648492553348,5.609999670121996,5.585719849289816,4.636797503446181,6.776736034585283,4.915327202989946,4.288033474249628,5.537601943553402,6.7319042100420114,7.2757731950467015,8.526817849136295,10.288365017281524,8.01095452035053,4.1597533622460094,7.9722282961778195,6.0510041366362906,5.549029654743324,5.9108013012129925,8.083951042991076,4.695270744014968,6.5600682699737325,7.447581698708952,6.6127541119739375,4.624514067846481,7.020938225237044,6.9848043793045225
YLR362W,4.1887207108566065,7.751783316550213,6.500484982871791,5.049332657018498,8.973769225855216,7.198546263865688,8.478194244515278,4.203458231504563,4.84713912803008,6.11385687305025,5.461692895949047,5.9751200398404825,7.0253122346940025,9.6998058676283,5.543061969993851,5.26998664135686,5.7441962455094195,4.5394848659330975,6.830484335655526,5.1895170638498485,4.2766762101572615,5.5791156519351,6.863442806777412,7.287520125143843,8.545283621462548,10.302551651718812,7.965233226210861,4.45646361843977,8.017349685097706,5.926677648995447,5.492078669596947,5.872971563843875,8.12153120015784,4.7137684363908035,6.5811561639382585,7.455408908731742,6.637172417559128,4.46666093497494,7.027446659118116,6.970975666132038
YMR104C,4.048572672303903,7.794617101605043,7.0154396349435135,4.818518906862767,8.842061682847568,7.225077178143978,8.719589631526826,5.030053281365875,4.663816360683428,6.048301087985983,5.60333609329074,6.2950757651660485,7.120758600988999,9.725698588376911,5.4158519057894585,5.134372563668006,5.821568332734122,4.406368800124652,6.580533833666906,5.651900013255322,3.7898300651578265,5.542017816525542,7.198663845179536,7.153451069791451,8.13694640875206,10.278686085071364,8.160579331511427,4.0456811709526646,8.158411401137219,5.413619503369392,5.891744454979758,5.884374811964058,8.191832512139975,4.7550203059181175,6.355797656069871,7.464325104678325,7.108858314162602,4.705070359237339,6.478605740622226,7.038501625407992
YMR139W,3.6611396605055684,7.514412552105719,5.7215918210462675,5.073372315442754,8.859870518356747,7.012283301062943,8.467032146502966,2.8048715789594985,4.517510888913291,6.0734885199968645,4.579157712573678,6.302657816905258,7.1157597727045045,9.936228440250172,4.916366547844351,5.151547561793666,5.893915498842789,4.6360879508490935,6.168295743445362,5.3146892965004815,4.315979988817847,5.400912820485698,6.889542410426935,7.307475090297763,8.097667023715871,10.37166514361218,7.8219491811411475,4.020361116414766,7.822108123938565,5.182437984303308,5.40517891131292,5.334018830492512,8.581855222057175,5.0715792024945285,6.3317799815289035,7.264397496504882,6.480755550875897,4.060335024413432,6.971713341750034,6.713720812270927
YMR216C,4.272702326337317,7.6795330076553725,7.21085580861028,5.170875252106897,8.540564907376838,7.516492883198539,8.725468551787591,4.313806070413796,4.718320102009181,6.259667830318843,5.451997614006455,6.11090648358558,7.187174254905357,9.502925259347283,4.5232172810709335,5.451072065360762,5.98554494490588,4.418312732373616,6.271632014021868,4.411037342596822,4.082961999507101,5.946177894387381,7.561964395510768,7.475525885512388,8.451941651660672,9.732020170829774,8.151825321774814,4.258631884298383,8.046716905310966,5.4504250258627485,5.910818640851827,6.271506117829143,8.313100910040879,4.567897273835365,6.3494022355983475,7.581246300228879,6.986932497883978,5.38742866813304,6.61751661104681,6.992737364509032
YMR291W,4.252724037649587,7.543163606363016,7.1552291905713234,4.913471353302798,8.714243545205322,7.270159616771383,8.791001087437321,3.9990049364025295,4.692841528825352,6.302674313887135,5.495270446596956,6.170367361594832,7.321392400317192,9.49558309913507,5.940221929893968,5.282155470770976,5.964525997283228,4.8446665755475085,6.4008230267791415,4.591341332993856,4.228587056048895,5.8177683977778925,7.397089237671157,7.396768227278086,8.473634005684987,9.999852696731036,8.060309819435979,4.1629437741678,8.179251880008275,5.4459381854416025,5.901651394301126,6.152670386578205,8.283724123674155,4.3398046733235764,6.167314771099098,7.398036391832736,6.957636755550027,5.183510745555052,6.8767755345590125,6.9619961575085565
YNL020C,3.9593821813125616,7.602253520636648,7.160202001666818,5.117465081222628,8.815760499857943,7.381906763708522,8.766257532272084,4.678040694100698,4.5614703333726885,6.291638663772246,5.391297860612049,6.111579939778291,7.037682310683165,9.794426375410278,5.1137194922362985,4.95041839898302,6.210240129393169,4.856417888326483,6.471464147222395,5.032838160511144,4.467978885858673,5.64896462992509,7.2234938357679175,7.589982540355338,8.177826691788768,9.907705415121997,8.129562369407537,4.031917970632153,8.129014815942812,5.2521509025719215,5.816699218531599,6.221096111501813,8.38905642109754,4.000089106259355,5.995706625278351,7.497960633263007,6.9197317142636505,4.998653024405689,6.933888613719264,6.788561456185423
YNL154C,4.505043372796415,7.837496098231896,6.459931943616892,5.389519145633909,9.06629705184401,7.476048209712786,8.573909042815218,4.546548922960269,4.903789546042637,6.243518645949793,5.2539910526107585,6.116412486609043,6.729930592865123,9.448701859280916,5.338744828920603,5.4799080368136694,5.4678611212352415,4.464359551732767,6.633808511588919,4.895285830521129,4.615418587434789,5.888297130023897,6.380742796837485,7.785952922049159,8.892954886417499,9.321767865651161,7.784994452070631,4.2692641630396535,7.6754802470289185,5.953057332112012,5.736933658357777,5.954242057198416,8.007567281177153,5.3194381271789375,7.320905733275615,7.764353297151121,7.267286532487764,4.974479366648717,6.304485018358317,7.3920527864005985
YNL183C,4.320031207066293,7.568093315391878,6.549366004748403,5.0761713250615355,8.55144267175163,7.163431153639152,8.050593762819123,4.327777178741627,4.645387946609065,5.691426557344585,5.0136494592432586,6.123108840747247,7.23023806434625,9.590829883738852,5.23634359161411,5.506665587162429,6.028987940205277,4.882098627261247,6.673448090745397,5.7436304165129854,4.787471963433054,5.605051291219299,7.331910370205513,7.291888238744982,8.382783136873307,10.170372233009292,8.058206209587482,3.806412686958714,8.245016311615828,5.978900689463532,5.268326830623665,5.713552866422446,8.344961963896338,4.611267118927602,6.356610977501447,7.03868357228804,6.962921812675027,5.191112951300488,6.7337023849918785,7.044237556213501
YNL298W,4.475411327227854,7.589405527011922,6.745026344633972,4.969891737252064,8.44177688687079,7.366356327917683,8.927015127656917,4.402823120259988,5.139778022477278,6.396621177352452,5.447280119141493,6.1362627890062615,6.650313824882847,9.835251095980727,4.418554316254098,5.5468100756568814,6.112587915854332,4.501034407099362,6.125350918411306,3.8002001534787873,4.383838451028471,6.176539538326329,7.095813900342402,7.784694338128975,8.179839521041313,9.887766284001481,8.13543202627114,3.6598234318892895,8.236807420573902,5.3584846778881206,5.542732899971979,6.301775923993957,8.458151388622023,4.052452263673677,6.034478650337037,7.4476621323441075,7.1341528872427045,5.125068531408185,6.916435824602453,6.840621783593862
YNL307C,4.216380995085959,7.737246696264461,6.609635081852272,5.282250454125757,9.169791264523724,7.0723911174586345,8.256024076003039,3.729109726805489,5.114232203255849,5.94141032882899,5.098812451086184,5.742378589668478,7.151728950121048,9.866241708588698,5.345787517446533,5.4677487321304215,5.491120788642858,3.9293197413700014,6.2399696044872055,4.998642902589025,4.0433783567498205,5.310153564726113,7.139126418695325,7.227694318576193,8.13716994339182,10.082959159889773,8.083252241624672,2.975752287603332,8.269600665995087,5.460303991548197,5.492058232579867,4.820312935981125,8.367347117998762,5.211294059012049,6.6863833009880755,7.337546277614086,6.835806927502077,5.147929054122713,6.173508944352722,6.768014663957423
YNR031C,4.054025091293252,7.44760241726669,5.521635980754343,5.2529893346002545,9.347526580648552,6.777878604799534,8.502414176783407,3.5038775573701897,4.7089942118597765,6.323618713572314,4.84803142336084,5.861945602594918,7.443098274623322,10.106990465567787,5.58727968425109,5.567772779981387,5.776644580400069,4.445780267010905,5.9621503559653295,5.182386994262325,4.406917198262518,5.866293716348853,6.651085938642393,7.265261361154578,8.194981013725686,10.369833660801788,7.694980685446555,3.674241726352288,7.3600887080397905,4.756846297343753,4.847912751996642,5.450048414542012,8.737616678023407,4.969885463001057,6.455719751314367,7.288196141765168,6.592824844669764,4.236239010640777,6.614611018723051,6.9626513066472455
YNR047W,3.776324978474039,7.725784571690806,6.31083900320658,5.065312973093986,8.690427721278411,7.1869444157042075,8.489996336680818,3.346971015658964,4.786947014590362,6.086032500056912,5.458699312161797,5.865387075059855,7.436015030463443,9.71222587946983,4.815794010731391,5.51456293389063,6.040342021609463,4.679136113565575,6.068750109539906,4.922276504562957,3.777483780402318,5.304504259018764,7.255957760354612,7.730187538997963,8.510928831583504,10.05477827800783,8.081089852726322,3.4632421011806622,8.286991945359791,5.4655865343074375,5.86989220200994,5.743369852230176,8.472484560915625,5.325633124181128,6.645306937780376,7.3188734041205565,6.635436616687668,4.434750894284724,6.592488879173193,6.734314980792261
YOL016C,4.224258773342783,7.7976596241902945,6.781793153532901,5.0692911979633095,8.702294328460333,6.9951036170941245,8.324944003708666,4.408548712425809,4.4176172963255045,6.050770555499607,5.417957377614149,6.131317681174455,7.174879682743303,9.514947366862279,5.394938921846008,5.611605410227046,5.568872315038319,4.494503783488378,6.544813801817204,5.254693155052415,3.769147315717276,5.6453691321070085,7.056260178683004,7.1929298865057625,8.383460862517714,10.429339259793426,8.047267775070488,4.194450390852877,8.023440455733105,5.600381863848269,5.581561191657628,5.686842070532851,8.201139748773949,5.138413862468537,6.340005606068759,7.449717599681237,6.692542555379548,4.5635323037284765,7.001979984346148,7.0683108939584125
YOL045W,4.245356700924258,7.976383443953718,6.5936408022631525,4.849736433569652,8.908748143312705,7.199102837895605,8.506846827188562,3.879827406813679,4.702544374717925,5.897341663673908,5.517860998062606,6.145461059310351,6.990219210492968,9.826383097267117,5.360379600702158,5.158658522631581,5.50121581363667,4.126315308660888,6.669235652260785,5.066771037300767,4.326994581227839,5.373428979584129,6.797653905529945,7.2744604014299075,8.59750591968212,10.409804774321149,7.971701409201275,4.210353178478237,7.98888359218135,5.983757682947801,5.448583933004813,5.8684451703861225,8.182070619543673,4.21308754779211,6.381723858951679,7.469829535537005,6.5098139575681175,4.289852306423198,7.068034113049525,7.049741267119023
