,YAL007C,YBL039C,YBR011C,YBR072W,YBR084W,YCL037C,YDL100C,YDR019C,YDR032C,YDR064W,YDR155C,YDR158W,YDR321W,YDR533C,YFR030W,YGL026C,YGL031C,YGL157W,YHR174W,YIL022W,YIL155C,YJL066C,YJL130C,YJR070C,YKL112W,YLR292C,YLR355C,YLR438W,YML008C,YMR120C,YMR229C,YMR297W,YMR315W,YNL287W,YOR099W,YOR120W,YOR198C,YPL226W,YPL262W,YPR118W
YHR135C,5.027758497440676,5.909976963029772,8.7208691992253,8.024107616292701,5.478730473857548,6.053946530747046,5.684580130490461,7.133408930154004,6.86215385639549,9.08822944563048,7.2888724210062374,7.896732912863034,6.0904931405074745,6.1773694611459735,6.1810737257500445,6.518439753418464,6.729725560408387,5.828456261709127,10.086812102009604,5.273946497896089,4.619806399906789,4.160643602733956,7.451333997238896,5.333467505007978,3.6244132791811685,4.628646028432964,9.473442991524726,3.822982005595837,7.074355577404147,8.206411354186788,4.7317245840789495,5.395661638710989,4.964733655459474,5.714643219262255,5.738657525302278,5.302416522428653,6.855120177547053,5.901512904868578,6.9182666923660765,4.439302342645663
YIL035C,4.66472356359636,5.2756154028775795,8.619029854686667,7.936571645037515,5.219133189394287,5.506684987571635,5.8283571739121625,7.8466751613993715,6.664069380321561,8.631701008130491,7.9009901854193245,8.045029824274996,6.2609749125465655,6.136184026968834,6.252311569345928,6.456633202237817,6.7483182188065465,6.037337129647511,10.356940859931832,5.560388251931607,4.6419482285569735,4.665195527528391,7.226926131232183,5.631810636245903,3.7029836029211256,4.729113085890159,9.018051543277636,4.64265125011142,6.845375267962254,7.978694021317742,4.199465448234032,5.5761869806166064,5.0431734767672225,5.4161064258645615,5.3151492517164085,5.270925562405118,6.824579754834641,5.575961492594738,7.115404979880103,4.618331700577167
YIL042C,4.981508597975195,5.832437723634998,8.39913276671359,7.2352406364763615,5.351623166137821,5.569875113002219,5.594876581187523,7.223696116395452,6.333382213775778,8.907278342936273,7.181236698161482,8.079649897963424,6.172799626544242,6.386864828605139,6.382020207964473,6.73333113830551,6.561381794557679,6.063199120963238,10.236413872686065,5.226625221025693,4.601258919677439,4.474759293774085,7.358099169802432,5.149687670257472,3.4070692200650843,3.7635288424152185,9.330293875014064,3.664922995110644,6.878660132440892,8.494919270503276,4.574956328495774,4.999725798508509,5.151924893491876,5.579084207528063,5.6206822136693715,5.350139567271756,6.609106654113786,5.636367569203332,6.916467329963032,5.189857426862087
YIL095W,4.7301869267354695,6.021638980644875,8.56850330288064,7.6164291434887454,5.370224843434304,5.791633254415675,5.838811888689456,7.371861093929383,6.2376163256536525,8.81148778401938,7.91796594585675,7.9450000480659115,6.438046084623148,6.223012426725641,6.132577445617037,6.890765405445506,6.372508117760212,5.897173172698282,10.791741815308598,5.683121278447222,4.459453599827529,4.349284044182728,7.3191398693443634,5.989222142877084,3.1682930327839465,4.901650999473251,9.194296916099248,3.759149349290341,6.990291654763638,8.312963514887668,5.077330131692981,5.8185380048163475,5.021331585331367,5.7432547771742515,5.185626234568729,5.36713260760237,7.0056290737874365,5.8378560086961855,6.879852563286483,5.3315023910442845
YJL057C,4.8065152547863566,5.757661927337936,8.611878283736898,7.800263903604972,5.1811303884320665,5.152417739741625,6.0624508810467805,7.105144272697053,6.470390591565646,9.120335223979268,8.079821503354477,8.204341634490657,6.02932259636695,6.2603676779820185,6.066030001226666,6.850655372937018,6.972617311805793,6.104113932516116,10.55972316050857,5.480237017603471,4.631624818257993,4.557873001663821,7.395061891153599,5.394541899039616,3.662667591686744,5.262838375915376,9.28728096749527,3.7427165422195774,6.406185912513938,7.518145064448795,4.3601188661482615,4.721206511497981,5.1155073651511005,5.470959425919071,5.616699815533576,5.397579329619019,6.678929255290733,5.709812759133246,6.929601222449204,4.846040125517862
YJL095W,5.0757921623377165,5.571378997741146,8.511610716960487,7.685461309817875,5.5574793200313035,5.934238221733215,4.847122957681397,8.249560359572422,7.038369036109012,8.933789651214633,7.68520790362087,8.062521727715481,5.829935825005113,6.0698777556131125,5.928590155143434,6.991141324349612,7.229968641477433,5.664691796461638,10.284948083813996,4.9587207988126085,5.06507318458711,4.204561194401572,7.948663477581498,5.884953617839736,2.686010890761251,4.587062689482593,9.341189055190833,3.9490572963016923,6.759218374577315,8.215577594782845,4.664219896548539,5.505021316407193,4.258808191174431,5.566008179605451,5.553252483985269,5.267125314404796,6.89430628264863,6.3864251438103725,6.95360547880741,4.5255357898568365
YJL106W,4.760401972626472,5.555661984192806,8.76370451703533,6.956609312941297,5.781337584495971,5.159776284189364,5.979034896322172,7.36319745425698,6.170429607988349,8.82717495611792,7.8637601483824975,8.181035703060447,6.120605679442269,5.778569762997376,6.256520555872887,6.5068383570235495,6.9322304203720035,6.087306706493756,10.936948398943544,5.492179937387759,4.591015101014269,4.045141754244331,7.346786551667236,5.811524754145062,3.500360151695575,5.029106878141079,9.29799529794748,3.9699905328592338,6.760558352436342,8.34720959576545,4.6068883503411415,5.501838058717049,4.739011598029953,5.873765574044177,5.349768499954744,4.993225217480892,6.871648054320287,5.9431921152784035,7.073661955046513,4.940079227923368
YJL128C,4.848564687363822,5.522292981073939,8.701854290300853,8.111585987863878,5.619678272611027,5.3973049073402475,5.726868909232067,7.322601346814709,6.784639340696866,8.807468953622326,7.449543481452844,8.248657439770787,5.903002734621638,6.340187772876719,6.283945426269174,6.806018627118408,6.6927356619888245,5.335921939039117,10.342746254070665,5.493547525969479,4.865411298874445,4.267113639085494,7.824175645191604,5.475045549334455,3.4253179390935,4.817297260995682,9.31796354253668,4.352161779708581,6.851823402379378,7.999910195361581,4.737694837534186,5.773297563658494,4.645023122217994,5.542783055761172,5.2708253796711,4.786407396767659,6.829682862961081,5.9681870900977465,6.982565251134006,4.703774099973001
YJL141C,5.100904335635415,5.682438476122472,8.720639914090798,7.9258519405262104,6.011062419872174,4.705146535458488,5.664110503105812,7.349976088915772,6.5725863900031305,8.679202495492566,7.5615295731982,8.128246669750805,5.7281049980948175,5.831132459546293,6.646482347018914,7.002673236180253,6.3855761357231415,5.923029501325048,10.307643550215467,5.645128757924789,5.194906552659336,4.028506248520413,8.364956001608128,5.635994574713847,3.5886654250905083,4.826059881418293,9.016150284842656,4.003286312358899,6.666248903089635,8.185872997786111,4.96354722973271,5.5027919622975805,4.7065267417723655,5.7732969533381535,5.676794532865388,5.098650977959845,6.734902675910009,6.4371893554476,6.90540556576896,4.936351247773278
YJL164C,4.839799090085172,5.645378614394975,8.546373816234286,8.060384688651745,5.512042080413816,5.325838225628578,5.607001343531379,7.318122701834989,6.154957914313352,8.806719853401678,7.506442876591866,8.073459716653337,6.100807661577281,6.2794549708379765,6.390339639960482,6.525005579755652,6.463295299118682,6.2047484299481335,10.456286404670836,5.455034087379347,4.475690323562366,4.080571756048818,7.605330606200769,5.5799751143095015,3.6404063399526208,4.283434982590128,9.249597995492977,4.116095598070453,6.822127786198378,8.186713014990339,4.826432488992066,5.159892416154909,4.898038729103402,5.715221865972143,5.370632233121791,5.371506503825373,6.951622778422652,6.073573713346407,6.805882670922494,4.822365836232682
YJL165C,4.754228769771608,5.126369317043187,8.94867542286547,7.6563996327705315,5.0647317096961135,6.058695833642478,5.923003851910338,7.348717210088714,6.912248594691607,8.753293847631232,8.036377831548368,8.156885505677261,6.449646798416811,6.030486422950407,5.510645348289852,6.2323781263385305,7.193174416375271,5.710964963578175,10.740788175028053,5.158316059721123,4.0805736660030005,4.366234813027163,6.307187318791722,6.0515444893835735,2.8820440124508284,5.104907575780031,9.426883510000481,4.4553515676075115,6.706603004410392,7.911774271141718,3.7813439290980098,5.841729840850746,4.178598292869453,5.281570310761209,4.992417948556001,4.9207064457946865,7.01123705976606,5.402570913011751,7.159165686249684,4.105266438193449
YJL187C,4.9617947903016715,5.114856248314316,9.024349450450966,8.008802331935092,5.26533905802493,6.034959927927248,6.091251155801736,7.166780708604582,7.252423802503317,9.075879488400817,7.9524350334406515,8.04854392920423,6.13723919858204,6.038153631150628,5.095716789595606,6.1188307447083305,7.134520606593952,5.705619660500642,10.537626880385599,5.179054160045906,4.678107879596217,4.440459617580808,6.7320102116103415,5.296184733883015,3.7266762980628334,4.5778421226031725,9.376777031678897,4.0829775406375175,6.687231742688558,7.8668667261103975,4.101205254775834,5.8945585671159675,4.227307684877242,5.4350345037636805,5.335656326038543,4.9248128842812235,6.441905989528896,5.577675981690756,6.995125338458598,4.026274975269804
YJR059W,4.9506544232359255,5.40354989583663,8.840215742445773,7.745393944040095,5.511763969572492,5.975403262306249,5.621488885046357,7.050512038318518,6.957443132603498,8.893488301994081,7.790764762826046,7.909219745841337,6.10816897210715,6.425101415641633,5.865024955863782,6.628089434232212,7.3043902684593345,5.8536904251149595,10.7277855193706,5.3418453191024176,4.140737660446692,4.2001715981322345,7.2683862346211825,5.763143847653318,3.0753443192887002,4.961896769520756,9.512474770924207,3.1610983919152065,6.794806603196419,8.124255531176274,4.233746048809314,5.8420039863532365,4.184604878019189,5.826985655625322,5.476181014337291,4.987095872977153,6.962527368877671,5.9072283154013085,7.2072291644054225,4.367485487401633
YJR066W,4.846654624752051,5.5332067190975405,8.92852065818186,7.74229467586203,5.59390759813109,5.775186240566595,5.628675397944523,7.196740938233701,6.562336733070128,9.093794315556632,7.911567362503778,7.843240553710669,6.245652138961518,5.922307178793187,6.01194166402901,6.25841351905708,6.755993841339053,6.135284106752716,10.856455841140605,5.4470093145957,4.120175232387483,3.9199370617178455,6.937236912096084,6.209186288398618,3.808688873109432,5.231958117613742,9.358538105984763,3.6781848201395126,6.89590597044827,8.255076980825226,4.669039703811743,5.7182374903223625,3.981264455470245,5.898497208918786,5.2379848935807365,4.873118169027566,6.891124883675697,5.896266339669912,6.9707498159998815,4.749763783913978
YKL025C,5.270413033753503,5.748487487601834,8.626755401648023,7.448991734021717,5.892845331934439,5.505864901760162,5.546584644707076,6.87897455534529,6.87654078619655,8.5898259273929,7.470026935296457,8.204454273810219,5.72664930063336,6.203405734569403,6.3061883535241,6.442027229130987,6.701989790517643,5.028645000805973,10.217656521660484,5.657161162563701,4.874204559867569,4.244735390290137,8.048221124817147,5.099324650359786,2.8791962790412557,3.9866847505498657,9.524783451036436,3.737305470973966,6.6782207378401575,8.2610044556603,5.033424336227147,5.571213418389805,4.366375765034335,5.746736796427442,5.812871270280413,5.256705949870448,7.081746938593818,5.889793432283738,6.802258892420447,4.991562386398317
YKL101W,4.9082079375102525,5.4580264671654914,8.914644373318572,7.304101307466147,4.827668090734092,5.457000071468003,5.748301058894656,7.278649900415777,6.788286033151133,9.2267742574296,8.213136619350662,8.007431407186928,6.2178743214154375,5.8249420134501095,5.65342536633576,6.153868639407138,6.848688590566317,6.219111772308795,10.603374366915032,4.417139869476887,4.263428630269954,4.4589277397556994,6.4788206281450496,5.931114363492916,3.665581110521379,5.050302783202,9.337805161673458,3.827099041793208,6.393320034276156,7.5980814376930175,4.2932050662652905,5.0996339695684325,4.389161106929231,5.17645818763829,5.684317386413372,4.949565437525389,6.6097710967516585,5.473414910910321,6.8425646873061465,4.8624386876746835
YKL116C,5.138036298817172,5.2250006361534505,8.772793147037174,7.996523161151799,4.8988050922179935,5.587927239566126,6.348341377630187,7.332270065499678,6.659027812609905,8.941326117529401,8.1276672693467,8.055374144035307,6.295342799196716,5.878750391386348,5.809378570030475,6.332805959696495,6.758002507385428,5.853602828381863,10.73454158012852,5.220004251922778,3.644910082916915,4.6230132144762095,6.582609233940962,5.551313173560353,3.9020406400443446,5.200584789826773,9.321722254804188,4.22946976082725,6.670387344063043,7.824256236777897,4.171460960586775,5.491965441063634,4.851508463188684,5.57973524911504,5.3377385193527855,5.15651539492339,6.353113261714017,5.261812108575321,6.9163884175708334,4.5485203938910885
YKL126W,4.898181862390514,5.785505574169778,8.63163127398158,8.520589548608527,4.993166931780356,5.655239401351197,6.3215597918279975,7.324826296048262,6.534175165218465,9.080429894583759,8.170536582341057,8.226876576511494,5.91435281688391,5.8748741428943445,6.210218494210447,6.310347823280821,6.476457261661826,5.852410317913103,10.920245656866024,5.711366856350336,4.65468160174956,4.397337328425795,7.244548851195501,5.673216238418317,4.070445087389606,5.320829781583439,9.256084450040907,4.250618018902811,6.924775013243465,8.262234220204585,4.7532865201950445,4.903339060429864,4.655645099867732,5.535495966027615,5.359365934595322,5.393495559002926,6.176284323014243,5.477504740287424,6.833571423579956,5.034880912273948
YKL161C,5.005867888414564,5.6066908790964725,8.575644376968109,7.30172608462443,4.954453617496505,5.830266872183099,6.39962639730343,7.416895753382459,6.334041107758412,8.897806832605335,8.128596102345972,8.055175431391042,6.297890588209107,5.737535740365952,5.919350617217788,6.525866655109082,6.913120579461062,5.649669132373612,10.98014091594275,5.575253139307496,3.841873141257381,4.2097470650189965,6.503958446444567,5.484845209507622,3.9609831643267883,4.900770176081583,9.325807564325846,4.074247087947931,6.641049680734708,8.271580924543406,4.229087654966054,5.1588051548459335,4.346264370815475,5.461611309543982,5.103861623759423,5.185141131586387,6.712532599659076,5.45561907995929,6.955193249749389,4.710883376186919
YKL166C,5.329240095543207,5.54153015070692,8.632028016364577,7.627203770981749,5.073693553115978,5.64896315471404,6.144386807888218,7.36011119307534,6.233199600421478,8.98011313198163,7.915596194063702,8.030912395678062,6.278618487672043,5.966622924127361,5.956330845593484,6.113335633138304,6.552982161250046,5.910538080862187,10.719162125093183,5.0232403394554215,3.93454065932836,4.384265025793342,6.542407286059466,5.587555203295636,3.5856893119878173,5.0215764306941395,9.204745389138523,4.158422165304937,6.805035794157605,8.085855534683569,4.4987821339581435,5.254415509880422,4.775589127202033,5.5194571423307845,5.420030978080421,5.150732002275771,6.64513289843109,5.211757118741115,7.014401749982103,4.6502399420327185
YKL168C,4.915759836254371,5.4822978462427985,8.903933046102328,7.42891060395042,4.871886726890496,6.254329131991932,6.1652201361725805,7.279062441335835,7.152160719853343,8.838389250433783,7.854353373048776,8.212546068708585,6.223438970903808,6.218223287267778,5.380397976201266,6.231889142970277,7.29619274256684,5.683057661651628,10.55965040096255,5.254970930833339,4.62401941134572,4.22570173252183,6.796916703328116,5.355104551476419,3.550612724497635,4.7557236642598495,9.484186600065627,4.148988509518231,6.725246771016075,7.9836441689225905,4.058395847110413,5.9965651323573015,4.2151557264659045,5.018999013472757,5.2153725389846395,4.887923882202363,6.523837516656643,5.308846818973421,6.6750028027409885,4.364651086521362
YKL171W,4.741139860665233,5.3828830283985205,8.886979553449285,8.141818657366361,5.121596723573754,6.176910675444906,6.035628573356953,7.261862864174397,7.110318541169508,8.944061840530734,7.972449992845143,8.08194031201257,6.2308381021551975,6.010051410249045,4.981269082139964,6.312392440482537,7.305757258734594,5.744453332760237,10.564873779315015,5.884982850415278,4.445075478567632,4.2786600732138425,6.700275966033776,5.24898666206554,3.640189912912045,4.935039645312045,9.429149226766748,3.9784191506265554,6.701651156250358,7.929855620845807,4.2551198155253775,6.108288674303358,4.2978802565926815,5.4275239608653,5.171246727738254,4.929629853066747,6.459705765074759,5.472074995289549,6.877654676645068,4.028137137196101
YKL198C,4.717402167267701,5.065523169632488,8.863670313695849,7.700224726070652,5.6568704157677505,5.61896097375092,5.811627570026759,7.866083373534495,7.039570089345231,8.618949037718702,7.772688922561341,8.053332774202467,6.150067552822982,5.9833033395366035,5.924503990500268,6.1659880696141025,6.9413988116692416,5.6619839474382285,10.474032313028426,5.403778955323364,4.622356862134241,3.8648098680120464,6.628084724127411,5.798091501002821,3.639439951599562,4.740510318949654,9.295192724199481,4.294116709363864,6.700967986199482,7.76187267958022,3.5722153671099823,5.624573223220956,4.6668588122868515,5.550128148472679,5.430851128614494,5.1311795375231215,6.928377667299516,5.395787122315332,7.112179815217075,4.484288037913001
YLL019C,4.7758399797141315,4.983283917086653,8.807256254644445,7.903642173789799,5.37050081819366,4.998222615173768,5.1239729225925865,7.85619731888666,6.498126630639242,8.592225070100065,7.713637734050481,8.205453961643633,5.611101887665595,6.103117460561393,6.552317412777916,6.7922614138689825,6.374973316555869,5.623113320746231,10.872382093969195,5.572158973955836,4.895962085487718,4.2425544252307335,7.827225204692267,5.564932118533869,3.4471505924286343,4.845979638645081,9.1442592058798,3.0886253357657125,6.743722707638353,8.368650172513048,4.905569564765192,5.236553548604553,4.500307831729661,5.250745548599948,5.526609123168473,5.211806845085191,6.543719844909804,5.995862982577653,6.6692735965606165,4.977267583446023
YLR096W,4.56259617052534,5.568538362452864,8.573909040137062,8.61296748472265,5.508400889247948,5.580006586318379,5.7940685218993355,6.9666633700236655,6.559269877622588,8.742306613073406,7.822303579747491,7.7481377332597585,6.141965239283183,6.624989941049187,6.240212603735535,6.35355446890904,6.6389704842875705,6.011134176792518,10.50297364434333,5.378167431730318,4.877531011194106,4.453862373355935,7.049329395903111,5.236871027597318,3.5358764480679223,4.860427222225843,9.26693662837056,3.943086791535608,6.9570755179163495,7.993237235928754,4.597768804386671,5.334216551907597,5.23041935860181,5.88275493288184,5.585834901826616,5.2699971257077065,7.125452649453349,5.776575994948678,6.908936514892536,4.788036681178128
YLR113W,4.630095210135184,5.669270761917758,8.570454768958522,7.928964700980205,5.507033433459399,5.436719408324128,5.335263907294791,7.09765505325618,6.467360257732867,8.757376542963323,7.655628717016017,8.105787697626635,5.928379447497746,6.599210409760199,6.490905082459323,6.976255326209634,6.8553776787427045,5.236308194098858,10.593958006642797,5.130544773501957,4.991161358342072,4.648015698679598,7.497602131231153,5.277272848160329,2.542309244849486,4.6496936436873435,9.152927298733962,4.337047914688546,6.940933050445558,8.088374192588258,4.028583700965778,5.5942349470373225,5.079192065264887,5.75993593790307,5.5685544769134685,5.126782605979334,6.693298696527157,5.726825730877748,7.127649006991616,4.83189260043679
YLR248W,4.852821093476472,5.30327940127018,8.958528525229651,7.698518376396039,5.267123289367778,6.1378507360527825,6.110486605865527,7.170316577987852,7.127974571812153,9.058307827183304,7.911754740382129,8.041484511132202,6.193912766535248,6.069899080023317,5.379276812481117,6.333644475927413,7.1463522772232375,5.751725322966412,10.69497635657588,5.609999670121996,4.636797503446181,4.288033474249628,6.710089989242532,5.692279854274416,3.363788284335988,4.435874737001175,9.366738872552034,4.1597533622460094,6.722935945913807,7.9722282961778195,4.038216366260511,6.0510041366362906,4.097997543296481,5.591049010516421,5.200657933885855,4.8447365976797325,6.6127541119739375,5.474964687817874,6.9848043793045225,4.193959296777535
YLR362W,4.82584479665176,5.3328251409580085,8.902256036634826,7.853696789193207,5.281042163943887,6.147830344745017,6.057437763727343,7.313646709111186,7.187820467914525,8.973769225855216,7.953348522196182,8.043015139296893,6.226339059568492,6.11385687305025,5.233969427134171,6.083264025848473,7.19863827136827,5.8191094311648985,10.675818936662784,5.26998664135686,4.5394848659330975,4.2766762101572615,6.6475098346260255,5.16659637025142,3.4668376814459294,4.761679155583709,9.434781078487779,4.45646361843977,6.687380948811972,8.017349685097706,3.8877154740020017,5.926677648995447,4.307701638041709,5.697136141954568,5.2549491646044,4.884457898111352,6.637172417559128,5.715737945366187,6.970975666132038,4.023452175858212
YMR104C,2.806437890217304,5.493933162576803,8.690625429411151,7.684794185324249,5.4740171674798725,5.858415404856531,5.708076569301869,7.19712018374732,6.710154858808907,8.842061682847568,7.365835351391751,7.936165975233727,6.236290585377335,6.048301087985983,6.016665612848206,6.47144004163535,7.087272881391942,5.727988043903467,10.543855901845804,5.134372563668006,4.406368800124652,3.7898300651578265,7.225665948601708,5.832495986088089,3.5178040458981195,3.8228565650385895,9.482686437007608,4.0456811709526646,6.846142653511878,8.158411401137219,4.7257820494902445,5.413619503369392,4.059832713011594,5.563412992736744,5.1944616536099035,5.186934709778669,7.108858314162602,5.906549067429683,7.038501625407992,4.5692826343507
YMR139W,4.8479101917693015,5.9824436193754575,8.536150228931504,7.377641511920079,5.452591329017558,4.963631211918544,5.7683255065281935,7.3633123038654995,6.481693094775134,8.859870518356747,7.563233495434923,8.157947353824733,5.955047537266867,6.0734885199968645,6.408837584688176,7.12576423398648,6.431224716697472,5.942541655610357,10.66277438525848,5.151547561793666,4.6360879508490935,4.315979988817847,8.080454073238029,5.6058536060199415,3.6962758712237433,5.029794825343297,9.094873778458117,4.020361116414766,6.541740938098514,7.822108123938565,5.002353701089363,5.182437984303308,4.8492751208301925,5.153033957065782,5.594829845003724,5.1581299942981005,6.480755550875897,6.156603309430044,6.713720812270927,4.9978514583614935
YMR216C,5.0631028011157015,5.858070230383111,8.626232813133917,7.2718742379150045,5.7980580495134975,5.700907257162712,5.5419733582245945,7.382167428025862,6.4349990008432885,8.540564907376838,7.362567043534595,7.878385024092412,5.9789991943609335,6.259667830318843,6.439904165722584,6.504222659025259,6.494263747775174,6.40811394163955,10.577400289563695,5.451072065360762,4.418312732373616,4.082961999507101,7.572708932541514,5.720563475812307,3.8845361369858966,4.023569246921655,9.371056706547293,4.258631884298383,6.653727143462628,8.046716905310966,5.037394554843214,5.4504250258627485,4.689673870674076,6.0303467412841245,5.575447916593329,5.261070540157975,6.986932497883978,6.215207198180923,6.992737364509032,4.6308307669538245
YMR291W,5.112245768183281,5.814205599199156,8.527489348815157,8.50010883714411,5.563824541981345,5.398370328437117,5.750529783806644,7.0055423122945975,6.421438008937278,8.714243545205322,7.533516292950784,7.881678180456216,6.0557288643525,6.302674313887135,6.5425963400449145,6.597088449433652,6.816259424972867,6.123354948286343,10.421640904229411,5.282155470770976,4.8446665755475085,4.228587056048895,7.671399470731632,5.349489452850945,3.5770984639570784,4.673312643928202,9.296222107599997,4.1629437741678,6.99095631830183,8.179251880008275,4.9369260290908485,5.4459381854416025,5.184172476630692,5.782995196081313,5.5159200922348415,5.32743218438797,6.957636755550027,5.9781180976945185,6.9619961575085565,4.784254229568
YNL020C,5.081500362755301,5.767806689855707,8.487862196993266,8.576458004768892,5.689811052978282,5.488078595872987,5.729223902694553,7.0726941283526825,6.5703095162360485,8.815760499857943,7.253770977026465,7.581786283943296,5.8335413293768665,6.291638663772246,6.721830075383313,6.644727835030844,6.78821136587083,5.762290470008128,10.429088754227225,4.95041839898302,4.856417888326483,4.467978885858673,7.983572620578673,5.5221547279284,3.87528564531832,4.0320073420689715,9.228328940427783,4.031917970632153,6.88976797865254,8.129014815942812,4.942452493631125,5.2521509025719215,5.303148973646679,5.59515538939328,5.776521479385357,5.453103641988586,6.9197317142636505,6.205242818383019,6.788561456185423,4.743794547528318
YNL154C,5.165359635421341,4.9234526229578135,9.14963328655794,8.058207347629805,4.934965838073994,6.147698162062914,6.2599388862926135,6.848885529418852,6.8847959739286075,9.06629705184401,8.198730644405023,7.709288402346166,6.511576403622831,6.243518645949793,5.764559681555031,6.053033921179567,6.502775012166572,6.01165287228525,11.04146031811274,5.4799080368136694,4.464359551732767,4.615418587434789,6.466809887275031,6.286681556987486,3.913923593069794,5.292541687955578,9.594108159614825,4.2692641630396535,6.6059128800202975,7.6754802470289185,4.528162167819929,5.953057332112012,4.435129576838269,5.50667575035095,5.011536891773757,5.16051697532003,7.267286532487764,5.5089400310046965,7.3920527864005985,4.026525086702631
YNL183C,4.854117737715617,5.2392618100615165,8.734306003885237,7.123559791903952,5.2495256338752965,5.31300986434238,5.794882268000275,7.412867206837393,6.531902547398214,8.55144267175163,7.695396491587063,7.839744609052812,6.036393934966,5.691426557344585,6.493540584885443,6.911099347777268,6.303370275984047,5.7986565996977815,10.63016410275781,5.506665587162429,4.882098627261247,4.787471963433054,8.0657120110155,5.4615581099054955,3.8298706406290792,4.298567424931916,9.033459412459237,3.806412686958714,7.2669454935937745,8.245016311615828,4.608761188232308,5.978900689463532,4.626670964587536,5.716817928856517,5.389114501301219,5.566863398247137,6.962921812675027,5.917821200065744,7.044237556213501,5.164095780273817
YNL298W,5.124280759752196,5.6809806788322375,8.552705387136612,7.887310339712634,5.4623270585871815,5.4629096501188394,5.698155526279322,6.9266171455672945,6.552827949227325,8.44177688687079,7.539288655972083,8.004766578847063,5.828576574023702,6.396621177352452,6.649802899210965,6.681448810944012,6.404504147894159,5.801882004177212,10.518977127983062,5.5468100756568814,4.501034407099362,4.383838451028471,8.110642212852925,5.245438161405337,3.5026284545515947,2.856794924137237,9.384124478190786,3.6598234318892895,6.58772496967674,8.236807420573902,4.888386112099781,5.3584846778881206,5.184156063423991,6.032174808025923,5.689331120063442,5.471522450186284,7.1341528872427045,6.0575334757297075,6.840621783593862,5.0168971054290745
YNL307C,4.887157482269799,5.230380491537461,8.960655802190262,6.684322715058628,5.449648017833357,5.762786853883883,5.513703066248363,7.428551650475444,6.46325462070544,9.169791264523724,7.451744664940332,8.275969255907174,5.839540070582116,5.94141032882899,6.1907335911744745,6.605615495741183,6.634472676574345,5.531945584999488,11.085022956497363,5.4677487321304215,3.9293197413700014,4.0433783567498205,7.320170426014942,6.4310946697235964,3.687301300758442,5.036487284719957,9.468172849144254,2.975752287603332,6.730960891463116,8.269600665995087,4.640080605308116,5.460303991548197,3.638257808007959,5.967130453146153,5.372181465501623,5.0665261516754265,6.835806927502077,6.218252485974167,6.768014663957423,4.798113573956544
YNR031C,4.863829400434665,5.853866979549553,8.670964477948447,7.380561019564048,5.158626436175156,5.076157785888552,6.031174066091661,7.362545265666357,6.666941802576853,9.347526580648552,7.805080364980552,8.208838428980977,6.137347379595576,6.323618713572314,6.003596062264347,6.878254727265518,6.750745656894527,5.793062345312237,10.264213286439496,5.567772779981387,4.445780267010905,4.406917198262518,7.723717871219042,5.809503034672684,3.4334164771732474,5.347278697904357,9.478193450675857,3.674241726352288,6.525039366938323,7.3600887080397905,4.770095302281544,4.756846297343753,4.4549228333496975,4.959113365105352,5.511532229745018,5.089985259486176,6.592824844669764,5.9260233115,6.9626513066472455,4.971051316048729
YNR047W,4.782015598415663,5.899254190018471,8.816610824653385,7.706984272723518,6.033633827752495,5.2761503369760385,5.501352752283267,7.232191336686973,6.884667003733759,8.690427721278411,7.737649405421981,8.122460368123441,5.907549144905532,6.086032500056912,6.304050940941438,6.854169071656978,6.7708343269504265,5.971945638877164,10.459009153296963,5.51456293389063,4.679136113565575,3.777483780402318,8.185493747661548,5.906046908505603,3.4863774814549817,4.29164114197413,9.393697663125199,3.4632421011806622,6.724257848612273,8.286991945359791,5.057729372958788,5.4655865343074375,3.9177108438224097,5.521388295331998,5.596520262076283,4.859273418371828,6.635436616687668,6.536120444568232,6.734314980792261,4.749137369651967
YOL016C,4.678318182486868,5.301681309286899,8.750584262948394,7.642843667909932,5.3751008017190856,5.9013979149343525,5.786379598054543,7.215120153899991,7.078393422607885,8.702294328460333,7.798378236833328,8.129575337113973,6.235448488352915,6.050770555499607,5.629084964110684,6.382052667807696,7.076870571251288,5.698818511281273,10.203644220505184,5.611605410227046,4.494503783488378,3.769147315717276,6.902233715339513,5.806604495609893,3.060941607741884,4.671802368472905,9.38035983387519,4.194450390852877,6.760090794122785,8.023440455733105,4.120798082262187,5.600381863848269,4.448299787498386,5.370219148115064,5.327167065998708,5.140858286328321,6.692542555379548,5.581791156940112,7.0683108939584125,4.1850085895007485
YOL045W,4.910047746080312,5.2873237559734525,8.960271019605186,7.776538655404277,5.532290821722313,6.351374090105272,6.195277487441473,7.312064448053112,7.274020664518131,8.908748143312705,7.972038627253013,8.215336161701586,6.29986761627282,5.897341663673908,5.168411850762045,6.101962596821133,7.346839498640442,5.676532796538647,10.746226982745087,5.158658522631581,4.126315308660888,4.326994581227839,6.286791400484677,5.640393373728956,3.5245268510191075,4.66723765626112,9.582693850590587,4.210353178478237,6.706038317160632,7.98888359218135,3.901788732951763,5.983757682947801,4.29163464200557,5.549698295504247,5.123877982430041,4.710526601361214,6.5098139575681175,5.576326570439472,7.049741267119023,4.019319799748319
