,YCL009C,YCL037C,YDL084W,YDL092W,YDL131W,YDL195W,YDR037W,YDR091C,YDR127W,YDR158W,YDR174W,YDR382W,YDR516C,YEL024W,YER031C,YFL039C,YGL031C,YGL253W,YGR185C,YHR029C,YHR128W,YIL124W,YJL008C,YJL080C,YJR025C,YJR065C,YKL182W,YKR071C,YLR262C-A,YLR303W,YLR355C,YLR380W,YMR186W,YMR300C,YMR318C,YNL112W,YNL243W,YNL312W,YOL012C,YPL028W
YHR135C,7.701467036823508,6.053946530747046,7.915055098714986,4.541104446284784,8.0949094469997,5.415122116288233,7.557470708196499,6.134521012762862,6.3670327640829525,7.896732912863034,4.560244527084799,8.85444794101711,6.90518688163689,5.415037109508661,4.567528027462171,9.055328449841458,6.729725560408387,8.678292875066163,6.058954846834543,5.0131625840663885,6.374080645522591,4.758003453587588,5.8514999644894825,8.141449865121219,5.518227154229819,5.9250099504744576,7.382977472703595,4.603667661609708,6.769134420159202,6.380101709822558,9.473442991524726,4.266241660672064,7.271537858537911,7.139986698474077,6.621768814873453,5.978945250815419,3.578365676113596,4.398513462300794,6.643192015026717,8.013002690969035
YIL035C,7.544715476151238,5.506684987571635,7.736038948643447,4.490881419189929,7.861783383979597,5.18450930712307,7.220118962142372,5.834372879990429,6.2682413601016975,8.045029824274996,4.8035025144447046,8.34586416143439,7.101621001484567,4.870723576864722,4.358582420554709,9.468749386580484,6.7483182188065465,7.931228714752117,6.241862143404774,5.473757115682466,6.183014450192408,4.937290846221842,5.424450188827722,7.432871880519205,4.3964880709172665,6.279069137895209,7.196933087835532,4.499388731033056,6.688581161580032,6.852563729730492,9.018051543277636,4.794331700831814,7.250513236122322,7.109727367977878,6.633766044865928,5.413507391859222,3.634058189700232,5.231037197143218,6.931105255802961,7.7950053489680835
YIL042C,7.785157358156152,5.569875113002219,7.809333005576402,4.581140995737918,7.804693176927778,4.559382052824594,7.462459724852956,6.175454093513863,5.848804239855577,8.079649897963424,4.589366176476758,8.647673369786116,6.697704052417655,5.182069898277062,4.315737733105546,9.06006241877864,6.561381794557679,8.477369950469647,6.458543570119032,5.279633646937984,6.435952967544259,4.729720500748861,5.6097618301589645,7.802795066125954,5.367732708536613,5.673773393742282,7.055792273119942,4.146264966362914,6.545980657139944,6.8255865742923065,9.330293875014064,4.729508157931207,7.2583950265651715,7.111254632495347,6.76282180399163,5.754497448157455,3.8611142599312016,4.966599830209806,6.7459474234830825,7.634823751932527
YIL095W,7.810892761384625,5.791633254415675,7.6498433185421275,4.479850233235828,7.921292546075718,5.337667865428059,7.6789312175022495,5.994446173395701,6.160068686875683,7.9450000480659115,4.926122622412597,8.085938139988063,6.876765847007732,4.624619014219277,4.328743859113762,9.137348927402764,6.372508117760212,8.137545885375388,6.3639994673793465,5.5238097653825475,6.454192961243977,4.621082088141195,5.5830807731699315,7.409497214169487,4.334910752692203,6.1957250095772896,7.421775173262818,4.1550142786928985,6.585092008757822,7.016510601263733,9.194296916099248,4.930292875024914,7.227242722709862,7.366578504995817,6.549470552355447,5.628300901296709,3.0164301779491844,5.057447093444432,6.627554364502725,7.808529163763456
YJL057C,7.54145690684899,5.152417739741625,7.6465187530758225,4.469329682391267,8.17442334606209,5.288607422616766,7.593134549674917,6.318537740600709,5.7965806902091614,8.204341634490657,4.913271604656686,8.140153663069626,7.2015553569403865,5.294679393692225,4.427480132725536,9.477220185105123,6.972617311805793,8.37634904009642,5.611279868168063,4.829658178375722,5.9612224080065035,4.989446156149149,5.688792797827617,7.566981543775197,4.748364267108974,6.2521285647907066,7.227912086755188,4.042676675761652,6.61156996135458,6.892091870999535,9.28728096749527,5.012626842148236,7.35137763309384,7.1632871117946015,6.494970394973186,5.143093299198388,3.6386421720960085,5.4314994621844415,6.566400871279483,7.450427204285368
YJL095W,7.473690707493469,5.934238221733215,7.871863707399143,4.891368454868117,7.975577563701445,5.5853794553627525,7.1331349873853815,6.420609483718564,6.0220863537734495,8.062521727715481,4.857255818925285,8.606883068634259,6.958751814853015,5.602642183988477,4.487769789901729,8.897521735936374,7.229968641477433,8.384138773703807,6.017869223158415,5.1656962977542715,6.206878914024777,5.458132965371208,5.895317033691041,7.124702598781862,5.427996355375327,6.132844380088969,7.9634938870470044,3.1348929218922548,6.470484105536514,7.054578897980227,9.341189055190833,4.080901595148157,7.260932233532933,6.973287473550816,6.437601082091567,5.607713154603252,3.654211903066925,5.1414414884757536,6.781631018531039,7.70661867209859
YJL106W,7.5121860666013,5.159776284189364,7.762449528815924,4.314102432586207,8.026698074160251,5.573249979435674,7.3584573509104825,6.098533024070621,5.556994878577318,8.181035703060447,4.576618772687252,8.554210401104857,6.87586191357013,4.975374017925526,4.895786973232033,9.043398200295016,6.9322304203720035,8.516006623386426,6.139892911428032,5.5534867143360005,6.494377330122541,4.81635702615205,5.650053497853071,7.860185713650941,4.845222846166772,6.051463618493633,7.631837908380778,4.403899087464982,6.236337210445408,6.886343236977857,9.29799529794748,4.911798198724278,7.0828614603422775,7.340459608490863,6.534525532749088,5.643648359284493,3.968333427351306,5.220933495387476,6.63305211130251,7.79110828469555
YJL128C,7.538395977310145,5.3973049073402475,7.6986340103171464,4.244160401321846,8.06118327078973,5.6236591246799135,7.338372539706733,6.339896340510017,6.105432177529428,8.248657439770787,4.357049219346671,8.52700459305651,6.9865698108419965,5.541117123499196,4.6641121750512715,9.01319219280123,6.6927356619888245,8.353813932536873,6.3577862813087584,5.695014362658961,6.250849405646349,5.249036376348481,5.625546450254507,7.924747800341001,5.543802610226059,6.117323074535188,7.627095589327299,3.796869456379081,6.461918521493842,6.450095231696063,9.31796354253668,4.5664125123159565,7.155402087399139,7.082824613708688,6.298336297659294,5.402217137427425,4.128668721840507,5.134187384185989,6.7296444886017825,7.638797268834122
YJL141C,7.661365206078307,4.705146535458488,7.664313190243845,4.260949056077547,7.952924721217466,6.041549875383501,8.028613291663865,6.310058815260903,5.8578971253744925,8.128246669750805,4.62367402359141,8.564227727792273,6.9241088883306485,5.691197870598862,4.572986783837255,8.599541435204685,6.3855761357231415,8.425530803943374,6.189289837805258,5.11890945018596,6.446975085262178,5.3583541948660285,5.5526883929368935,8.121767700406867,4.976811278918763,6.051474695356013,8.275545633471381,3.6119057450180163,6.566068377963568,6.927396999542823,9.016150284842656,5.435835116909031,7.232124844679402,7.176133910193754,6.312154174268024,5.674729709704206,4.2544781327789725,5.075344907172059,6.912143148547711,7.533697963185195
YJL164C,7.631500387899988,5.325838225628578,7.752643785994601,4.401853831057277,7.870558932766605,5.115948912457757,7.458661691247943,6.064863817575008,5.918975136184032,8.073459716653337,4.534601441356228,8.751976547811216,6.824328263904468,5.274549780251687,4.484527334225502,8.932822544078167,6.463295299118682,8.421792786623419,6.3314161979873465,5.148539826950823,6.641524990303187,4.929680600558706,5.64724340055545,7.993415704070209,5.1022529420965315,5.753727814771664,7.455660107050313,4.5637845365504255,6.6292385237277465,6.785227342640173,9.249597995492977,4.900394221799885,7.1379947370623285,7.2179013086249855,6.621068714616157,5.882916996210402,4.0241044652361575,4.771101365161584,6.646752744210255,7.584048607674806
YJL165C,7.459562045277424,6.058695833642478,7.739613924755531,4.558954372186825,8.273855639667964,4.8537962294684345,7.458084775333173,5.913961881380973,5.933301396980487,8.156885505677261,4.8204758638100165,8.381569526877241,6.893758164993134,5.298368997698998,4.506857528322882,8.982457608161472,7.193174416375271,8.65342075836249,6.4140371662099325,5.229727573745807,6.331268315269293,4.734425513395667,5.722160312321482,7.601482878282399,5.106957352351904,6.1176313657979415,6.73808972061542,4.363261215511877,6.631024549968933,6.653140637231183,9.426883510000481,4.591800576542583,7.426310246376557,7.282210324641813,6.68569710529997,5.529078928519324,2.9209710226649905,5.1678689159396205,6.76765269818187,7.950329861161273
YJL187C,7.376348612068902,6.034959927927248,7.90794119213985,4.4087395984521445,8.157730345940159,4.664991677903503,7.268430421559089,6.7626623888724335,6.6778494496007825,8.04854392920423,4.798703720154301,8.516939477961396,7.148695022559563,5.667520622870428,4.476671594814012,9.304888312911904,7.134520606593952,8.423199745607358,6.384499454338338,5.115211594328442,6.389336621756628,4.706146777909512,5.857408863470908,7.875791664803063,5.4667558436685395,6.1362114069549945,7.0044838698374425,4.079321391471226,6.560305743667902,6.863332389783182,9.376777031678897,3.8383528742302593,7.368851102453798,6.97648269161919,6.618004916296751,5.504997939189494,3.389807619709156,5.241758610361795,6.808594409162012,7.825453628725352
YJR059W,7.5942303731317695,5.975403262306249,7.642379389929204,5.310499843330557,8.087468423324035,5.517768930410145,7.245098768385932,6.074213590517602,5.575975044540881,7.909219745841337,4.734766416492684,8.772602923486478,6.804394761114111,5.505695669077596,4.264997726843894,8.660835444592085,7.3043902684593345,8.730060383174818,6.088767372277576,5.362152351293382,6.712742379563911,4.8185818250757135,5.800713880995104,6.874179918213158,5.094089511109367,6.005619559440392,7.386117429367998,3.990243302233761,6.558263960918237,6.572462242149799,9.512474770924207,4.344663551614123,7.301172627246796,7.1853281434646785,6.697295212875378,5.642726734004168,2.9261295500392617,5.225071135884825,6.576054826439138,7.829714387365088
YJR066W,7.547840693866513,5.775186240566595,7.6263436565214375,4.566936545265347,8.166196677104736,5.720593958042632,7.609427748735452,6.166865107974059,5.9939259651680885,7.843240553710669,4.679859299269311,8.657095847657306,6.8223378470382245,5.49008810813532,4.9336972877674805,8.978876761494432,6.755993841339053,8.745011914383321,6.503166434419987,5.636182618476095,6.5472555763358375,4.656490357755997,5.5606776140095775,7.626984641395688,4.8519115905983154,5.874539219448563,7.358835818045965,4.4262143803318565,6.6283145324788935,6.872532083311608,9.358538105984763,5.143614238925784,7.082000978619607,7.245020820382058,6.4526388203472065,5.677864960895443,3.8461478637913666,5.060127789471783,6.8418835408942975,7.855357063529693
YKL025C,7.8408419090709405,5.505864901760162,7.754172079115487,4.413581422560413,7.426511413695807,5.0843056184218725,7.592364046873401,6.327314519450447,5.867373474617986,8.204454273810219,3.945058641704365,8.937815756288732,6.556475411473451,5.695990550216584,4.704103435091972,8.694541898402727,6.701989790517643,8.877360991728539,6.6677180370395,5.749035416880928,6.6253581974218525,5.134583719775608,5.610128505613148,7.887383062919524,5.52080808592643,5.4471159854142295,7.569976919321438,4.165705879828233,6.894991662321465,6.386459708138276,9.524783451036436,4.095391262190061,7.119254038095736,6.9477418312669075,6.275513970363133,5.723012913421711,4.156413171794291,4.76145421873938,6.839560211766522,7.37667020025359
YKL101W,7.6720632909411375,5.457000071468003,7.917804301698334,4.636843721137155,8.138517005139184,4.86745385009099,7.4986728542696675,5.624679360614985,5.1630049084634955,8.007431407186928,4.591563979813039,8.385108244298156,6.904543928595624,5.662439758407268,4.272665935721364,9.255641476413174,6.848688590566317,8.688782252891594,5.7393967541890945,4.834029893981182,6.282388787194263,4.920410859830781,5.611117083960929,7.768981945737432,5.602207066215812,6.100038645977207,6.958870046206764,4.151013693377768,6.477882566048162,6.439170280524171,9.337805161673458,5.16165117287111,7.249019553882315,7.265164231554041,6.370631597020706,5.199981313300368,3.235827714511037,5.275651457940906,6.983499801445963,7.615930974740713
YKL116C,7.554997743800372,5.587927239566126,7.863260413703843,4.549641982648578,8.18210448549997,3.9645446727325115,7.351723214484882,6.939130996892259,6.564147817268587,8.055374144035307,4.719246728868304,8.835471368571637,7.243061960180517,4.83070730283426,4.178625948044268,9.324871331888048,6.758002507385428,8.321845330679357,6.339467745179443,5.47528398004824,6.5858399509483645,4.013234951381241,5.358498261309578,7.627068666371982,5.563207456635578,5.91696049295023,6.7389215375754,4.297339824200159,6.6235356134294285,6.495724009643593,9.321722254804188,5.064257505647841,7.214469853283857,7.282394170081961,6.586531650276135,5.438106087222444,3.0173190173580027,5.361214269361041,6.641354031854223,7.6453145533849565
YKL126W,7.652790161947787,5.655239401351197,7.899334670365122,4.40106586021157,8.132381317509314,4.218927875783857,7.309233548893187,5.519386602977116,6.315587333780388,8.226876576511494,4.999141627229285,8.619028685814904,7.61507535324302,4.392951251767848,5.526855163183239,9.673144800472189,6.476457261661826,7.386856298466401,6.1647881217805,5.482195990654542,6.002706143511998,3.642496745152615,5.84342126236726,6.902049301744545,4.5727494547833585,6.187417405201554,7.397219013724826,3.2240242198507083,6.351210162120405,6.764720928507988,9.256084450040907,4.890874102405051,7.1585821513758185,7.38940018611493,6.5770456848305985,5.192323097844631,3.3871551685203216,5.367865348929199,6.565627424270824,7.490315048404678
YKL161C,7.594089801882719,5.830266872183099,7.716318981155193,4.2787920116145255,8.242249739224683,4.650742098921248,7.600257518030075,6.926120624964273,6.0693417437685735,8.055175431391042,4.757943099392828,8.850643595597191,7.533620253250057,3.84876816710808,5.216888704869318,9.284593839773592,6.913120579461062,8.024894711967367,6.232353226810664,5.755533098854313,6.058397614244474,4.390848889000031,5.850913390126097,7.505530999989783,4.824222063190184,6.1071822779377465,6.860869120817957,4.09143285647865,6.370210540360151,6.783012779970116,9.325807564325846,5.057409872691773,7.1907887760772855,7.500733006173581,6.4481552578086605,5.417696925969964,2.837604648928964,4.7957857464026015,6.278988379078692,7.572525511742826
YKL166C,7.687492268795737,5.64896315471404,7.684789821168161,4.379775487534724,8.271739528878593,3.862101018567785,7.384260875611724,5.191024539841033,5.869904926171192,8.030912395678062,4.708946155381917,8.82510946184535,7.254597238377568,4.8030415241455415,3.864597310468646,9.329555967224733,6.552982161250046,8.292840692818217,6.231804065053312,5.6169763939976525,6.438698402998973,3.9019426049028683,5.478682234573672,7.727629982645277,5.331566770385484,5.853161523136952,6.962870484335822,4.470217785862066,6.365469839804883,6.7230774661943125,9.204745389138523,4.8399290260311885,7.376567056867622,7.396166636161829,6.610217640976704,5.461325891769713,2.648230275675311,5.11905675795861,6.866899695733084,7.727287742509277
YKL168C,7.532667039466702,6.254329131991932,7.909265209865558,4.335689153961821,8.082240591266952,3.893903777837152,7.258881343990161,6.012531596222086,6.8468459913175606,8.212546068708585,4.663159299266467,8.473913780152728,7.220523875911585,5.093858901787151,4.280096645272367,9.216797886898377,7.29619274256684,8.485219855570017,6.283526066042955,5.3941950164366625,6.310948186766117,4.528741517489955,5.813023085170022,7.9730918090757426,5.644870786581915,6.062782015026237,6.860004673353758,4.4496198064807695,6.562300295526955,6.629498467817488,9.484186600065627,3.3595259998947347,7.431136318659961,7.098521211816966,6.5994210632890695,5.450176427891861,2.8597564014441432,4.915827125557635,6.4638514366001925,7.9050940921714385
YKL171W,7.219412118671375,6.176910675444906,7.8827830801928425,4.238304692348216,8.127990602214568,4.43209715960291,7.3009639544662,5.900059242801713,5.647168633868465,8.08194031201257,4.693170985243643,8.695205539837147,7.057959399182932,5.101437718635883,4.27453712952294,9.181609373893581,7.305757258734594,8.492476114589266,6.164645456170655,5.208731802122786,6.306001751603836,4.552764100019525,5.8261918371041,7.916740136515237,5.47723242960294,5.995853716886373,6.855377254866911,4.333075110695948,6.450917982796576,6.696747373590231,9.429149226766748,4.008240618878143,7.438054224045367,7.0143433965345166,6.386564552477714,5.404274197397694,2.623956979724701,4.88813290971579,6.258074739971093,7.672974541776448
YKL198C,7.503241162587929,5.61896097375092,7.7259890582484765,4.435415630594669,8.016344398898267,5.1623870980923465,7.183597617039526,5.699373186278429,6.3388215762881295,8.053332774202467,4.682452956004143,8.432061931236234,6.994391345070438,5.5330253951917685,4.431297313973427,9.071639505684034,6.9413988116692416,8.359709510937108,6.445028927854997,5.13727895003403,6.297464301143163,5.060373841842361,5.770392708197288,7.560130799592503,5.112882577039739,6.128589533789568,7.247854797913036,4.277929491052902,6.7278993702807295,6.616335440308951,9.295192724199481,4.790769086506475,7.363079809211221,6.9551778815344525,6.4824903832043885,5.390919747811738,3.4373539897794227,5.0817099780363115,7.0276779899869775,7.879069958043822
YLL019C,7.625970341158912,4.998222615173768,7.533808813485613,4.297047592465279,8.173152612617624,5.399450590501297,7.5423687678898,6.4261271580935935,5.82403783728539,8.205453961643633,4.688415344617614,8.481831888259983,6.982917878677938,5.46200954511834,4.52057640674868,9.090836664366238,6.374973316555869,8.480485853676077,6.595691568013453,5.4341587383703525,6.277128738167657,4.90835102700583,5.60069351181489,7.939436783883003,5.2895471386746165,6.057121253287367,7.973287447052174,3.8261893985861004,6.632763103141258,6.778004363793932,9.1442592058798,5.034550896095137,7.03502429900618,7.1487662453013385,6.108072187480552,5.561304412618111,4.302223527110681,4.901309713567285,6.776732206606,7.531575665089872
YLR096W,7.708722210928112,5.580006586318379,7.794126053612211,4.520826260228086,8.032889517551368,5.02413031582718,7.476179362468938,6.258938010974909,6.516103195907723,7.7481377332597585,4.878397118363984,8.630659861335294,6.8127133495982495,5.4431106306753385,4.293925296842472,9.166740372772312,6.6389704842875705,8.367783905699033,6.286009547328402,5.386371910686908,6.310904077383202,4.881583781308247,5.498507997561426,6.59891063980173,5.294029691564871,5.963359226509067,7.2714938144671475,4.343901990955106,6.6390856358525285,6.685482234726504,9.26693662837056,5.053313234233262,7.251164219895933,7.079965037052183,6.6315430900238255,5.7644185473979785,2.947976416184417,5.064044201024707,6.67286135227117,7.808173988270887
YLR113W,7.704664426242673,5.436719408324128,7.628964191068193,4.9501472463517375,7.851191443717612,5.309242789327873,8.235448534027553,6.274935373887987,5.8944029068244825,8.105787697626635,4.750969488009237,8.64477056633805,6.712182293602205,5.5452750763507055,4.2709210051712185,8.797360596957857,6.8553776787427045,8.08244014518164,6.080268198450054,5.5624622231506535,6.255160745865508,5.276143525701835,5.656488840111583,7.81500559613466,5.0801851151438875,6.241786984342007,7.3070017404069825,4.1397245032251035,6.42103153117356,6.8415019327859286,9.152927298733962,4.993067791595943,7.3621565262251485,7.148925394716438,6.577631705318463,5.696197310091374,3.656119338629986,4.9776340291190895,6.67373064800922,7.774997612944987
YLR248W,7.379808041053621,6.1378507360527825,7.823284730212076,4.151460847364343,8.041597898647174,4.758501781470893,7.3918837261380625,5.8997253945863175,6.602211540342281,8.041484511132202,4.7094324175308016,8.67997719137807,7.0856166346305045,5.257566952502909,4.4730838608365655,9.122989883054704,7.1463522772232375,8.48085994567975,6.396899874170653,5.253158154918679,6.366893982450472,4.816502891921184,5.824825546376263,7.908435987347811,5.356433502514979,6.104478156574742,6.777747321542332,4.290104666476482,6.402484190637352,6.70112281714128,9.366738872552034,3.953257690482314,7.476709074295408,7.06342270117359,6.4757476671706975,5.549029654743324,2.915277570107609,4.982402030510653,6.850540934901093,7.749496273870072
YLR362W,7.334725255309722,6.147830344745017,7.846916564254912,4.297612329579467,8.15203514490901,4.675633577803733,7.3948463253239956,5.814480548853929,6.268021358421682,8.043015139296893,4.585127896199603,8.478194244515278,7.096907244350582,5.23188343099689,4.372849219739488,9.069116064265335,7.19863827136827,8.499166225296468,6.332263826493152,5.103416505877464,6.361654471979728,5.045270085341621,5.769972590915419,7.884881888774713,5.2350338448117695,5.890485605026831,6.7768228838286175,4.409563649682934,6.532608077200631,6.617078770000008,9.434781078487779,3.598950164949013,7.383875562918925,7.0725558100197174,6.623730252477088,5.492078669596947,2.8010812119009882,5.050062483810514,6.436448409607962,7.776014773620617
YMR104C,7.551508647553523,5.858415404856531,7.723494126953024,4.269982192373015,7.888253565519768,5.435768730529751,7.393784249454546,5.983525857851591,5.635177798670522,7.936165975233727,4.697373905742502,8.719589631526826,6.745908528001594,5.103493029537054,4.309667500155504,8.876429178216878,7.087272881391942,8.720827704226865,6.201159644852631,5.528506537187675,6.506165768737861,4.678786702072751,5.649818577329577,6.887542369560001,4.98824589921191,5.8228811464573225,7.204665943249164,4.547024376536385,6.629670235720536,6.536440563179925,9.482686437007608,4.3084165618378165,7.438716550879677,7.206330570260622,6.4743161984635975,5.891744454979758,3.6377374912757294,4.1607088526810525,7.1762908401512,7.925417887088254
YMR139W,7.659698430871147,4.963631211918544,7.712502784298747,4.3929415858969465,7.928029594594268,5.675522320654024,7.2376615794368115,6.324026775633925,6.146691746113232,8.157947353824733,4.669566517919852,8.467032146502966,7.1475301078738855,5.17715273353158,4.43220925103165,9.085963018111762,6.431224716697472,8.415214488290532,6.169089079555024,4.8270965214224875,6.166893128506644,5.121940868019252,5.698212790075318,8.009901265250058,5.513638712262614,5.8621265115965135,7.944780836515938,3.746174200852203,6.70745573238234,6.6533415349449125,9.094873778458117,5.030658142203869,7.179599964816577,7.215890316190566,6.32295797754236,5.40517891131292,4.107250456900647,5.248212026942088,6.835086717696751,7.3588443754585375
YMR216C,7.811131870505487,5.700907257162712,7.776547360734113,4.533308860165156,7.800483847796746,5.111790177956825,7.57367620116772,6.09029954500648,6.273293627705589,7.878385024092412,4.573436734664687,8.725468551787591,6.768275872732282,5.585383872665679,4.7495735922869216,8.977221356518271,6.494263747775174,8.597492530838121,6.583591591759906,5.3676766021541615,6.5043482446604575,4.863526917012671,5.645888791151558,7.817358506108094,5.273427129809619,5.5413416809127805,7.676247074516803,4.315427598139688,6.893615925824747,6.442055085933336,9.371056706547293,4.521985067442713,6.803107896520904,7.16751502522721,6.828929683033143,5.910818640851827,4.046337789015012,5.036892016087531,6.589462662902894,7.653892674463518
YMR291W,7.7211518062356115,5.398370328437117,7.806851369957098,4.252697372741136,8.017315354935297,5.405279051106716,7.4044872646333575,6.126373646146683,5.608501646470038,7.881678180456216,5.024974315487686,8.791001087437321,6.870094284940772,5.5074835243232005,4.388756980177509,9.083821989769463,6.816259424972867,8.227689719636299,6.242750864255285,5.311812443008575,6.293553509748594,4.748601571961216,5.775852341445821,7.759823844175228,5.2303851026560375,5.657057030823452,7.774328515046115,4.387107421787007,6.707500041480587,6.867804726082933,9.296222107599997,4.749846630710491,7.06803621312326,7.000875103729976,6.642173428069726,5.901651394301126,4.124642230775453,4.627451037972143,6.593694872162871,7.8212686301179195
YNL020C,7.723351518288248,5.488078595872987,7.743174516244348,4.344206958440525,7.947488961072137,5.426937122340638,7.439606399574107,6.046744476406232,5.792023941726778,7.581786283943296,4.420112907105604,8.766257532272084,6.731752624965288,5.510655620276913,4.209161092313106,9.087856449454263,6.78821136587083,8.359903349004455,6.486347193084908,5.280629526569825,6.4194664071102725,5.231548673719833,5.637025528459271,7.456233489663148,5.071128081334276,5.744964910567638,7.971541595893672,4.172962065632959,6.693086378085988,6.523119240756325,9.228328940427783,4.846075813088628,7.030310703935474,7.015570602721298,6.4426740250148615,5.816699218531599,4.148436737685634,4.813838030987187,7.190506463396951,7.6899439893226385
YNL154C,7.652132956764135,6.147698162062914,7.268653235035352,4.577336350402351,8.281526723174846,5.176942303317247,7.75391834050458,6.1205980766552175,6.310332350312432,7.709288402346166,4.8475796318097775,8.573909042815218,6.507467626430024,5.835754297345053,4.873924405547818,8.86213314249261,6.502775012166572,9.037222877144997,6.420274047628323,5.274760629320613,6.94107806950113,4.5817996235916905,5.832622298015367,7.133583639249256,5.671221470724809,5.724976764692409,6.523681490782272,4.83696092940885,6.81415518747581,6.2412245185929915,9.594108159614825,4.629954207511792,6.9878553141857935,7.124558255649314,6.858743912210888,5.736933658357777,3.2380911451408534,5.250732243823871,7.088672680320424,7.538848721715624
YNL183C,7.844407920684387,5.31300986434238,7.605895371773298,4.227545421240158,7.869575990009634,5.643754363567695,7.25719015852424,6.030483249713478,6.273126665084607,7.839744609052812,4.720184279828461,8.050593762819123,7.0289304347953525,4.849868404763459,4.587472215822301,9.112318610330385,6.303370275984047,8.233873390185767,6.274831550770759,7.0073631399873975,6.150455865840721,4.630048133076889,5.525566579892143,7.519349746052173,4.749364043796295,6.3202096654802755,8.013099366898773,3.9673210203230007,6.5066288978004385,6.649654746783545,9.033459412459237,4.661531388473311,7.351933891429111,6.932918910415436,6.407561624786513,5.268326830623665,4.004366136368538,5.155625279906497,7.04713611616847,7.843925516229813
YNL298W,7.7428409034567585,5.4629096501188394,7.73402885222518,4.194034233958724,7.649380578901284,4.990180189307279,7.4751825423497475,6.0054789845217025,5.428801445302907,8.004766578847063,4.399020604088191,8.927015127656917,6.619009842581186,5.868415316290168,4.6049646114295415,8.933812830742392,6.404504147894159,8.895014098331602,6.547728008508347,5.447261615052266,6.707361590414001,4.9622422877531385,5.604269827768849,7.822316666797308,5.315844206227388,5.576259459760953,7.723137203981285,4.401592944677,6.655241816418595,6.389697655976565,9.384124478190786,4.681004420495642,6.870661914560282,6.73107106241319,6.391149885497431,5.542732899971979,4.37653172022915,4.604171565971007,6.512508799723794,7.522955381512943
YNL307C,7.634079997686652,5.762786853883883,7.718859740940384,4.338708296483962,8.091488538100641,5.184086646812344,7.635307427430147,6.4126957183188225,6.42429355304287,8.275969255907174,4.918989125136653,8.256024076003039,6.639670106922313,5.0471244352212095,5.2000113212322265,9.016050729188429,6.634472676574345,8.858389143302489,6.62975341022041,5.919126763259514,6.325441973096182,4.827369408749294,5.613736355615567,7.972841839576818,5.455978096631726,6.051032468392714,7.4631526337429825,4.047888301340368,6.4454467705902605,6.259566677596983,9.468172849144254,4.140834282157435,6.975972204757142,7.235027647616001,6.378342892196102,5.492058232579867,4.115437658157367,5.070927327418349,6.993260657115723,7.822459944927499
YNR031C,7.470804530481651,5.076157785888552,7.598268305569642,4.439535681542735,8.190640502896512,5.730092407687527,7.594647526803608,6.458750968627119,5.721008002291089,8.208838428980977,4.757841462633051,8.502414176783407,7.11836794041785,5.229934748133532,4.371672735476129,9.351355093227756,6.750745656894527,8.668932326509514,5.7126864884370345,5.0229684961930845,6.328011595352503,4.797849298864907,5.589579534463569,8.065924377602032,5.537962825013306,6.068329931695367,7.444725351738143,4.0120474323628565,6.485028091783925,6.766986059305522,9.478193450675857,5.263521924268876,7.211704380568457,7.328348766055312,6.307307880579916,4.847912751996642,3.7918370702192887,5.488930415161253,6.740883121157309,7.412244253772213
YNR047W,7.545898515072378,5.2761503369760385,7.621656205601813,4.130434348964532,8.266959452704702,5.973057953530827,7.3193649868143975,6.3438078225537575,6.316378965631592,8.122460368123441,4.4843450878270765,8.489996336680818,7.132089441458003,5.624777276517467,4.648856648695444,8.740068811053085,6.7708343269504265,9.140373017592037,6.3942038672742925,5.1904400994259605,6.359024314179237,5.278265947227958,5.6029227977922735,8.01625465191799,5.013892382623041,5.978178944517414,8.192167120730556,3.659033720888128,6.473157853215972,6.917503849005324,9.393697663125199,4.486619888131991,7.139787245135473,7.051723768969562,6.890591149195672,5.86989220200994,4.125544370422202,5.1640131600428445,6.759131366680489,7.691147017145014
YOL016C,7.336858643233223,5.9013979149343525,7.8205642984472785,4.254892525237824,7.90138064326929,4.674686730169428,7.281444275028691,5.967712637045535,6.2484780393500445,8.129575337113973,4.487181463516063,8.324944003708666,6.923247775845241,5.263636938961332,4.414227524324575,9.067313689353009,7.076870571251288,8.43765653152386,6.308960870736975,5.332877578380977,6.318960946021128,4.9893940211675005,5.967473257546767,7.703883940942623,5.332548720292563,6.0904176655855515,7.156716162380088,4.164829130284422,6.563610129677901,6.819485900501121,9.38035983387519,3.6966933520160494,7.4177203163557675,7.1196242603272335,6.596500230403588,5.581561191657628,2.672231889069667,4.979269276927357,6.605184127706043,7.919413499691711
YOL045W,7.551158638204602,6.351374090105272,7.817081703434846,4.2710082378218415,8.178630721230961,4.2101113842045175,7.424064877505318,5.812289731645497,6.426346681855443,8.215336161701586,4.8139938234469035,8.506846827188562,7.080381776156706,5.339631156091091,4.209622594748596,9.25004792224046,7.346839498640442,8.606670542506015,6.092911697781278,5.360242868238687,6.4247253675995175,4.651955969790125,5.698494981990456,7.932165846429558,5.593694962437677,5.893527253868768,6.745297902665019,4.3884327114735875,6.439735643419335,6.57173267014354,9.582693850590587,3.366834885594237,7.489473620718999,7.100604594367655,6.653468703766638,5.448583933004813,3.124054003278247,5.115579328210376,6.378276582378015,7.9699894817695585
