,YAL005C,YAR015W,YBL092W,YBR084W,YCL018W,YDR158W,YDR365C,YDR378C,YDR502C,YER073W,YER094C,YFL037W,YFR009W,YGL009C,YGL062W,YGL253W,YGR130C,YHR007C,YHR020W,YHR068W,YIL094C,YKL001C,YKL210W,YLR061W,YLR075W,YLR153C,YLR229C,YLR244C,YLR314C,YLR448W,YMR105C,YMR146C,YMR229C,YNL255C,YOL061W,YOR198C,YOR261C,YOR298C-A,YOR303W,YPL249C-A
YNR031C,8.743807390432488,7.677784770841466,8.805416933409568,5.158626436175156,8.667587819966139,8.208838428980977,4.052772961998082,6.159890421942881,8.584028432494211,5.969223570569253,6.346606468953576,7.71962204728691,6.440592419584721,7.816697477199386,5.873509224629508,8.668932326509514,5.061444708755025,6.30070847355392,6.600966578188214,6.580305678530711,8.241496629116932,6.458526123017568,7.103533684779129,6.311962524118947,8.589488431577324,6.518294080992512,4.411028042447897,5.422540234205817,6.326664271236727,8.105253390622796,5.884997691988671,6.6786790231296775,4.770095302281544,3.8268815813124535,5.133934936772307,6.592824844669764,4.5973640723265055,6.224467566170183,6.764117661504452,4.691043638958411
YNR047W,8.263453839623356,7.87403040818634,8.356742176688552,6.033633827752495,8.371237137073235,8.122460368123441,4.7429235920254165,6.189247452034812,8.741114698769023,5.821471293571973,6.465466398039883,7.793410206920169,5.5933017992845615,7.806453597293768,5.972198315047346,9.140373017592037,4.768772257414199,6.4908047627765715,6.9070997929221996,6.7002027370152195,7.917464809649258,6.5237433705700605,7.436308386914737,5.718343458145737,8.514087663925778,7.364810151311863,3.6721848806939743,5.545688860272633,6.002978050221764,7.5227975102339855,5.191036471830051,6.702358567753175,5.057729372958788,3.1064335273571366,3.987664996552075,6.635436616687668,4.7795558078803655,5.678006875775592,6.733852145874798,4.419106294138123
YOL016C,8.619784994904704,7.481327077095925,8.54323058679908,5.3751008017190856,8.670707862490527,8.129575337113973,3.926056439512415,6.046911716484411,8.35279216698951,5.764104768649852,6.123589796321723,7.627006849920943,5.2975682414378005,7.4621712383315035,5.731291266895394,8.43765653152386,4.836847597964176,6.074347008088767,6.455185309077422,6.550688195392481,8.0178676426256,6.186593717662554,6.661317710268757,6.381732421342405,8.328362812641943,6.8804711756058445,4.484658820775844,5.748105325357168,6.1214958808986655,7.6697239267213835,5.482913304750884,6.942367984228361,4.120798082262187,3.219863056104137,4.070393054044733,6.692542555379548,5.484444686066759,6.365390753351603,6.809934975616537,4.288391343436029
YOL045W,8.835971870199124,7.5605247118821834,8.446098478339742,5.532290821722313,8.941822358293066,8.215336161701586,3.78617364086658,6.187511594086588,8.446603430758621,5.676285631720206,6.468318086189068,7.719656820451201,5.3379580831045175,7.317819174669332,5.533239883657769,8.606670542506015,4.6814685993253216,5.9562815258287065,6.3910931531842605,6.660819191374206,7.943147371484157,6.375413053075065,6.5896158763670325,6.349370337872893,8.671192516890889,6.806445364688518,4.347818499600893,5.659179167879223,6.243626152924588,7.580848730901266,5.3644752577413035,6.966305746436117,3.901788732951763,3.264124551674483,4.339231099776237,6.5098139575681175,5.123969582566914,6.453978987397604,6.5750545787387615,3.652140187418951
YOL113W,8.45505904715065,7.580146809178144,8.612466458561077,5.468062599899306,8.733597627120071,8.19729825346064,3.8554101229150297,6.020800953080137,8.388962655373295,5.820852830482948,6.080479731334734,7.621764359727764,5.419099228579035,7.598116894368867,5.7013857800855465,8.419656303016279,4.628859711684168,6.084592616448116,6.518600758791138,6.434089419091968,8.000414137227143,6.191267924981254,6.623206059169389,6.416167731173607,8.418251381096432,6.773109947878562,4.579189622501328,5.7025634461783765,5.929380866570829,7.648530365761843,5.580817869754009,7.021521441729605,3.9250886890694123,3.7791318732118655,4.633320682554976,6.668140974527997,5.621533733100763,6.443496537578543,6.733683208293085,4.666080829480031
YOL128C,8.670096402596569,7.866330416262484,8.466012398644871,4.9478150803783425,8.869517833238886,8.38989969716658,4.081488315400585,6.303095875110516,8.438478736475219,5.7059203173947175,6.252179654347946,7.644547742014074,5.491022745324429,7.254696716673923,5.37551545595182,8.78358722315869,4.642517456879482,5.889633174662615,6.463794321084457,6.626229696567173,8.13326246518525,6.760883216573213,6.325310243592884,6.346026450910788,8.402231234522375,6.565451934004472,4.641628669461533,5.627782444976231,6.226307174184946,7.569621824174937,4.889439444134727,6.872590235748267,3.976054626725349,3.6195182399032895,4.435040458443759,7.134425943101393,5.403842723704232,6.405408341477817,6.417233387735263,5.083686389058808
YOR061W,8.406880310156343,7.531317813971603,8.3675974133495,5.705503794572136,8.805376321668696,7.994009224520665,4.5845798885420495,6.074722977572776,8.416693575533955,5.632391893431207,6.245715242811997,7.4827243882977825,5.520430429437202,7.761019470103723,6.1175664853445175,8.64242350920675,3.5059767390860457,6.2703199195070525,6.8537184686047015,6.530273478803169,7.791255494793176,6.347832579393812,7.045342215242468,6.491238070604244,8.586215951009676,7.144203399718956,4.097865170573795,5.641266802443098,6.053562726322506,7.652339997279606,5.414138399283936,6.659650401135025,5.104233448891528,3.694034863195773,4.211921984377134,7.027331136255247,4.618078224795384,5.976983769164282,6.679110199565039,4.767476593198663
YOR231W,8.21280989353086,7.561508387887683,8.255581332702564,5.45039053281333,8.533017383777793,7.746974577881784,4.084116502566012,5.101742280555065,8.63938027140702,6.2918424121310625,6.379300996637991,7.580762102280282,5.890646649120389,7.88075686782318,5.3102239569572385,7.229989384196245,4.624691568929547,6.488740137620742,5.979843280142197,6.653381359421756,8.244511140699313,5.424851117344482,6.963264065688963,7.348534623064253,8.118901553831613,7.217681000455787,4.390458645590522,6.390436343901192,6.570564769723481,8.78172655775451,5.52893709077031,6.98015457109045,4.577624078801046,4.384680401887636,3.7736795928168703,6.710354896380338,5.027993147922883,6.306787530058651,7.30873909219618,4.957188905203486
YOR233W,8.504627022291764,7.754660118696419,8.655809722225317,5.153362227654443,9.005883546659774,7.998025820717203,3.5921958809437684,5.996369378539315,8.09876857045575,5.970429936554918,6.311258613818388,7.695643135321419,5.441204933788421,7.431552434971062,5.234291958960408,7.776619476098741,4.514648016175372,5.835742500676391,5.820231067614894,6.5548440454494425,8.294372473016388,6.609135155750628,6.7514267742319545,6.707630880832442,8.330425573656663,6.859179774974158,4.271620671636903,5.7474540983866165,6.539684431365093,8.018364887172966,4.62114498556398,6.893574077220492,4.278644560292694,4.290076829871468,4.494203453776868,7.007148718970808,5.567640859605615,6.275385319526688,6.599842931762858,4.014960677565623
YOR267C,8.599301068846835,7.8100627577960084,8.216966923230036,5.704687103353683,8.434343881131984,7.7528659763282315,4.448730073449548,5.8366150371731145,8.421482171033041,5.713054297515058,6.342416619075753,7.754996388884197,5.707053721900943,7.848717686888043,6.463092683753668,8.671851921102487,4.245106834617944,6.5560671594025886,6.772441014182864,6.620004618999097,8.120682047542518,6.353188888159425,7.14507665919958,6.167285678025972,8.130018300855442,7.0299479454610285,4.589010184599855,5.913937583618691,5.999792697447858,7.3185482036643865,5.718327279020113,6.883047992141512,4.857373503651775,3.4507899744012662,4.152761323479728,6.745316872823959,5.132420275246139,6.048022439050901,7.081741448898987,4.176183799052351
YOR351C,9.369309555600418,8.204298350893138,8.301298414007874,5.153020765081335,9.55384744527303,8.045316377985067,4.720175237464357,6.860067264781991,8.27052481397812,5.294345712276631,6.279777515877128,8.377991697241036,5.893363643714678,6.368640811703543,5.2814488237415365,8.953568875612621,5.523648951742174,5.7486616799814705,6.4367732802664515,6.611959078761813,7.8178191328850355,6.949457013896697,6.559962407759602,6.824010567627949,8.83590220357785,6.2774387043695095,4.191541206218236,5.83341167550098,6.114722737291938,6.987114244141816,5.732907943784275,7.254564621956444,4.47215275695549,3.1356224685022607,3.910468224141321,7.357377282698255,6.088196053779693,6.818379764893657,6.207967508735227,5.0709665334317355
YPL026C,8.620710562530864,7.50798013537569,8.726459764895164,5.3670696620220335,8.869899998184664,8.316636621622619,3.9462445646551214,6.187382880228733,8.461886575345934,5.8245205951561365,6.051006760903388,7.495108286384487,5.404535590027574,7.433122373365704,5.555085071140749,8.247681606313146,4.648236223849671,5.929070030115395,6.438364942108956,6.619695028515272,8.109063030987294,6.406452315447057,6.48074883961834,6.352490920615062,8.163208312024885,6.954909600543315,4.589837525553202,5.403897181337148,5.999848879370709,7.630769895578508,5.534650083619187,7.0197076129114695,3.986009887611796,3.4961195129860703,4.686970036272691,6.9068188471190215,5.88490147639895,6.551957650292692,6.746191939340157,4.625822309187416
YPL042C,8.415544139478074,7.7928630470525775,8.650546786208372,5.429036299842516,8.531740913570374,8.266521162292477,3.259496704003076,6.026716979115617,8.388559898984564,5.708374490882133,6.1127095335846535,7.607959719330442,5.441642218500012,7.847534805371791,6.131537924647146,8.396805695235829,4.388561748231743,6.084504376136223,6.515901381966628,6.719155078361322,7.898064822971682,5.5289994494041705,7.189425062492411,6.723742995408281,8.318671392988644,7.410014703902452,4.680207710048927,6.037600315673148,6.2081304781503786,7.76519206843289,5.701100198992901,6.8821329674451714,4.833873703777823,3.802776788362528,2.9177410965065453,7.107446513804923,4.930412603406724,6.073051309509071,6.6002129050702685,4.727511055456927
YPL140C,8.166914616702945,7.938105928630367,8.71032977168489,5.668799640706197,8.642395665303207,8.11906401049663,3.99107186342372,6.0744046666204765,8.435099770512265,5.862025462699134,6.2859757773790434,7.743342357739638,5.668397752672044,7.647161954287856,5.858182910094267,8.46435726578296,4.3934833111887235,6.236017339716018,6.4680882101858925,6.541478781978794,8.007428044357287,6.119523431261762,7.1396991298559245,6.32303033658077,8.304636467453598,6.930593177809223,4.208500080821402,5.583357440525222,6.1290836173736425,7.909724500729861,5.031374760381915,6.5025004157225785,4.808843532823318,3.8279497998616336,4.44928280541622,6.8394889259218274,5.2840374865365565,6.196553717615062,6.7768079547182,4.6780235821268645
YPL141C,7.7061561366768965,8.227607394932205,8.651793796523046,5.5742904141728475,8.694923130982197,8.145119986645751,3.985608658051583,6.035255587963282,8.45524158629003,5.923357950383883,6.425147439116262,7.661321203504291,5.618142179063024,7.670152157447026,5.725291995162058,8.79144437326249,3.4025640089901485,6.4947181449213645,6.599272575466765,6.797109754648742,8.083157903127777,6.6328709168562225,6.822200434657521,6.268823889932298,8.39120691387918,7.218378450504347,4.192714769112407,5.8547310482441794,5.916434837947329,8.005396036843523,4.623180189369938,6.7161067724962855,4.579681815787466,2.990075186030792,4.685922515160415,6.92237525288805,5.407165363749943,6.13859179761255,6.949484607786257,4.584514405831997
YPL150W,7.934255901764621,8.222273614838674,8.290409840978013,5.337494684567415,8.717268972099179,8.300090371725206,4.021178296756373,6.2128416385149405,8.534568308272478,5.934497857118009,6.369957230272195,7.830932599196415,5.560095665352373,7.651461597987483,5.789192060446923,8.843239421724313,3.1213857451696825,6.315133553338139,6.657441176698357,6.670921321877617,8.018810632898315,6.623764602057997,7.159085693945937,6.291262298439308,7.713862525828223,6.8521543771954025,4.050317039502051,5.586538596885768,5.932168799601424,7.442452011377911,4.876217551606656,6.668972655988581,4.91694844933569,3.4960606842903688,4.507713444790354,6.726318609580168,5.169851479023934,6.081000896912695,6.997729649438711,4.741782934776304
YPL203W,8.637731301634473,7.574889171397794,8.794568300459929,5.435054275293993,8.440913861103411,8.110063975464312,4.149066503459238,5.9968982543018905,8.441956067442675,5.738587963808078,6.360869953052224,7.6619347684538175,6.3010701556623125,8.021709375190019,6.198514080768432,8.426579884872227,4.378592672641567,6.252617858275567,6.628497200774193,6.328981146402534,7.939281203504286,6.344641672484679,7.359315761305875,6.485422754330268,8.322897275445884,6.9897179775107245,4.091077428377386,5.633862051757972,6.133064387434683,7.736001598237692,5.886066294302077,6.858788928210715,5.114358581829025,3.6539520236703096,4.321140880134673,6.494391645991148,4.887315994299203,5.888118538955202,7.2420743234223846,4.590796347195455
YPL236C,8.528569820125735,7.502581956626928,8.816482426698787,5.273778655257496,8.56561625699252,8.286653779652292,3.457792449537364,5.864853242318548,8.647771987382624,5.66192269520775,6.286915793653178,7.596034583064897,5.457190701178791,7.712487562645391,5.692271039199111,8.463785109187496,4.349234450445447,6.187537507712131,6.606691939353789,6.52811846217726,7.910248315163949,6.213246285397003,6.75647175012694,6.1489490892447325,8.412870765350355,7.185139693697156,4.313113557230516,5.910210816158262,6.101224940074108,8.090435201905423,4.627114287121771,7.011865894634135,3.8117790847322985,2.816600770991773,3.8308259864756167,6.655050259293923,5.141293805955861,6.306927057785116,6.957210814791534,3.5947563603232453
YPR106W,8.316291766451302,7.631114393680044,8.592795203561879,4.959022669525403,8.778985210759656,8.211605345833958,3.698917491740223,5.862540877067929,8.278803085927512,5.9570242005486795,6.283792944581933,7.6666715187806895,5.4764920029862685,7.504837199682949,5.209318823025084,7.588981050481879,4.3602457361185625,6.092827653381107,5.607269354278734,6.044670835143495,8.178633254417539,6.393136655604103,6.880691362617448,7.27011529628693,8.328646926581861,6.563967030461385,4.639775137522168,5.960089476920358,6.502290000437885,8.028136936783413,4.831687184325504,6.898844357042898,4.332278469461575,4.3688426608237165,4.182085907940864,6.2754552430654265,5.43886735812909,6.380419587675718,6.909636008103366,4.39149097166283
YPR111W,8.658519856066945,7.392982069452298,8.354691353436351,5.260867460628243,8.727275158790507,8.112570251322188,3.7682273317843396,6.081684516280874,8.54660786151251,5.437920400895044,6.386601984512684,7.546337131616491,5.434232061357862,7.257149565239308,5.4418426086791465,8.410328466134851,4.816760944984789,5.9954516655560655,6.2689124284473206,6.440027672232182,7.949915583049758,6.343161913223143,6.7934049966687535,6.272178126259638,8.633648829549417,6.724636102484236,4.52667298054142,5.5373959808870925,6.302003644435805,7.908582640633836,5.866293499981966,6.906134946579192,3.91329694614788,3.0783039834190413,3.8246844631843233,6.195438127540202,5.2699300100563065,6.3852365527312775,6.685950254130146,3.700408737235916
