,YBR126C,YCR005C,YDL055C,YDR002W,YDR304C,YDR382W,YDR427W,YDR533C,YEL071W,YFR010W,YGL255W,YGR175C,YGR205W,YHR174W,YIL133C,YJL012C,YKL013C,YKL145W,YKL181W,YLR133W,YLR216C,YLR292C,YLR351C,YML085C,YML092C,YMR031C,YMR131C,YMR215W,YMR307W,YNL209W,YNL216W,YNL255C,YNL312W,YOR204W,YOR259C,YOR362C,YPL262W,YPR024W,YPR036W,YPR069C
YHR135C,7.12520863584579,4.565005112537162,8.548211432257197,6.209833277950982,5.933463259087994,8.85444794101711,4.825136257085312,6.1773694611459735,8.630794982431409,3.7503416456775187,5.025032367817068,5.7828222045843924,5.182864734348263,10.086812102009604,7.477218083631786,5.211750766577574,4.850743249468146,6.184526394743247,3.706121879887103,5.069446762862486,4.869656761521816,4.628646028432964,5.98465471787522,6.844438300895938,5.7419107248042165,4.898305824236411,4.399214381688424,4.653543618382088,7.000944966269499,8.629860392005119,4.350886919990823,3.697879795584152,4.398513462300794,6.664515619690494,5.0459878626911525,5.925452500124033,6.9182666923660765,4.636156604770657,6.3388598567094725,7.410594794251332
YIL035C,6.736585822871952,3.946599668564682,8.713356377324526,6.788680666252785,6.033730973416254,8.34586416143439,4.283662532185279,6.136184026968834,8.088103393361548,4.1113155548410685,4.9187326602991766,5.645779346361644,4.5390557919216175,10.356940859931832,6.9085570875602125,5.1856488806420185,5.027594170472722,6.127232442797849,4.093310314986631,4.0516153016025935,4.688663448778371,4.729113085890159,6.226662016158155,6.828512877196852,5.316378344379383,5.300375124589499,4.530652679350155,3.4944217137818856,7.126121918700429,8.480799743791277,4.540648694415485,3.963194348274585,5.231037197143218,6.561215618219987,4.915405971547154,5.333579555608655,7.115404979880103,4.470369638998561,6.379736244040871,7.38857725739904
YIL042C,6.051749057531732,3.8791835553479665,8.745952982924415,6.552035854808947,5.9958345665569945,8.647673369786116,4.822354650653303,6.386864828605139,8.469689516224545,3.886795308214048,5.557347688468809,4.653933174900581,4.595367458907954,10.236413872686065,6.795455487628808,3.8097151161590936,5.053114343494308,5.991956364597378,3.9221365501634327,4.291744620866703,4.692355871478454,3.7635288424152185,5.905378948470575,6.744870103357017,5.5419563690718245,5.106593940458271,4.304264088673701,3.930647790449531,6.7792944891054026,8.520230531276333,4.003579319173096,3.955653886014015,4.966599830209806,6.484396398846487,5.116928249272251,5.044321310033141,6.916467329963032,4.323506563932764,6.292143060684066,7.336347471138297
YIL095W,6.628748321091447,4.733137821082608,8.27998881769394,6.642446460323968,6.367909903179362,8.085938139988063,4.602037221349691,6.223012426725641,8.289631142868473,4.33564782657937,5.386209877366045,5.696011667975202,4.284652019156893,10.791741815308598,7.289679956035035,5.4718466483801445,5.407147338888697,6.304314407640892,4.175402608531947,3.935997558054849,4.9306784243525925,4.901650999473251,6.235985760094173,6.964960221414643,5.552736052102162,4.547588603542642,4.6387289429979015,3.9556519026303913,6.59497465136122,8.492577033270022,4.242758330000809,3.9782029672309753,5.057447093444432,6.553238438514548,5.215996849828875,5.7490178334010436,6.879852563286483,4.344390806618117,6.5346773636429765,7.807726598805884
YJL057C,6.869972141569983,3.5510030554038083,8.63373519315765,6.553924236496957,4.418399954921699,8.140153663069626,3.1477287628154333,6.2603676779820185,7.9763672312348195,4.3365446103689855,4.525575834590795,5.725110513443199,4.655166091645982,10.55972316050857,7.97558961261428,4.9524586590646775,4.759525401577767,5.925797491642571,3.3292009322234732,4.044857024665866,4.936626049319866,5.262838375915376,6.082840019107777,6.339291658088407,5.225202247443704,5.3968012117755855,4.177493692271672,4.000092951140834,7.200138408591963,8.626418154745918,4.493701013306173,3.91373634589966,5.4314994621844415,6.833491001803341,4.635732999608631,4.984595947158017,6.929601222449204,4.593582010858067,6.379889289368408,7.123020325034148
YJL095W,7.414545135715658,4.716807882203484,8.547196405756576,5.990929941980776,5.700025878848027,8.606883068634259,4.473211784427457,6.0698777556131125,7.981838275658574,3.4850246621261083,5.009807067766223,5.461060713288691,4.738558170008597,10.284948083813996,7.7974753695639825,4.937230740776465,4.228057740866147,6.157647963944421,3.820037873469296,5.1563649792682025,4.685796524723727,4.587062689482593,5.789543366558855,6.5921896970302925,5.375875443329586,5.4450947079145005,4.120084071764508,4.74113055816755,7.249825549465977,8.433548359966528,4.532922999537305,3.7970871383618467,5.1414414884757536,6.562852634524796,4.861309569048448,5.890128202207241,6.95360547880741,4.675988935265693,6.581795185814794,7.526559378004197
YJL106W,6.358460512709699,3.921744276251467,8.526795026688704,6.379973267493099,6.658287458677461,8.554210401104857,4.8646660910173605,5.778569762997376,8.148264542853381,4.0311166614764105,5.306288442562176,5.3510670330204135,4.417641990308368,10.936948398943544,7.267785590836204,5.401973867382607,5.057938122099925,6.274948219180577,3.9796315482480535,4.238785022695452,4.6270328068705044,5.029106878141079,6.132431943887367,6.979569116703561,5.448966418997083,4.846473469980778,4.491300557479233,4.403126289565879,7.037876968805647,8.504202510141699,4.442350265939166,3.636859530512041,5.220933495387476,6.47315925728601,5.087046088379134,5.028631686985926,7.073661955046513,4.565708405739055,6.393175876411037,7.833418401340214
YJL128C,6.892018814990353,4.0742886022672735,8.284576565089132,6.420676176754848,5.979946917962628,8.52700459305651,4.8999724227518735,6.340187772876719,8.240381345915432,4.405144024525887,5.5869490544249105,5.503078107857656,4.722116735575963,10.342746254070665,7.6590843594408025,5.175000597051348,5.116187485459653,6.207257693794028,3.6618337925704014,4.782369299246662,5.000534847578112,4.817297260995682,6.057423261663803,6.855602016189798,5.382010693730916,5.333058047756866,4.315793547900057,4.2564803735461965,6.795467908615462,8.215638565744914,4.4349389027309005,3.5664384156007225,5.134187384185989,6.474399439651008,5.0687097799935525,5.769819034862782,6.982565251134006,4.787939453540397,6.604396588151554,7.616973083879957
YJL141C,7.363280305612112,3.3637548097782566,8.416842917491248,6.293884941580987,6.367082434003142,8.564227727792273,4.8035867378025685,5.831132459546293,7.610924546593251,3.6765534615711677,6.400986575423633,5.637772474472245,4.96565204564086,10.307643550215467,7.454461211181212,5.185983351084804,5.276172654526746,5.875933132123202,2.9076879735072945,4.2924276830287615,4.720494024153133,4.826059881418293,5.986364410103427,6.848881850090133,5.354573824499408,5.269787813137309,4.296639521295428,4.553803326212138,7.167202996055218,8.306123017729726,4.586505468322616,3.304609068407947,5.075344907172059,6.417369185768258,5.155015504645153,5.419264787544939,6.90540556576896,4.877744084973124,6.5413870256344735,7.954107652953607
YJL164C,6.347341607328997,3.9647220079561363,8.416306518181454,6.553220933459612,6.2110852278298605,8.751976547811216,4.901033749209197,6.2794549708379765,8.30992436983457,3.558842351998726,4.657640407431434,5.295068590338955,4.5832624422748,10.456286404670836,6.989247608374357,3.734615051563417,5.2170209380350965,6.094751781271738,3.9860443697203314,4.210100116536257,4.769104548266255,4.283434982590128,5.740316585394098,6.659885370342406,5.551918992614977,5.172322724418222,4.417430944477081,4.075528416915522,6.823836694283732,8.4170663684227,4.006659653586579,4.047441413768775,4.771101365161584,6.417803828612291,5.1527145122706015,4.543698387035577,6.805882670922494,4.750848119329938,6.287323445959622,7.558842531955122
YJL165C,7.092685664080948,4.4327295939853455,8.149184137417365,6.5038838093696345,6.314490769966131,8.381569526877241,4.659470578118617,6.030486422950407,8.224033971901989,4.433591016912452,4.930451422816759,5.3504650187842415,4.343158134676706,10.740788175028053,7.6118033461715715,5.372567727804902,5.089559124494769,6.355490645238251,4.113603739236192,4.696891003301314,4.886641904974013,5.104907575780031,6.1864475046841525,6.9850783234719716,5.567082419495807,4.571819741523023,4.423998164287537,4.8441581340753235,7.28929278752685,8.102287393007561,4.657037496848012,3.264501626242855,5.1678689159396205,6.480112900426109,4.709906451481633,6.007277708984383,7.159165686249684,4.5214032191487465,6.457868936898406,7.572688731444725
YJL187C,7.44960262609856,3.9429960915035647,8.457476623621536,6.480355916929178,6.569094373929732,8.516939477961396,4.777726453309959,6.038153631150628,7.8586205754313125,3.015469269354635,4.6583659760165,5.469413857201637,4.382123190930714,10.537626880385599,7.561660160043973,5.24779233514159,5.246995466439248,6.268508676315436,4.241815371880032,5.179720037484817,5.155870136439093,4.5778421226031725,6.195956903569343,7.21653325691979,5.514076963177182,5.00320043765766,4.015108152569441,4.393506821603234,7.193210525056753,8.164216190535805,3.8472657777818866,2.425932004043156,5.241758610361795,6.04548346320946,4.707232176964117,6.281877403611237,6.995125338458598,4.070023378020614,6.457386726434317,7.84911810916224
YJR059W,6.942827666647718,4.4805560593681255,8.30211736931502,6.3607895476476175,6.266414808858267,8.772602923486478,4.69969997693376,6.425101415641633,8.033298335290812,3.181863823816368,5.019958926283604,5.145346162177117,4.395278668355031,10.7277855193706,7.4946785365627075,5.277075982466691,5.0194817731525205,6.423954094007511,3.9352737346795883,5.223637067095046,5.065386328501322,4.961896769520756,6.156939194499282,7.2429365411718045,5.673074256927477,5.069549360793096,3.96025406579056,4.9958371183874215,7.23132539761488,8.323439665834384,4.637294417008049,3.3405395073713104,5.225071135884825,6.471648084009018,5.037316445510532,5.934088660004276,7.2072291644054225,4.4146713882028426,6.279287621046993,7.683715531633777
YJR066W,6.9022820583832525,4.292851656643931,8.015681051209757,6.668614600193392,6.449615530810419,8.657095847657306,5.065132833259825,5.922307178793187,8.210562329566164,4.246031146277423,5.351603706406322,5.672550405200732,4.436332969881117,10.856455841140605,7.181780917501937,5.814123174582539,5.169916729806992,6.407104307965412,3.3232678888264355,4.875436954242768,4.883219091808176,5.231958117613742,6.146130794604495,7.022356443020701,5.493734123773971,4.8785358651634185,4.342264022173704,4.824339462885408,7.1107169971428394,7.984795843029321,4.572517893997283,3.3967745469508053,5.060127789471783,6.441100343309874,5.047205198140259,5.786315248929322,6.9707498159998815,4.4336086221702224,6.634494423596728,7.961195038211104
YKL025C,6.9280319482639765,3.44208756995592,8.605280878804232,6.497921060596818,5.384216933785505,8.937815756288732,5.200570592895123,6.203405734569403,8.246225219623987,3.311022630359864,4.941949993301481,5.166749602283676,4.355542072536026,10.217656521660484,7.388912610110133,3.5820509601299197,5.352274214733205,6.964211943707608,2.312717264494452,5.447052906965752,4.892999842237059,3.9866847505498657,5.903587969373912,6.722924957323168,5.488236261124016,5.174695633068604,3.795951760801476,4.341004349649373,6.938464947120752,8.59002286713823,3.06000954626362,3.7317008850533933,4.76145421873938,6.297514206992274,5.0072155184091685,6.004953736021775,6.802258892420447,4.351704698641513,6.603350553208054,7.456346930745816
YKL101W,7.432442599237951,4.4462790383505135,8.24104645323841,6.132142777053272,3.462178054094512,8.385108244298156,4.7486409806135566,5.8249420134501095,8.152789961226889,4.310102146887628,4.119860571870117,5.106357395174983,4.769742423367338,10.603374366915032,8.027577198200131,4.95322291654716,4.606302051419623,6.265038463936572,3.1251150555588736,4.517455624699156,4.912741482493791,5.050302783202,6.262422206457055,6.3309082776843795,5.056044334784317,5.51490774994274,4.055408370008927,4.692153824011359,7.287717536220888,8.560696865331147,4.638701830164238,3.5939577527886235,5.275651457940906,6.796520837275318,4.549772281080571,5.569138032235158,6.8425646873061465,4.646891503349247,6.65029966593756,6.8608170851691925
YKL116C,6.542804171783367,4.812010007751233,8.599938711646733,6.986491262867287,7.119576734765992,8.835471368571637,4.680688543915308,5.878750391386348,8.023884018214263,3.635712605802844,4.610216240361865,5.4957892553436745,4.518463252543606,10.73454158012852,7.190500178120901,4.911444484712182,5.5146022065090134,6.124972482775822,4.2347051229802135,4.479443582527128,4.817144278157351,5.200584789826773,6.3377065785045525,7.14031963468798,5.776572050366688,4.741329066433671,4.946713780023726,3.658475172739183,7.058543385571192,8.161958149360888,4.4901989104246525,4.141768922676001,5.361214269361041,5.703863854745434,5.217031725125938,5.275701209587695,6.9163884175708334,4.292897134720558,6.163073940142918,7.655303000800685
YKL126W,6.7233835698287425,4.992412690150505,8.746727351451634,6.980702118614483,6.848525503458222,8.619028685814904,4.354007172207973,5.8748741428943445,7.996334406543933,2.6411716308674302,5.006607236031616,5.866328105869992,4.774767130973944,10.920245656866024,6.545342432617376,4.723205097260929,5.6244457720199215,6.0797771001777825,4.421863709895155,3.9066910284131766,4.376805792094103,5.320829781583439,5.988804570355438,6.949919927411128,5.592760790658375,5.583214197699295,4.856270853937223,3.5719337339602624,6.92039262806421,8.680410109117709,4.515652370041102,4.284135254947389,5.367865348929199,5.397902770262876,5.273488684803287,5.414512806482635,6.833571423579956,4.441762323219268,6.429707369644783,7.623779588443682
YKL161C,5.983958887798884,5.1702070966492375,8.343574821331485,6.936291281664888,6.983952937379165,8.850643595597191,4.552926155517693,5.737535740365952,8.113271809294424,2.806257283457829,5.063175016796122,5.455742282511702,4.665124198129715,10.98014091594275,6.7825912915538575,5.412423741936254,5.377730097960382,6.219395428808224,4.3138790443970265,3.731892231071768,4.496501500551274,4.900770176081583,6.102528489010407,6.9080172739698575,5.694252891326598,4.649424229274921,4.7522104715702715,4.243049482804653,6.9506904279690485,8.517245483585226,4.388408796934576,4.304051071914997,4.7957857464026015,5.302221845475928,5.358797585392256,5.414172441256379,6.955193249749389,4.365793698069365,6.182806438069083,7.640007671747775
YKL166C,6.643052232654876,4.031856268880135,8.356205771941081,6.713960820028903,6.786322536463626,8.82510946184535,4.457801002846028,5.966622924127361,8.14084984310187,3.4920435835499437,5.011312127375363,5.546527939833499,3.8739611299301497,10.719162125093183,6.650384081637522,5.087782562391579,5.2208818792450105,5.851452611176418,4.243294505431214,4.672615031933868,3.9159155388772944,5.0215764306941395,6.1310423707170125,6.928713337520847,5.5677295427560525,4.85530429690833,4.29589991215021,3.390041904502853,6.932702074726162,8.337493055980529,4.2872513996783885,4.0628977978130045,5.11905675795861,5.675580531942232,5.116517057760055,5.623234443514448,7.014401749982103,3.8257603258033286,6.317601864700228,7.500728374577771
YKL168C,7.190387336767133,4.083859687320847,8.489992524763906,6.468724292429322,6.280410899663812,8.473913780152728,4.664658127264151,6.218223287267778,8.12903511571396,3.3833676746668218,5.4976524862269045,5.3204516049019865,5.117386194653677,10.55965040096255,7.666248822739017,4.9254718979915415,5.0545402813696665,6.162178323378588,4.056153135237095,5.10732925933545,5.339006360764987,4.7557236642598495,6.213408422693287,7.155064041359831,5.608437140943347,4.7534520866185,4.3146946688189045,4.381154899123529,7.097111343509443,8.217220623429794,4.180139137318747,2.4619539467736877,4.915827125557635,6.1651132046907104,4.645303214385042,6.400744581573262,6.6750028027409885,4.212922059866268,6.309045938473374,7.800383327569162
YKL171W,7.062559309216847,4.132536243113439,8.409605474231206,6.549137631665182,6.356657236653673,8.695205539837147,4.319690619224977,6.010051410249045,8.036799896371235,3.260901543411977,4.851701199884116,5.401107353098348,4.340622585833696,10.564873779315015,7.838729037374782,5.0331219051140215,5.095284672369045,6.245906643334372,4.160061944051405,4.889524784633139,5.171076956545003,4.935039645312045,6.06075688585581,7.091630599682982,5.608941911892325,4.762381622901686,4.195815545919976,4.666433972101676,7.222472187785661,8.218609460195646,4.213036136292786,3.448873809094807,4.88813290971579,6.0963858415410375,4.71852341242416,6.244794741923525,6.877654676645068,4.289514972381738,6.3845327390920925,7.879394103873434
YKL198C,6.944902463591343,4.129826095831272,8.546318812074022,6.610559906826332,6.461910384804478,8.432061931236234,4.501205618720455,5.9833033395366035,7.983422803203527,4.136971963762655,4.758542769552044,5.252280546726249,4.736440091157137,10.474032313028426,7.692685327466532,5.282721987779611,5.0440089403259005,6.1326469122899345,4.087031310484889,4.3133896420052125,4.609634006590161,4.740510318949654,6.085504466409265,7.146579528380617,5.4731672751369524,4.959694626868688,4.029470571871169,4.274137393697582,7.302245614867836,8.139715389000504,4.4823082181559535,3.616216553167512,5.0817099780363115,6.5273170962862626,4.897641020992127,5.484418825638441,7.112179815217075,4.464035279350788,6.4206727700088075,7.726351601067896
YLL019C,6.787902049814639,3.823454664612084,8.444840252650568,6.560790756010928,5.50655207480789,8.481831888259983,5.1798704762830665,6.103117460561393,7.884366726304981,4.057066273377582,5.253020130058665,5.3403012232171285,4.8440966771335825,10.872382093969195,7.4292072087693075,4.3575097452987785,4.986652528690091,7.0527679521779385,3.023401534493878,4.1237201827424075,4.52704496395398,4.845979638645081,6.1026728697980595,6.619656416640196,5.360873882818791,5.4231711302480585,4.1361924030670325,4.037189703672145,7.124488117291506,8.426147393832457,4.102343317627219,3.7345528713653713,4.901309713567285,6.509244410281906,4.728046535407526,4.913660643524042,6.6692735965606165,4.7787568315957065,6.596465520985259,7.544092187291459
YLR096W,6.7422230165611685,4.335425708568554,8.523580891178959,6.593553139384707,6.505583561886058,8.630659861335294,4.744684591375237,6.624989941049187,8.40725929229783,3.9238349621622737,4.77738138042193,6.268527472922258,4.838218385839671,10.50297364434333,7.161610420872407,4.971165382099327,5.225379903988352,6.0217222972870985,3.9841112612808054,4.1921811300947605,4.6635513607026065,4.860427222225843,6.167815297694948,6.735132050145838,5.435597528904121,5.23797633496074,4.199763964745232,4.238773967869856,6.929628118846095,8.316881350486886,4.459057273439745,4.063721856787713,5.064044201024707,6.574132854092243,5.353559727302604,5.225215320803885,6.908936514892536,4.590437213663646,6.186996065460683,7.423267516250577
YLR113W,6.694984772339756,4.4906814796929995,8.565600061594145,6.380856914046426,6.4494648046723455,8.64477056633805,4.595260765096347,6.599210409760199,8.25482369083797,5.826726769382839,5.110618930875189,6.091389404966764,4.7659928019303015,10.593958006642797,6.943574090557934,5.271755181340043,4.87603606431637,6.239808114059873,3.7093161144521587,3.837117482086491,4.626272590540832,4.6496936436873435,6.0880457110184825,7.269466540284418,5.6041027410143744,5.514834616184351,4.56881340787492,4.050119989344792,6.920846604525233,8.401652237781969,4.517486700694802,4.065629333758897,4.9776340291190895,6.648512784496718,5.48863235989054,5.727569409958208,7.127649006991616,4.776435351631947,6.355394750839128,7.7387068971087265
YLR248W,7.212640713736542,4.853929016688549,8.41604787313334,6.557366249734744,6.525521194697605,8.67997719137807,4.732019652095024,6.069899080023317,8.029389886440036,3.7105823099399737,4.848230310544989,5.381648492553348,4.107675443270618,10.69497635657588,7.4964329157631076,4.915327202989946,5.2472023455525365,6.385434653774798,4.237813302013297,5.0415566711492685,5.16163869642096,4.435874737001175,6.129821012665065,7.110298222442758,5.568597636091766,4.889551356689416,4.329292683275821,4.245118586956263,7.069029006515727,8.083951042991076,4.042700276328594,2.9164199555507277,4.982402030510653,6.134041843997068,4.624514067846481,6.272495310799119,6.9848043793045225,4.477744778374129,6.433817037894462,7.912598962422218
YLR362W,7.302560035367527,4.325179277776705,8.321109027935611,6.54861297209949,6.324507315715275,8.478194244515278,4.84713912803008,6.11385687305025,8.063593212385074,3.494671195604366,5.118313977096872,5.543061969993851,4.243242205922494,10.675818936662784,7.625715295463978,5.1895170638498485,5.2436161390902685,6.282846775578535,3.973249840083012,5.075770738299712,5.1760159531245495,4.761679155583709,6.006623569615995,7.008744850317656,5.5971772551181305,5.007307753175897,4.262405685006256,4.6755087945041085,7.233838991970101,8.12153120015784,4.250189125987581,3.360154019227421,5.050062483810514,6.059164204143182,4.46666093497494,6.224611674152611,6.970975666132038,4.478495270607908,6.5040299751414645,7.792904286285462
YMR104C,6.644841282381999,3.441079417171944,8.344207329973438,6.404487155124657,6.2062745014702605,8.719589631526826,4.663816360683428,6.048301087985983,8.296698695457621,3.8969791270570284,5.294527420926858,5.4158519057894585,5.098182067813705,10.543855901845804,7.59355807276004,5.651900013255322,5.0374071636842634,6.287137128599486,3.6107426530678666,4.967049349500654,5.026139650848228,3.8228565650385895,5.9136686296813,6.882463569816072,5.4405522119950795,4.694674514267739,4.490805729932738,4.674628102948214,7.063707218542638,8.191832512139975,4.460658848636466,3.659910809837084,4.1607088526810525,6.573566576857313,4.705070359237339,5.978749857526003,7.038501625407992,4.4735672147350005,6.228419617999631,7.684109801647144
YMR139W,7.034471837943872,3.952991537531033,8.393387441326913,6.095986422363932,4.7212976690173845,8.467032146502966,4.517510888913291,6.0734885199968645,7.967399611069037,3.046715108119706,6.288886119208818,4.916366547844351,4.7254295971644495,10.66277438525848,7.817771983136329,5.3146892965004815,4.616525889802687,6.479837721674997,3.3571359972379664,4.370160987251761,4.693565912366107,5.029794825343297,6.123974390900477,6.218427442898122,5.1424454084627955,5.348712869538566,4.124227388558835,4.395781623051507,7.3256581164041625,8.581855222057175,4.476566857268328,3.7414489241822912,5.248212026942088,6.709699646094701,4.060335024413432,5.079331234899093,6.713720812270927,4.716773689011699,6.409667448407595,7.226884260965419
YMR216C,6.345335135970969,4.324210660809247,8.607449166306537,6.645871083666295,6.547836174618263,8.725468551787591,4.718320102009181,6.259667830318843,8.664438126792069,3.586330820447661,4.9894875411994,4.5232172810709335,4.464522858772599,10.577400289563695,6.728790559912796,4.411037342596822,5.387127936766233,5.8814563510938696,4.043451095509998,4.574017426830316,4.684865359547085,4.023569246921655,6.188869475876527,7.129416038314289,5.620948895687258,5.035354232084074,4.663145052498058,4.410179238238784,7.02326830177951,8.313100910040879,3.215731667782594,4.146816336033963,5.036892016087531,6.342644341172451,5.38742866813304,5.540919415889672,6.992737364509032,4.746728584555592,6.458072973946942,7.600679723905905
YMR291W,6.645904496912602,4.275956827011028,8.584073706996207,6.558005580200026,6.548511952100758,8.791001087437321,4.692841528825352,6.302674313887135,8.30247549277822,3.8801200594331737,5.4513129546097865,5.940221929893968,4.600749315351545,10.421640904229411,6.999618753585465,4.591341332993856,5.186503294823497,5.941852329728931,4.1167765813401065,3.8741081810575904,4.514176911177163,4.673312643928202,6.110113002926003,6.989913341874744,5.479611891146276,5.21873792337056,4.189501661178944,4.147599427114515,7.117930424330673,8.283724123674155,4.192717631559893,4.142963936036992,4.627451037972143,6.444965488397819,5.183510745555052,5.016954465702479,6.9619961575085565,4.578382938784761,6.104484028590965,7.604784941159745
YNL020C,6.498297798507362,3.899520053271004,8.67443030670999,6.6163643591655985,6.675204735432639,8.766257532272084,4.5614703333726885,6.291638663772246,8.138813408754652,3.9805728068848256,5.0583331915071215,5.1137194922362985,4.717156552200149,10.429088754227225,7.350782413681594,5.032838160511144,5.280867288723753,6.005212921157466,4.1642346323441055,4.271031204408346,4.733501478538393,4.0320073420689715,6.0316514187799575,7.080371594534428,5.49959943640116,5.348287713516769,4.424325780178132,3.7676640224463767,7.150672812025246,8.38905642109754,4.496677384744178,4.216076550192545,4.813838030987187,6.711950825476046,4.998653024405689,4.974189276669413,6.788561456185423,4.445191459038834,6.263436679227643,7.742352407611902
YNL154C,6.856765791547593,4.987407660260216,7.992154453186936,6.8963084212860535,6.848794286660242,8.573909042815218,4.903789546042637,6.243518645949793,7.960903991087528,4.316487364582244,4.854930590093292,5.338744828920603,5.236155740280358,11.04146031811274,7.213088881619867,4.895285830521129,5.646291363021165,5.790158396504836,3.728138111743687,4.860680684227165,5.185869476585612,5.292541687955578,6.485391962670929,7.0488786878966705,5.901129297919952,4.897021585647634,4.496949415703203,5.0622086196045,7.0205465900082125,8.007567281177153,4.658002679281493,3.282574390158256,5.250732243823871,6.369509471832662,4.974479366648717,6.074153986524929,7.3920527864005985,4.187314532232899,6.47765109949245,7.8753499943228045
YNL183C,6.638122904386092,4.265014461058136,8.558965093332704,6.578549794841335,6.461884279987059,8.050593762819123,4.645387946609065,5.691426557344585,7.609566398248637,4.427360091016318,5.812207028222033,5.23634359161411,4.700101511263892,10.63016410275781,6.965253853089592,5.7436304165129854,5.391472258939484,6.14696617645121,3.7681915538392063,4.457554944350534,4.484675922998205,4.298567424931916,6.719958540903575,7.082841057282901,5.509030046075631,5.332450533933296,4.2998641632794365,4.522758339739832,7.1264179846381035,8.344961963896338,4.7096972916042565,3.69296733420834,5.155625279906497,6.27738800229318,5.191112951300488,5.303172955671326,7.044237556213501,4.7486353814372775,6.667877194895666,7.891089462632727
YNL298W,6.551837594392188,3.4296217427613427,8.666100591627153,6.6582143148573225,6.0268110793921865,8.927015127656917,5.139778022477278,6.396621177352452,8.078825217681981,2.7793170440137205,4.214365758003773,4.418554316254098,4.630723561375795,10.518977127983062,6.792108483492124,3.8002001534787873,5.4491492009749125,5.840934382749121,3.098027373862465,4.625783086274882,4.730582297063986,2.856794924137237,6.023113328793696,6.887188037281015,5.694403685279172,5.486008439199369,3.9498680813941283,3.6723766783240186,7.104406198211174,8.458151388622023,2.9345200671023846,3.715241175671829,4.604171565971007,6.241711622572409,5.125068531408185,5.3839057892054445,6.840621783593862,3.9157215494760953,6.524169911272643,7.737917626883154
YNL307C,6.651238736475768,4.118351834903902,8.292947358831894,6.653893815715997,5.8154978561864485,8.256024076003039,5.114232203255849,5.94141032882899,8.080039228303274,4.286045625962785,5.787435195635275,5.345787517446533,4.504057447395167,11.085022956497363,7.840120629495965,4.998642902589025,5.191175948371651,5.943781366256948,2.5015476028195143,4.689679449261416,4.875641170941019,5.036487284719957,6.111445130448607,6.488070554260746,5.499792592535616,5.116478898766442,4.013533595384212,4.512162833495976,7.01164481966138,8.367347117998762,4.378765279159149,3.4072378430078083,5.070927327418349,6.554834056535636,5.147929054122713,6.0126933501730075,6.768014663957423,4.958130027513351,6.853984311252719,7.560711615498272
YNR031C,7.015370677178893,3.7909624230246615,8.344981934776778,5.982298950014626,4.4845000165360265,8.502414176783407,4.7089942118597765,6.323618713572314,8.127565603558747,4.610674794518497,5.555998498793668,5.58727968425109,4.734441182846372,10.264213286439496,8.187097162941411,5.182386994262325,4.535540882212964,6.094429948426652,1.5813603059530013,4.098209018736155,5.002744826412443,5.347278697904357,6.0897406723675624,6.184663417655528,4.8058139812900125,5.406648118839106,4.186989898191489,4.577078699901351,7.1108093331345055,8.737616678023407,4.597199853578282,3.8268815813124535,5.488930415161253,6.832992501925392,4.236239010640777,5.4418460630689385,6.9626513066472455,4.7815530005345925,6.579139695384913,7.227474422449296
YNR047W,7.245295475589002,3.555084918475873,8.589390811130986,6.2443115885594285,5.585045515067447,8.489996336680818,4.786947014590362,6.086032500056912,7.806327783525555,3.621662535642183,6.171984050100166,4.815794010731391,4.73752756488261,10.459009153296963,7.647275517806571,4.922276504562957,5.0627719490982255,6.612220271892798,3.4958945687194283,5.152707145632866,4.949975551887781,4.29164114197413,5.847683397293924,6.720815400916625,5.549278686700959,4.980363053143396,4.152471207090221,4.660670058150771,7.270563965543072,8.472484560915625,4.642152383285663,3.1064335273571366,5.1640131600428445,6.479445610489522,4.434750894284724,6.202637016961369,6.734314980792261,4.965196293940575,6.591947299067402,7.7004550650295425
YOL016C,7.260109492420412,4.1979264257826605,8.604310356251618,6.35876051200691,6.208925419308318,8.324944003708666,4.4176172963255045,6.050770555499607,8.231846947479298,3.967630164350254,5.217638338709604,5.394938921846008,4.407249716849887,10.203644220505184,7.727891585420733,5.254693155052415,4.979624396567997,6.154365290540385,3.784404123667896,4.8010087123749665,4.537985579290086,4.671802368472905,6.135366555110324,6.978532394981886,5.526293488152295,4.869061178633313,4.345467210433757,4.6688239003190235,7.091670489363388,8.201139748773949,4.362950264830344,3.219863056104137,4.979269276927357,6.539078853271063,4.5635323037284765,6.0523475551268,7.0683108939584125,4.287483738068596,6.3734869104466,7.61849595264788
YOL045W,7.285838904292077,3.8147946901695966,8.38812203496874,6.292865520103186,6.2639244353609485,8.506846827188562,4.702544374717925,5.897341663673908,8.097151565686909,3.301737308465408,5.153003844287842,5.360379600702158,4.567024714437165,10.746226982745087,7.070810666752398,5.066771037300767,5.054008551679872,6.066861344545357,4.013432601691696,5.101729946028759,5.186925838049647,4.66723765626112,6.208293219803353,7.1066969282240215,5.596858899581886,4.883826097646191,4.342079260474272,4.820557351731256,7.30217305722981,8.182070619543673,3.821120141129122,3.264124551674483,5.115579328210376,6.384007687195138,4.289852306423198,6.320509043136999,7.049741267119023,4.4013636497269095,6.422381311638364,7.598839222311843
