,YAL012W,YBR011C,YBR084W,YBR111C,YBR154C,YCR002C,YDL182W,YDR064W,YDR533C,YER012W,YER052C,YER089C,YFL018C,YGL048C,YGL062W,YGL255W,YGR061C,YGR086C,YGR204W,YGR240C,YGR254W,YHR027C,YHR042W,YJL001W,YJL172W,YJL217W,YJR109C,YKL067W,YKL112W,YLR061W,YLR314C,YLR359W,YML008C,YMR099C,YMR186W,YNR016C,YOL151W,YOR007C,YOR259C,YPL262W
YHR135C,8.836210432453951,8.7208691992253,5.478730473857548,5.50758299628234,3.580057750781024,5.782823287918832,8.124486055671866,9.08822944563048,6.1773694611459735,6.092381016479429,6.953550522219388,5.975659685079362,6.1297343252062255,5.865037016401832,5.969992313214385,5.025032367817068,6.948738361767635,7.94561796452214,7.921338111013403,7.277955029200534,9.58562338295774,6.239759391968723,6.339675743081702,6.511142812521798,8.82794892193307,5.782085263995258,7.221605965781642,7.346463565907204,3.6244132791811685,6.672015935648124,6.1411543987318575,7.0347220085028175,7.074355577404147,5.714565143836747,7.271537858537911,6.912653354636973,5.637445892520303,6.293077627070714,5.0459878626911525,6.9182666923660765
YIL035C,8.624265600018752,8.619029854686667,5.219133189394287,5.308280137209658,3.9925699705827564,5.741558367074879,7.415924519697679,8.631701008130491,6.136184026968834,5.97492001348749,6.47599217171503,6.1468640124129115,6.9129797329703795,5.5274390032493015,5.607457494307648,4.9187326602991766,6.930198125592883,8.225668002985838,7.623709087085216,7.248599113972357,9.463364197272986,5.965710176138914,6.344335923704229,6.6021518664504875,8.868795749877679,6.385042685563117,6.89067095819582,7.367194272367277,3.7029836029211256,6.384892716646128,6.238461227115224,6.556625878200108,6.845375267962254,5.786619526995943,7.250513236122322,6.67655931021372,5.518361114871234,6.275958388031943,4.915405971547154,7.115404979880103
YIL042C,8.819217552218017,8.39913276671359,5.351623166137821,5.2414229802633026,3.2910383273757025,5.8947817978141615,7.9738857875653295,8.907278342936273,6.386864828605139,7.023890330229339,6.916180380316954,5.8008775079742945,6.423767657250161,5.766435454888775,5.778588274821165,5.557347688468809,6.849541349579867,7.769972549516038,7.6851838704255675,7.278327264978262,9.274548415654463,5.886774451766702,6.326718300514072,6.27668986111518,8.216492091516294,5.958178247491957,7.184082320871504,7.384830393006653,3.4070692200650843,6.721813083095074,6.144085695564259,7.084154181120298,6.878660132440892,5.6842192540709675,7.2583950265651715,6.789474416191712,5.877638935500768,6.149424225201356,5.116928249272251,6.916467329963032
YIL095W,8.993087893467491,8.56850330288064,5.370224843434304,5.354938065993402,4.616582080855191,5.848078534333769,7.764155762898327,8.81148778401938,6.223012426725641,6.081939470140762,6.8643747893014195,5.9340871117041445,6.504767583913232,5.7579724549655165,5.7288832884216605,5.386209877366045,7.324705178488733,7.803243527428154,8.021921742228313,7.21473244885998,9.50018031926751,5.855331506253807,6.280253098955687,6.506018832220996,8.790479298442607,5.9476710988351975,6.932041909587593,7.333379429874011,3.1682930327839465,6.6709596062019765,6.278108559740058,6.940486523663875,6.990291654763638,5.791488911912483,7.227242722709862,6.959838486500665,5.684505071441742,6.7447659104805675,5.215996849828875,6.879852563286483
YJL057C,8.703497130678372,8.611878283736898,5.1811303884320665,5.32400897793886,4.0787899801090814,5.924336063169469,7.9246408624106826,9.120335223979268,6.2603676779820185,5.609415783112082,6.702326595276839,5.95805720536856,6.8872663942567955,5.550583230176419,5.6483315878178395,4.525575834590795,6.812455945992798,7.9859315958470045,7.737875891742528,7.27793244927217,9.723665347535425,5.8632008429519775,6.020514761580486,6.123933110777513,9.021236640661867,5.532818588667902,6.633215690359626,7.159021242131562,3.662667591686744,6.425923537215753,6.347881434894264,6.578665832285264,6.406185912513938,5.470614862031192,7.35137763309384,6.560870466492674,5.756252472531455,5.7930775203668174,4.635732999608631,6.929601222449204
YJL095W,8.75992832783579,8.511610716960487,5.5574793200313035,5.0185115611296975,3.873368478917268,5.841252349964018,7.563602175464651,8.933789651214633,6.0698777556131125,5.83106200056585,6.765063125369921,5.747782908965478,6.681208421748741,5.47511184723773,5.8048104318087015,5.009807067766223,7.246315706288063,7.925263375042626,7.826107814276277,7.6891758347421435,9.6091632847563,6.2023442335425765,6.378958038404508,6.307573646063418,8.593892197819137,5.400977840936233,7.25392144147344,7.267749883422122,2.686010890761251,6.2014264327254605,6.102435181992048,6.830308931985487,6.759218374577315,5.803370209241928,7.260932233532933,7.3103818018971864,5.5247552362344985,6.0099044115069855,4.861309569048448,6.95360547880741
YJL106W,8.847129052370615,8.76370451703533,5.781337584495971,4.824460078213723,4.49350174601911,5.815565150610802,7.976071458715579,8.82717495611792,5.778569762997376,5.99523396933769,6.672005263335025,6.068034022607124,6.644091388338463,5.949987148569004,5.699623286118497,5.306288442562176,7.371183113273177,8.137721189763319,7.99755953896554,7.3725665377853655,9.413995569554915,6.036368645611224,6.424230074725503,6.348645508103273,9.01954411864434,5.631352771412183,7.2938346464092625,7.109598866982268,3.500360151695575,6.086164939436264,6.052859682002479,6.9213459114198175,6.760558352436342,5.6110477158600975,7.0828614603422775,7.024457325346563,5.713203656467912,6.742455545604093,5.087046088379134,7.073661955046513
YJL128C,8.611025131860632,8.701854290300853,5.619678272611027,5.424659940321248,4.47445277740497,5.8510218447371924,7.7537650704449135,8.807468953622326,6.340187772876719,6.1435321168414285,6.77311766695304,5.9566769734676575,6.585634431048768,5.76960624084584,6.127626930606858,5.5869490544249105,7.1760416131151565,7.845280003216353,7.966234423924233,7.4657557572674,9.5478336619718,5.99216200431519,6.289769516121383,6.306503348774134,9.094620200422305,5.982257190099657,7.32162054749738,7.480630209818406,3.4253179390935,6.105882165756826,6.103010012720635,6.913979929700713,6.851823402379378,5.8239391905544915,7.155402087399139,7.261082588277586,4.9186284535092435,6.442819353229365,5.0687097799935525,6.982565251134006
YJL141C,8.472997723776265,8.720639914090798,6.011062419872174,4.891572129298604,4.760831795043021,6.132666625635276,7.639536494654031,8.679202495492566,5.831132459546293,5.897491226215617,6.438170554839273,6.108245367007037,7.016458541312812,5.909976017049411,5.951439130792098,6.400986575423633,7.4710473683445775,8.019989748918196,8.078828521158519,7.668343702591704,9.737726116326268,6.104298956744309,6.49168060122209,6.287407586105887,8.498544900626483,5.636512587336234,7.265248021374777,7.72466528602172,3.5886654250905083,5.9269570277296255,6.077041879854697,6.801046410063836,6.666248903089635,5.9056790021817065,7.232124844679402,7.950295215801723,5.517508544194998,6.444410069534812,5.155015504645153,6.90540556576896
YJL164C,8.587560576794344,8.546373816234286,5.512042080413816,5.039055709281043,3.7116314746618846,5.864455569364004,7.968302316091509,8.806719853401678,6.2794549708379765,6.228028228445416,6.7451819155164685,5.936811962891826,6.3129526607729725,5.892216114832188,5.967493800182537,4.657640407431434,7.2087178036840145,7.88297722361286,7.838969734827843,7.429958772178677,9.526250868893742,5.95714538988567,6.304623287373918,6.363109722906178,8.358856133737488,5.836205209521504,7.328251246123707,7.52953496638524,3.6404063399526208,6.7730097790539885,6.126183335019888,7.0599113826312125,6.822127786198378,5.787345438681951,7.1379947370623285,7.044666972327043,5.946304686799109,6.268161109633242,5.1527145122706015,6.805882670922494
YJL165C,8.948454049393051,8.94867542286547,5.0647317096961135,5.085028669196463,3.897797839964413,5.543857735706411,7.93509204042248,8.753293847631232,6.030486422950407,6.07485580031845,6.484324034002519,6.151357026981184,6.3784913132085395,5.657482710808277,5.531686010087272,4.930451422816759,6.822241113364939,7.873316679338553,7.473124143378991,6.981645535690545,9.73215052999707,5.963013549159782,6.284943366994322,6.7485909565333,8.62456253516438,5.755162623495481,7.018251085752442,7.239743142847682,2.8820440124508284,6.528870019468679,6.06076191243889,6.805858982629256,6.706603004410392,5.4273592096499765,7.426310246376557,6.258228816931354,5.621451016348676,7.021664093982669,4.709906451481633,7.159165686249684
YJL187C,8.933370230497303,9.024349450450966,5.26533905802493,5.679091199578545,3.9587525753383934,5.770966915190308,7.682342141989746,9.075879488400817,6.038153631150628,6.009364946808289,6.359286873006033,6.128972053227898,6.415399535466437,5.5419360516813265,5.51597107881431,4.6583659760165,6.513236237431487,8.31622514316663,7.497987328092803,7.237995542133386,9.790420389547991,5.978409708785571,6.473178365557241,6.798044395662688,8.897914050405785,5.413622589382854,6.585044324765716,7.364792269540538,3.7266762980628334,6.377626626911766,6.271554745467124,6.7145206680188965,6.687231742688558,5.78133470451542,7.368851102453798,6.550790330131558,5.404034102638315,6.400421011993506,4.707232176964117,6.995125338458598
YJR059W,9.004568323660118,8.840215742445773,5.511763969572492,5.150850664562738,3.952092618275624,5.583919843891652,7.7848337402054515,8.893488301994081,6.425101415641633,6.043736553256031,6.56059542364828,5.959120417370335,6.3058167137804215,5.869198316385938,5.648457513863883,5.019958926283604,7.29735364263613,8.041064258778798,7.829316892353902,7.270492313646621,9.89114811892806,6.1350428553553975,6.542391627643025,6.5043545790116335,9.195625537370859,5.475715863112155,7.080396139617507,7.304915354081157,3.0753443192887002,6.356584272780997,5.955957580170499,6.744967735206619,6.794806603196419,5.565840409771432,7.301172627246796,6.705641153381166,5.7880411469210635,6.700721720582965,5.037316445510532,7.2072291644054225
YJR066W,9.017452205636923,8.92852065818186,5.59390759813109,5.049706214666418,4.139461773969246,5.7148912351985075,7.9844361514752125,9.093794315556632,5.922307178793187,5.954359524777481,6.632200314289032,6.155529173500415,6.2724770057528225,5.815105300248293,5.801085000537813,5.351603706406322,7.311474494110756,8.168253308961589,7.892455026073217,7.304402686228893,9.34530781518528,6.122577069933577,6.3876325729976235,6.3925157913446995,9.096363363357373,5.38587692874599,7.259705767893872,7.23256934867594,3.808688873109432,6.345451550732496,6.072186629140887,6.993675146568676,6.89590597044827,5.5744489422428645,7.082000978619607,6.957765241532552,5.40479687989006,7.1128125760061325,5.047205198140259,6.9707498159998815
YKL025C,8.809588636768147,8.626755401648023,5.892845331934439,5.0915760883215615,3.8011621031105824,6.153779108575419,7.705300536098343,8.5898259273929,6.203405734569403,6.830585052943463,6.980462384042772,5.808962090309776,5.990172727745269,6.0155182627733215,6.36381088745518,4.941949993301481,7.228416504626613,7.7091586760772515,8.230089579895147,7.673086385069003,9.627380737019472,6.222762536465496,6.4959062061162065,6.199296165919205,8.639214126977997,6.2879849332322895,6.922601751337093,7.491843214322473,2.8791962790412557,6.77715597735445,6.173274075091343,7.297545733681187,6.6782207378401575,5.615739917984945,7.119254038095736,7.281502154818088,5.868533077328376,6.1740574472487975,5.0072155184091685,6.802258892420447
YKL101W,8.974448312865551,8.914644373318572,4.827668090734092,5.464426443810818,3.380767814672165,5.9650320270053205,7.995467474182051,9.2267742574296,5.8249420134501095,5.64025164133681,6.678541426152897,5.893383078967991,6.646062042721822,5.583627465253342,5.3553203725351315,4.119860571870117,6.4595494254756725,7.980533610185827,7.5977170605581215,6.95071090093492,9.631345508882806,5.6693045105286135,5.983245987754806,6.187811909032215,8.965341286152102,5.165454841220331,6.59705760429778,7.49065556040025,3.665581110521379,6.6080698384389445,6.3873501853357135,6.872448030514443,6.393320034276156,5.016432020346122,7.249019553882315,6.2125637007343055,5.395189728419425,6.692935676905013,4.549772281080571,6.8425646873061465
YKL116C,8.892525023616258,8.772793147037174,4.8988050922179935,5.63781856967247,3.957319580934853,5.710509931074803,7.804493464633367,8.941326117529401,5.878750391386348,6.102024663694854,6.480678884421928,6.212407813665105,6.382569228305759,5.720373356632723,5.269906510759632,4.610216240361865,6.5145688760444225,8.340962949794406,7.394222429260436,7.0163416216526375,9.54280129207381,5.823208944675798,6.1589309677235855,6.997110754409432,9.006084041803456,5.810326782062807,6.81060859440632,7.406761467278727,3.9020406400443446,6.735614160633631,6.2872120586139095,6.804269820257366,6.670387344063043,5.8185805627194425,7.214469853283857,6.5241676198131895,5.2310467453146465,6.445468027393918,5.217031725125938,6.9163884175708334
YKL126W,8.810955573750773,8.63163127398158,4.993166931780356,5.791574592093017,4.474615132220434,5.349585229205423,7.783916894811145,9.080429894583759,5.8748741428943445,6.072875228635793,6.391921316899773,6.203045908876213,6.565396658663478,5.639216014452647,5.5269951979557455,5.006607236031616,7.122560834581383,8.477100946840775,7.914938560218091,7.304771481220996,9.510391632612286,5.657148548137356,6.392614280307195,7.055710083570848,8.623715857081441,5.890207375444579,6.738103217447634,7.488050725629432,4.070445087389606,6.521158920260409,6.545926948362912,7.036591574336432,6.924775013243465,6.156278954698725,7.1585821513758185,7.035034026383903,4.494921320134592,6.454006679523786,5.273488684803287,6.833571423579956
YKL161C,8.741018485214965,8.575644376968109,4.954453617496505,5.46846929784901,4.271715896960044,5.36443647173837,8.028303632893866,8.897806832605335,5.737535740365952,6.103328651841233,6.458933610844268,6.165756158206308,6.331430079477428,5.619074955775373,5.264991485722802,5.063175016796122,6.874000728238176,8.059214417625151,7.800870340795426,7.1703741398110745,9.307636278286436,5.576051150649589,6.275567516923754,7.052998529029575,8.990653984418211,5.895099788987004,6.761493177162371,7.013500727820728,3.9609831643267883,6.560051190443537,6.388848089682085,7.1093183366472665,6.641049680734708,5.747805208662381,7.1907887760772855,6.29592162373155,4.808680101714184,6.327393642108243,5.358797585392256,6.955193249749389
YKL166C,8.82841875721092,8.632028016364577,5.073693553115978,5.520356488941983,4.207737845406701,5.634284274818713,7.955298281238981,8.98011313198163,5.966622924127361,5.897136086575136,6.536465109821309,6.119563793334179,6.258758865508466,5.728193359101661,5.447055152091748,5.011312127375363,6.7699595907309975,8.228453650144203,7.798360105083468,7.059757119439256,9.568221820768713,5.742521267980724,6.3845280589708535,6.7326514489640905,9.151552276258306,5.480707250846523,7.006696822520473,7.275631664843563,3.5856893119878173,6.304582384980918,6.153693213803352,6.999761023711529,6.805035794157605,5.760299554727718,7.376567056867622,6.339403534529923,5.061963614272863,6.318643034548748,5.116517057760055,7.014401749982103
YKL168C,9.018189639092801,8.903933046102328,4.871886726890496,5.5642868333118685,3.894099328980297,5.811883432319317,7.737229515868847,8.838389250433783,6.218223287267778,5.817910662747995,6.630273728792116,6.065728896737945,6.551706655835831,5.5644278317301925,5.589868619916151,5.4976524862269045,6.68438851339292,7.922460854842379,7.624729972383442,7.228500142022432,9.60808655266265,5.873669246438007,6.281290836506374,6.662067832659696,8.878322679161013,5.7835400474602165,6.846676522968345,7.103862181124352,3.550612724497635,6.221654139998796,6.077480925936945,6.816056593381388,6.725246771016075,5.736126325231183,7.431136318659961,6.413144322155694,5.302359604802554,6.262772439887234,4.645303214385042,6.6750028027409885
YKL171W,8.987548248718047,8.886979553449285,5.121596723573754,5.559481707945409,3.352476176239525,5.608148928092806,7.719229796914218,8.944061840530734,6.010051410249045,5.867811838287162,6.563691914070677,5.927783482275939,6.332019996393241,5.582632577087878,5.478585393556795,4.851701199884116,6.499661237051267,8.026700848547401,7.473540641295682,7.196742830821253,9.685414197499538,5.8783748649533925,6.261489677525848,6.6303264709747065,9.00931193763621,5.531371079287497,6.622856437939206,7.283524783630015,3.640189912912045,6.364928235476418,6.201407345721233,6.806826888290777,6.701651156250358,5.637468396590017,7.438054224045367,6.350333550743804,5.43263172833182,6.4774769438826985,4.71852341242416,6.877654676645068
YKL198C,8.733392329463626,8.863670313695849,5.6568704157677505,5.236620590026839,4.049079680859327,5.707676735653932,7.543634608709414,8.618949037718702,5.9833033395366035,5.95611803731029,6.555382627501142,6.030109395689058,6.7273084023777106,5.874859472763107,5.60548128391868,4.758542769552044,6.748296488256197,8.232330369551207,7.609534039064988,7.0541978022883125,9.693013050210915,5.9939931967047695,6.289069407221452,6.59548773263913,8.909600497490837,5.635658891903082,7.074457116668143,7.319321601504985,3.639439951599562,6.4755220427592874,6.085656639001237,6.6275547132295305,6.700967986199482,5.663449696834973,7.363079809211221,6.545585350732583,5.527331668711397,6.557332905289696,4.897641020992127,7.112179815217075
YLL019C,8.639604881514536,8.807256254644445,5.37050081819366,5.111849099449504,2.53544932006083,5.825035739323168,7.9233877195892415,8.592225070100065,6.103117460561393,5.9237485484681605,6.548286246274523,5.827662370417952,6.799556893332987,5.52067172466743,5.836116448384876,5.253020130058665,6.967701202486575,8.234974539135019,7.952213914351606,7.448737548263449,9.461640309482284,5.7460784777277585,6.247272514556185,7.327374058390077,8.425325055753332,5.3183303614273205,7.0718063269907105,7.5007149224717855,3.4471505924286343,6.041617103680142,5.986099953637937,6.999380629832264,6.743722707638353,5.634686386539342,7.03502429900618,7.609240047746208,5.228914878366523,6.2635579775921775,4.728046535407526,6.6692735965606165
YLR096W,8.635626946780247,8.573909040137062,5.508400889247948,5.399235748247429,3.470991514669457,5.861072621659888,7.8882963160684945,8.742306613073406,6.624989941049187,6.16582804748866,6.7493386506703485,6.0258629399895085,6.405121709420729,5.830623107486369,5.781939227736436,4.77738138042193,6.922117537125831,8.109632452581481,7.869119062738752,7.227257060958222,9.711290027763782,5.988342614309727,6.474014819398928,6.447440804441812,8.99449952899766,5.8079153062931725,7.049063961622329,7.519411731170611,3.5358764480679223,6.590425509901322,6.171066028892095,6.9601179571723,6.9570755179163495,5.790412361120678,7.251164219895933,6.557418082897429,5.821010936409272,6.049822863886804,5.353559727302604,6.908936514892536
YLR113W,8.496137314863294,8.570454768958522,5.507033433459399,5.085821459079229,4.633918503085593,5.951255953133085,7.6790040039806975,8.757376542963323,6.599210409760199,6.070346090860856,6.762424505780232,6.012692930897558,6.861156674359855,6.053704061753683,5.573105051253334,5.110618930875189,7.096344944844053,7.965938162730732,7.769637958378023,7.21733523953797,9.29166587276272,5.952986454382953,6.43231293790422,6.642870379428673,9.051673796075807,5.8448385659629825,7.331484643778649,7.405824023103684,2.542309244849486,6.27128210075028,6.019831727963015,6.736519989311581,6.940933050445558,5.85660675487136,7.3621565262251485,6.587621382329331,5.165824922722572,6.1648799982916245,5.48863235989054,7.127649006991616
YLR248W,8.997863461788391,8.958528525229651,5.267123289367778,5.746008350363118,4.152780895163925,5.7248848867315605,7.737339688685428,9.058307827183304,6.069899080023317,6.045467107501942,6.483638103443706,5.946672070691223,6.379943229825092,5.613373770739694,5.5083793674548165,4.848230310544989,6.683404474134918,8.155518372072974,7.541363359859178,7.159031977808157,9.564759607197184,5.8579811401801765,6.365653676975782,6.776736034585283,8.865716647804899,5.537601943553402,6.7319042100420114,7.2757731950467015,3.363788284335988,6.299522764579502,6.184632487142276,6.7129106432681835,6.722935945913807,5.673878649862398,7.476709074295408,6.29191187558374,5.652846064320673,6.5600682699737325,4.624514067846481,6.9848043793045225
YLR362W,9.001698197559449,8.902256036634826,5.281042163943887,5.511637400920328,3.9428547374295535,5.6073292489189575,7.8085369279866015,8.973769225855216,6.11385687305025,5.9751200398404825,6.523808054185362,6.055260356425571,6.288225550796822,5.4926597688191485,5.634622947016617,5.118313977096872,6.863147709182918,8.226943831881977,7.623061420411662,7.262731333192787,9.731763134558856,5.822512089723027,6.3720159695821765,6.830484335655526,8.824150515609515,5.5791156519351,6.863442806777412,7.287520125143843,3.4668376814459294,6.639857246223517,6.187754783101624,6.7773994333374565,6.687380948811972,5.571045784359233,7.383875562918925,6.314463459477397,5.5344456875931565,6.5811561639382585,4.46666093497494,6.970975666132038
YMR104C,8.85347785764345,8.690625429411151,5.4740171674798725,5.3269588976730855,3.8943737095002473,5.721235996334926,7.6420389706305505,8.842061682847568,6.048301087985983,6.2950757651660485,6.711080207348942,5.901461080332986,6.361607199009411,5.895721342928088,5.86392530500238,5.294527420926858,7.1630444647947895,7.767412372915365,7.7468258450252225,7.270953628436025,9.66686192901115,6.0507259583134925,6.290137206756848,6.580533833666906,8.989844228892082,5.542017816525542,7.198663845179536,7.153451069791451,3.5178040458981195,6.368417021265049,6.058006913923701,6.874531146564088,6.846142653511878,5.513719108668943,7.438716550879677,6.709351855593683,5.335514699262486,6.355797656069871,4.705070359237339,7.038501625407992
YMR139W,8.55071063966893,8.536150228931504,5.452591329017558,5.331944770557209,4.043632342656119,5.940932422644693,7.678554127376494,8.859870518356747,6.0734885199968645,6.302657816905258,6.630532081958269,5.952325329621699,6.865334198635975,5.462716123241992,6.064623067704284,6.288886119208818,7.279817600475183,7.661485592030666,8.062797174479034,7.565619868209077,9.63554500773501,5.828896867212577,6.036022169539112,6.168295743445362,8.639523633415646,5.400912820485698,6.889542410426935,7.307475090297763,3.6962758712237433,6.0784269876380135,6.109229924587321,6.764348315337028,6.541740938098514,5.651097768893968,7.179599964816577,7.63857132726628,5.538116158227068,6.3317799815289035,4.060335024413432,6.713720812270927
YMR216C,8.878587930513099,8.626232813133917,5.7980580495134975,5.207703086390524,3.7944132698849904,5.8062522057202415,7.8027066498253586,8.540564907376838,6.259667830318843,6.11090648358558,6.97285257356753,5.896729405972531,5.884017476237529,6.00858345329369,6.0644202419549895,4.9894875411994,7.450919468856454,7.851513358555009,7.8788443753029,7.493149983820857,9.523968353304575,6.196615655616858,6.532383570391471,6.271632014021868,8.30294453521456,5.946177894387381,7.561964395510768,7.475525885512388,3.8845361369858966,6.759142323360977,6.1291027616944405,7.206941681824637,6.653727143462628,5.6723924473593605,6.803107896520904,7.422603382392457,5.770699940734043,6.3494022355983475,5.38742866813304,6.992737364509032
YMR291W,8.58709991791227,8.527489348815157,5.563824541981345,5.117437882742932,4.155798836800743,5.869325373125237,7.747178852127131,8.714243545205322,6.302674313887135,6.170367361594832,6.775203086830202,6.012778485776674,6.569655335108031,5.849338764407463,6.112325679041926,5.4513129546097865,7.152554283891476,8.039895053303695,7.914488879742117,7.435176843981497,9.604507663808857,5.968096112977422,6.461836439055062,6.4008230267791415,8.84397642981173,5.8177683977778925,7.397089237671157,7.396768227278086,3.5770984639570784,6.618759778842487,5.9626475471840825,6.7560866697333575,6.99095631830183,5.690151411109222,7.06803621312326,7.214636122057683,5.3507152092683405,6.167314771099098,5.183510745555052,6.9619961575085565
YNL020C,8.482945624603312,8.487862196993266,5.689811052978282,5.395452419708326,4.232955480647658,5.814589208227228,7.679930191575439,8.815760499857943,6.291638663772246,6.111579939778291,6.74767848354457,5.746035071065188,6.279425905892457,6.041863143216996,5.946456778760109,5.0583331915071215,7.275040792818757,8.323508069345081,8.081077496212055,7.478831887395301,9.794374129055583,6.1580027025228175,6.304040020744558,6.471464147222395,8.765819435006074,5.64896462992509,7.2234938357679175,7.589982540355338,3.87528564531832,6.64862191948674,5.995630213968132,6.87240617919006,6.88976797865254,5.858220808416682,7.030310703935474,7.4187767379000675,5.360432493185815,5.995706625278351,4.998653024405689,6.788561456185423
YNL154C,9.246871513497439,9.14963328655794,4.934965838073994,5.651591688320915,2.8690271238450697,5.299394895400276,8.162347398983037,9.06629705184401,6.243518645949793,6.116412486609043,6.2269707965017655,6.3305533853333165,6.066107789737622,5.3914577045897865,5.284244116982039,4.854930590093292,6.709895467042283,8.552499056126585,7.409370246307772,7.053381658269599,9.80470207667702,6.109924212860947,6.335957762001956,6.633808511588919,8.933910445487037,5.888297130023897,6.380742796837485,7.785952922049159,3.913923593069794,7.011914016552052,6.4838224215749785,6.68524891660506,6.6059128800202975,5.2186452425375265,6.9878553141857935,6.289746751770193,5.914507227513463,7.320905733275615,4.974479366648717,7.3920527864005985
YNL183C,8.88987239348065,8.734306003885237,5.2495256338752965,5.067096536482573,4.563811190748155,6.102491264837563,6.857993866988722,8.55144267175163,5.691426557344585,6.123108840747247,6.56013925846292,6.111903506828012,6.803904531727942,5.879122398477801,6.0917812601731445,5.812207028222033,7.3698869502322015,8.182111190024319,8.163214335502014,7.492004734600954,9.476069664225452,5.860978838792228,6.5127781355563625,6.673448090745397,9.66273309717878,5.605051291219299,7.331910370205513,7.291888238744982,3.8298706406290792,6.471382803644666,6.149651839914935,6.535905508738964,7.2669454935937745,5.93095237712367,7.351933891429111,7.550538591714957,5.428757384286392,6.356610977501447,5.191112951300488,7.044237556213501
YNL298W,8.777423774336784,8.552705387136612,5.4623270585871815,5.195089649401537,3.86224759918937,6.099634363902126,7.528519845369082,8.44177688687079,6.396621177352452,6.1362627890062615,6.77783784182356,5.899669355900139,6.17280287127945,6.1153720741096675,6.1640629042962525,4.214365758003773,7.172635894517753,7.976845595300574,8.14626517122558,7.662212446575527,9.637736017595174,6.122506478108766,6.2810999043580855,6.125350918411306,8.35587284379084,6.176539538326329,7.095813900342402,7.784694338128975,3.5026284545515947,6.796035115213593,6.173387785093382,7.099628003522358,6.58772496967674,5.974225251972044,6.870661914560282,7.577643819989995,5.7371906546261116,6.034478650337037,5.125068531408185,6.840621783593862
YNL307C,9.013320331408982,8.960655802190262,5.449648017833357,4.969963241127039,3.2330519939918383,5.9128594901534575,7.7439881921185085,9.169791264523724,5.94141032882899,5.742378589668478,6.796408415876456,6.194896511190658,6.383361364543707,5.603543110123137,5.899201470537872,5.787435195635275,7.195487858476512,7.911319942020433,8.067463697552153,7.602950873963818,9.575495579007304,5.921776237831743,6.51322174210144,6.2399696044872055,9.245137989058305,5.310153564726113,7.139126418695325,7.227694318576193,3.687301300758442,6.090047755880425,6.1706236613919865,7.150053458703155,6.730960891463116,5.740197381016668,6.975972204757142,7.2023753444422445,5.6017337174345005,6.6863833009880755,5.147929054122713,6.768014663957423
YNR031C,8.876062606253543,8.670964477948447,5.158626436175156,5.3494044477654175,2.6353232032506977,6.054777719302571,7.988968238687135,9.347526580648552,6.323618713572314,5.861945602594918,6.8451319671909605,5.993308976902185,6.681823160667879,5.6944555191079775,5.873509224629508,5.555998498793668,7.12024481638512,7.585478173594401,7.913678754200566,7.359683735711544,9.60827033874859,5.543740492005514,5.9907390330370855,5.9621503559653295,9.275749560986503,5.866293716348853,6.651085938642393,7.265261361154578,3.4334164771732474,6.311962524118947,6.326664271236727,6.922487225210823,6.525039366938323,5.204469440890171,7.211704380568457,6.933628174911743,5.581580872682073,6.455719751314367,4.236239010640777,6.9626513066472455
YNR047W,8.897406561605557,8.816610824653385,6.033633827752495,5.061218332118575,3.6535732899679054,5.977237196718334,7.936340461109934,8.690427721278411,6.086032500056912,5.865387075059855,6.8137261625073755,6.08905784595694,6.630275707223661,5.6874782825230845,5.972198315047346,6.171984050100166,7.387787038869712,7.855015515822731,8.159105537264674,7.897286156425046,9.758088734450473,6.413153184590192,6.4948817747123755,6.068750109539906,8.525122192023463,5.304504259018764,7.255957760354612,7.730187538997963,3.4863774814549817,5.718343458145737,6.002978050221764,7.024475590706018,6.724257848612273,5.620762991833832,7.139787245135473,7.939119704940563,5.892678494722593,6.645306937780376,4.434750894284724,6.734314980792261
YOL016C,8.93148335893294,8.750584262948394,5.3751008017190856,5.231010153360307,3.1486019544100747,5.698844652965369,7.660518241403164,8.702294328460333,6.050770555499607,6.131317681174455,6.646313390726527,5.936889660993385,6.679970353749321,5.849051405599443,5.731291266895394,5.217638338709604,6.8211383191009185,7.925668158269375,7.690988695939069,7.187076875685736,9.68626763599434,5.887376988030367,6.2713758092346445,6.544813801817204,8.864521951379565,5.6453691321070085,7.056260178683004,7.1929298865057625,3.060941607741884,6.381732421342405,6.1214958808986655,6.713341843076803,6.760090794122785,5.610250455381486,7.4177203163557675,6.502134088540134,5.482574034541887,6.340005606068759,4.5635323037284765,7.0683108939584125
YOL045W,9.106626237676696,8.960271019605186,5.532290821722313,5.592547916169151,3.7774068419516422,5.743750312480911,7.735667772663145,8.908748143312705,5.897341663673908,6.145461059310351,6.444733749633689,6.173873752802195,6.433336652190731,5.557504147112901,5.533239883657769,5.153003844287842,6.882548859918662,7.996338315660784,7.542636785727828,7.20411163848662,9.714115745371226,5.938614592048224,6.39110732471073,6.669235652260785,8.96562371942902,5.373428979584129,6.797653905529945,7.2744604014299075,3.5245268510191075,6.349370337872893,6.243626152924588,6.726443488590492,6.706038317160632,5.3419063954451715,7.489473620718999,6.378992592187122,5.242481286454953,6.381723858951679,4.289852306423198,7.049741267119023
