,YBL045C,YBL076C,YBR085C-A,YBR177C,YCL009C,YDR298C,YEL071W,YFR053C,YGL087C,YGL255W,YGR034W,YGR148C,YGR175C,YGR205W,YGR210C,YIL043C,YJL178C,YJR109C,YKL085W,YKL145W,YKL216W,YLR075W,YLR179C,YLR216C,YLR249W,YLR292C,YLR325C,YML078W,YMR110C,YMR131C,YMR215W,YMR309C,YNL231C,YNL255C,YOR095C,YOR222W,YOR285W,YPL143W,YPL262W,YPR163C
YOL113W,7.175873336366741,6.4872112312236165,4.4065190763255355,5.87922312801939,7.502646177377873,5.6082613877950855,8.191620551513388,6.631015327667153,4.581610860961218,5.016549949095861,6.5610762547454735,6.589293236440665,5.475232862637366,4.360143727804432,4.7062550032470165,5.840085220080353,5.009693466189572,7.093886274669468,6.769448738749918,6.0771942451946535,6.212635450482678,8.418251381096432,7.939046582701137,4.732383196242555,8.517784488677226,4.789754959081217,8.024136406040022,6.4691657077769085,3.908969989270752,4.481053869155253,4.407073597259688,6.273973484664624,5.016364922758172,3.7791318732118655,3.9890784344031203,5.698783078876437,6.254713044948302,4.867000088968698,7.021285395655644,6.584709441540244
YOL128C,7.196164815055793,6.758048931390038,3.8493494794223895,6.183182719108332,7.485638764244926,5.749868374868758,8.1345828456172,6.596140151189356,4.411210736897005,4.913509477016551,6.767949489199093,6.7121126676714775,5.2876168463106215,4.203233951889017,4.452526892327658,5.523981750391991,4.873165333634937,6.8716777059980965,6.770885094723289,6.092465212453204,6.5182004845762,8.402231234522375,8.004106995975993,5.21519376396926,8.541096914258803,4.8718923349502194,8.065180806199196,6.794087654460673,3.5268561036040484,4.352087589340725,4.7775945577015495,6.0579928633958,5.2826009848990125,3.6195182399032895,4.622485981040795,5.9785543777326104,5.9472833265256835,4.544922690233249,7.019508428752087,6.688838749734651
YOR061W,7.046318460001046,6.989130663521168,3.735312721071767,5.895076155112998,7.436005561887747,5.146468344623137,7.974271091476289,6.333979482877796,4.305803870742119,6.0101760975518825,6.64684332202638,6.319139756784674,5.606061509026611,3.9307014900592967,4.8627545590723935,4.992535457045445,4.708760086292076,7.304022541146648,6.539027619430919,5.737908405204912,6.136709993586079,8.586215951009676,7.598629566543739,4.9886387684750995,8.798150803498299,4.438765848201998,8.55869535468109,6.237325469361816,3.8049287728395016,4.273757009734362,4.581624939148226,6.422787498063363,5.52448780695894,3.694034863195773,4.895080637153268,5.881833054283908,5.856915755679383,5.3548553846609614,7.075697037837348,6.685014138803155
YOR231W,7.096431622255119,6.600749887877384,3.122060206448914,4.389262196259772,7.931531900345247,4.571794684436791,8.460609423921367,5.360781210570783,4.231537021261018,6.167276121135093,5.9663400416400885,6.720762520631487,6.477010073488278,3.971905078562495,5.232725601859404,6.191651149453072,3.615413096431825,6.606714845267407,6.214611590094982,6.597940060431008,4.295058181900893,8.118901553831613,7.158270472897931,5.368990202733584,7.526720835057932,5.8375553024782025,7.326419882864468,6.547150919906081,4.136284596853662,4.464747264180232,3.0434941791730465,5.958003245114564,5.300797447963013,4.384680401887636,3.416254217535395,5.2753564949337655,6.608215443973562,4.418443420031547,7.031585185115971,5.96855534703771
YOR233W,6.927698484120357,6.590164719284996,4.714612378240764,4.630323968459015,7.608478322468063,4.630876850551672,8.063314294299808,5.882447078061095,4.889564947023216,5.27840680160052,5.999550042287375,6.627724992175333,5.672345269511283,4.061748324897808,5.0285066092821245,6.395468986771194,3.276718143919897,6.631514555216683,6.50327096133556,6.542263336562692,5.533566609924575,8.330425573656663,7.208363198780677,4.236862097839461,7.993952288469615,5.402910673900634,8.164237582667889,6.57918966653954,4.701075069377521,4.8773602420880415,3.887218693671087,5.24175062142838,5.051888651893277,4.290076829871468,3.5842244001933308,5.064198845447022,6.7851804556990745,5.1347414916317335,6.789105147081168,6.788167214048497
YOR267C,7.181649008166715,6.966589043048222,4.663739373882711,6.1263307880753315,7.9409101693877675,5.578125601940878,8.610613671048057,6.908004556909423,4.881657689186452,5.337414739116877,6.5461764879163855,6.28555297484354,5.694914788543185,4.3469518411562245,4.712738446928997,5.2560869289023096,5.1190200096445,7.644785870293663,6.988783888777967,6.0155886865794805,5.5740902834860035,8.130018300855442,7.969092023895374,4.9615387832694315,8.55944646451541,4.4924466117507285,8.647574036706446,6.476600214615387,4.043619431048433,4.353722863324659,4.5794402518795465,6.296108365071298,5.195511422847538,3.4507899744012662,4.7469089552273545,5.888563965484633,6.406771062878216,4.847928896148896,6.922553890258667,6.283197163698295
YOR351C,7.017600387689247,6.480365153512532,4.7611246666893186,6.312306556931995,7.658570330461984,6.680620115379852,7.614486328536885,7.718287813863808,5.070601779141393,4.990956585608419,6.978175723415298,6.2812343394025385,5.066184800437343,5.1017981454955805,4.6773016742697715,5.483215143257059,5.729697548190655,6.297059499538648,8.005957407524749,5.966834610792192,7.173425868503326,8.83590220357785,8.783398891006579,5.6700031897498455,7.9136441135356925,5.419058956202196,8.71566403764002,7.255242047327565,3.9985757446089827,4.399514102948669,5.562103967485217,5.653999476588696,5.982560171336741,3.1356224685022607,5.125310734124049,5.821364723997853,6.939026634598912,4.578201890077763,7.4694404134166525,6.840146045637388
YPL026C,7.421148294108582,6.289214745619597,4.153760267359276,5.942463156631745,7.411693580110486,5.433297969153606,8.22075538487314,6.297147005337684,4.245108475658219,5.6228794222399525,6.727606686767906,6.557766837561807,5.399946047268667,4.237948818753873,4.240070938825342,5.555500371277624,4.7884296737438605,7.033296660810032,6.732270628375412,6.1699557507713685,6.248380065251988,8.163208312024885,7.728944802039423,4.936380348828777,8.499095710212682,4.977099890374698,7.961559080327773,6.5761531448675905,4.0965896215134245,4.301776884077373,4.708394331514133,6.2749434716281876,4.9993419916611215,3.4961195129860703,4.325119919012336,6.260862808090618,6.0134611713474175,4.84309726008955,7.109091096432513,6.693508582695286
YPL042C,6.9367538754942535,6.364028340000391,5.0404907439891,5.6937332584060885,7.685081870515141,5.254484844034557,7.914699623847272,7.614611925947014,4.550881607606138,4.727319168912022,5.905264678246543,5.905489669450492,4.612856930412962,4.7404565217226375,4.137720777011773,4.939381876996671,4.577901079299752,7.190188572147664,6.74777686978012,6.598357688329918,5.9072091211833575,8.318671392988644,8.030642991388142,4.768699879430164,8.341901070479024,3.9400528269668857,8.625214463324298,6.4557433141888945,3.9907840833000616,4.173046529992591,3.5427458115607413,6.017548342463278,5.325621022462753,3.802776788362528,3.487229069174209,5.61271482324313,5.945797051726111,5.418304632657057,6.7611148223433375,6.248074722552906
YPL140C,6.9584800496084815,6.640467042177843,4.298559324005232,5.558164843703891,7.595780561572334,5.3434261266112975,8.129680379900504,6.3735206538757625,4.747425753141872,5.140861006529422,6.2171266376580965,6.471876139767092,5.9166970657179165,4.391145194919034,4.8046138103305855,5.673045928485756,4.609529330479188,7.344186157882852,6.4850566159459095,6.1654134549618025,5.8878835923022805,8.304636467453598,7.548506809367281,4.5182030571298535,8.631547204344884,5.097091976810697,8.136071939242756,6.4909388055083275,3.819472982316552,4.348266465713282,4.505375235179769,5.959741116759268,4.908239402231132,3.8279497998616336,4.3565338363278725,5.760717779117839,6.339962086023602,4.424839517883321,6.75315082972786,6.585361372048639
YPL141C,6.540674301610236,6.8369701567316845,4.14173315529096,5.798904304136479,7.6566883849229574,5.396984455964343,8.393221557297162,6.3567280785145535,4.762838648345876,5.5671501363829625,6.3863684646920325,6.25987220530307,5.7914772172700975,3.700935056828103,4.70135960228597,5.700399563525528,4.9656541026697685,7.362787852087059,6.429434538843834,6.401812690297736,5.633792944007777,8.39120691387918,7.744493200659296,4.802052053068909,8.406829523274432,5.048309018579381,8.759860697630973,6.470419979417411,3.3997302315384936,4.503450581720873,4.4076700381743805,6.276236532443353,5.378526315267453,2.990075186030792,5.175125460934185,5.689939794917097,6.261110242649875,4.635474496244984,6.778283331496056,7.015714667447377
YPL150W,6.859732536610245,6.992933053714148,4.087518222627158,5.725100947644224,7.737273004993371,4.895449602056079,8.271121923580091,6.33236083944335,3.4691402063445764,5.060050527798127,6.3130365830203985,6.098863934995505,5.170759459212449,4.260343166740372,3.612196499917117,5.427286440569869,4.818463658211402,7.568755344226058,6.638475162712853,6.988964062702569,5.694347052687425,7.713862525828223,7.711765836598523,4.823577236073222,8.491826710690983,4.305590325145043,8.799799682472742,6.497921754447908,3.705111185169039,4.204207603460533,4.153735271515071,6.165982122016147,5.434335604677403,3.4960606842903688,4.858550124304224,5.852979286106738,5.293277086547866,4.4910235717454015,6.8166340877139975,6.633778803731332
YPL203W,7.191413311462762,6.950365730958141,4.077282541898954,5.506438875726455,7.650767315217098,5.244450293562172,7.991567210336827,6.692876632521813,3.256634232100395,5.883425643859036,6.004615168670084,6.213044622964017,6.148526937303963,4.732222499894906,3.6216506868427683,4.413207171269575,4.718687737391123,6.991905668347924,6.75535505054692,7.123052177117282,5.865248753410816,8.322897275445884,7.563030919357256,4.693348862683884,8.91591424486685,4.930678640252503,8.369262233472963,6.371445179999528,4.105990050000382,4.2454020182761125,4.2129831952396115,6.144981602730707,5.235285392441095,3.6539520236703096,4.675634823852299,5.815219197380612,5.480575362811375,4.6588261751290325,6.802437574662948,6.138580220386332
YPL236C,7.035470446995897,6.487668901682537,3.2424585957041376,5.962240745498402,7.550604408271183,5.0996857095772565,8.193290445733364,6.9062647515148665,4.680653096378476,5.382117344773389,6.620906979429166,6.487369991427555,5.710075729964485,4.506339822952878,4.180303426687887,5.678316165543651,4.969010279121641,6.824560506982695,6.532208770097762,6.095235040738308,6.205617565622307,8.412870765350355,8.034059606013258,4.953258008768418,8.518312287112495,4.517629580870707,8.166658558867768,6.1370255220016965,3.401216491200465,4.346944394193647,4.367827930415862,6.237803810060876,5.070280267387751,2.816600770991773,4.712984830457203,5.883741325924548,6.052261150777707,4.940601072703815,6.84308837433225,6.808753223235597
YPR106W,6.868751606877409,6.346440356883411,4.493802194163983,4.613629969784354,7.816821579611468,4.542037241349531,8.147708739269238,5.627716516910543,4.825506382874173,5.051645236510316,5.975463263719058,6.627620081713591,5.986357434091651,4.450615528758639,5.052016804945153,6.2375480281478834,3.868068469134944,6.624650464923878,6.4499715230469965,6.188469094944441,5.1282603672737554,8.328646926581861,7.415606702707024,4.2886810187556454,7.798680058709121,5.6495300265232995,8.21459448648822,6.392425552300674,3.828584400578327,5.084457570899267,3.4645745726690507,5.753911788585567,5.109782767330317,4.3688426608237165,4.484789310557817,5.392581839469173,6.686062419431432,4.997647457693359,6.9267175563783,5.8635731455812445
YPR111W,7.366387493893055,6.522100596527352,4.915680393332772,6.102180147950622,7.49294528516754,5.474164531157792,7.944563122140252,7.226986185146066,4.630897750242499,4.791732626167391,6.761749621473888,6.356737927965767,5.71184394438067,4.299401263653603,3.858890636408448,5.540537631887219,5.022676685802384,6.612876453474759,7.1716425974944364,6.308041837732753,6.010860655128665,8.633648829549417,7.7745081219631125,5.024291545463607,8.38751058186706,5.1647952649293964,8.347733198638744,6.354378947045852,4.0049877696066405,4.188740555762801,4.6021203052866015,6.1312590200548875,5.2741885401777235,3.0783039834190413,4.827950063041015,5.91914783162073,6.598166456519762,4.954911644547133,6.911607889534785,6.659799561105119
