,YAL007C,YAL012W,YBR127C,YCL057W,YCR012W,YDL055C,YDL097C,YDL236W,YDR382W,YDR395W,YDR516C,YDR533C,YEL021W,YER012W,YGL062W,YGL255W,YGL256W,YGR124W,YGR231C,YHR146W,YJL172W,YJR109C,YKL013C,YKL145W,YLL026W,YLR179C,YLR292C,YML004C,YML063W,YMR217W,YMR297W,YNL138W,YNL216W,YNR021W,YOR099W,YOR198C,YPL143W,YPL231W,YPL262W,YPR074C
YOL128C,4.5985805720924535,8.882819939612276,8.47151658040412,4.6972229434782005,10.899016139112897,8.166334545316559,4.779144556623028,5.392832579383249,8.610040947382151,3.555017466277244,6.7681899520985676,6.1384762007877,5.500651260536476,6.137587566262843,5.37551545595182,4.913509477016551,8.485453241065539,6.050397709006719,5.166924656371815,6.063898553088506,9.215751383498814,6.8716777059980965,4.876997802064264,6.092465212453204,6.556123412669016,8.004106995975993,4.8718923349502194,3.7392801047466224,8.622692326673166,7.520993484666147,5.764890955399388,4.894546728945096,4.492704646764269,4.667128062497251,5.147909752316959,7.134425943101393,4.544922690233249,6.487327768864965,7.019508428752087,8.066459953300544
YOR061W,5.016875875521361,8.71891375523087,8.284831811054291,4.718929717015193,10.479188510234415,8.350660256588219,4.850277201906202,4.780654670105591,8.609447133891921,3.5817623962890117,6.572171899901835,6.647409225568391,5.567821815191853,6.0197951117718524,6.1175664853445175,6.0101760975518825,8.322008814829752,5.792444124228374,5.632954776873103,5.648569014543568,8.443010008505203,7.304022541146648,4.7859229287504,5.737908405204912,7.081918918361331,7.598629566543739,4.438765848201998,4.086271394802329,8.127791651390229,7.355526510369124,5.401337734547671,4.862558185646521,3.941151659222092,5.290361294664704,5.580490460823648,7.027331136255247,5.3548553846609614,7.680217861856258,7.075697037837348,8.428588583278254
YOR231W,4.623654957202168,9.213439211158473,8.850753203160943,3.742071037665288,11.18028944958399,8.398834400014325,4.663322987626471,4.978741100291861,7.970899980008925,3.5790068010532203,7.8108271295807326,5.608378735632192,5.015380107906909,6.777682105637287,5.3102239569572385,6.167276121135093,8.814842408693012,6.425095481408782,6.0495677615166725,5.738340272099545,9.138938161448744,6.606714845267407,5.400195469141361,6.597940060431008,6.117927165484378,7.158270472897931,5.8375553024782025,4.745299128033296,7.669005170971192,7.955983540782839,4.910406154987727,5.219115276944219,4.990346260855187,5.144041817009457,5.153312387529766,6.710354896380338,4.418443420031547,7.114073128043456,7.031585185115971,7.105596188249511
YOR233W,4.988062572045713,8.916705317838199,8.589061429078031,3.6321852165374726,11.13126172785139,8.228709913510883,4.633056213736143,5.34089375206114,8.800028705360539,3.957678785176305,7.487389148873747,5.985411558655603,5.461727384372599,6.232238917899236,5.234291958960408,5.27840680160052,9.113407070631396,5.92178302919508,5.740749403855284,6.0378026761503625,8.778926953668316,6.631514555216683,5.648263913131374,6.542263336562692,6.509000742426856,7.208363198780677,5.402910673900634,4.2768938463721815,7.66800088138417,7.9674569374552116,4.906065193126039,5.38636334347242,4.499587245782405,4.64769049640704,4.995860597690172,7.007148718970808,5.1347414916317335,6.4769334380243935,6.789105147081168,7.627375316271883
YOR267C,4.636354660056433,8.925092313058348,8.481615181089628,5.035008687483074,10.565562859574749,8.438474519222822,5.129191228218997,4.938999560840004,8.85289199936043,3.8595268107183385,7.109399268950069,6.250473239583098,5.5393271996903595,6.2420427293565774,6.463092683753668,5.337414739116877,8.572988129690279,6.444673405862291,5.7816564883868775,5.926449945356977,9.111889821444107,7.644785870293663,4.8193287061196255,6.0155886865794805,7.109238744652281,7.969092023895374,4.4924466117507285,4.360559559693581,7.806491225351973,7.400991801808491,5.325503192723259,4.386750527573497,4.338266523358584,4.581501872521646,5.674868749441591,6.745316872823959,4.847928896148896,7.77671459070959,6.922553890258667,8.4454128890884
YOR351C,5.122929525583216,8.985156579668548,8.476925409604828,3.963274633828562,10.856770000367376,8.072368900378324,4.6587043495110265,4.852097096188583,8.84185571434847,3.738384107641502,6.451455598497387,6.417032454780183,5.730676984106281,6.175142459967708,5.2814488237415365,4.990956585608419,8.403106281603506,5.9566250242550005,5.239582816110191,6.659274898391932,9.50116327072692,6.297059499538648,5.4713186004476535,5.966834610792192,6.416833097477656,8.783398891006579,5.419058956202196,4.138169681506044,8.242439379201677,6.9214103453567954,6.633099140358567,4.921503126857177,4.67273103811537,4.9785486663887895,4.9430046962472876,7.357377282698255,4.578201890077763,6.766875072908032,7.4694404134166525,7.485768965058338
YPL026C,4.6254386703156465,8.868754369437164,8.407869276709846,4.302883778630702,10.866695463757877,8.50738505726822,4.966582306170796,5.200850438283858,8.367541508439329,3.419234446078605,6.9831159761034485,5.867938721468911,5.609886577339008,6.184284637622273,5.555085071140749,5.6228794222399525,8.576686057267874,5.809429693660087,5.178920266095458,5.894117773610968,8.867819587259849,7.033296660810032,4.785774502532108,6.1699557507713685,6.462659082962532,7.728944802039423,4.977099890374698,3.3681435037397627,8.411138591377599,7.520675874701067,5.575539957449768,5.041733795445156,4.463844924033215,4.240582221828179,4.907357572267271,6.9068188471190215,4.84309726008955,6.716341695300488,7.109091096432513,8.313201229350726
YPL042C,5.114947019645059,8.649509111130769,8.561177293818616,4.677520226536672,10.89034638742404,8.363998922549778,4.090165757397863,4.848669016800233,8.704648936563716,3.293904932785076,6.9968006549726205,6.208424457896223,4.882991611781315,6.0306622800697305,6.131537924647146,4.727319168912022,8.627095676403924,5.64926375467521,5.448875405000012,5.4714171127582665,8.403835520591787,7.190188572147664,4.991316614114,6.598357688329918,7.159722876782705,8.030642991388142,3.9400528269668857,4.197204531793568,7.687587610075402,6.804304856518392,4.897540579984009,4.6379349967006,3.0304094817162452,4.4699106658604215,5.575585039313679,7.107446513804923,5.418304632657057,8.064756562930349,6.7611148223433375,8.294091361801
YPL140C,4.736244478916984,8.75019475356653,8.554122885774916,4.711724252544274,10.744319512491328,8.411440031063742,4.931884326492528,5.2531291487327145,8.51817059669539,3.8622352213445,6.849631863836168,6.1950986499516425,5.189596516378723,5.892594201507598,5.858182910094267,5.140861006529422,8.663094941597718,5.877942880064339,5.450565220767504,5.938797974388782,9.150909281521036,7.344186157882852,4.94852083382814,6.1654134549618025,6.504662211691643,7.548506809367281,5.097091976810697,4.331535608185591,8.035454623234159,7.422011445797473,5.5152163471348405,4.91812089668199,4.515171861983932,4.301706223525375,5.4018364713347236,6.8394889259218274,4.424839517883321,7.4360952443540596,6.75315082972786,8.2214688142722
YPL141C,4.680275772629384,9.033597994344342,8.519119154413158,4.53852051662892,10.894895485080843,8.218784288392044,5.061360859973205,5.33261471649956,8.662493496299737,3.6971817191619887,6.702591844376284,5.7739804103748025,5.24124481994857,5.915694188557137,5.725291995162058,5.5671501363829625,8.449443165510543,6.216576676086601,5.331655292761783,5.719792810543578,9.100408493103494,7.362787852087059,4.844842011128164,6.401812690297736,6.081231157297423,7.744493200659296,5.048309018579381,4.172130689311549,8.34078236824675,7.783340490333487,5.381264497004525,4.81902954936551,4.337723605989455,5.315246824877608,5.401130124251448,6.92237525288805,4.635474496244984,7.022476902279783,6.778283331496056,8.13774003746351
YPL150W,4.946943168438941,8.976182405601826,8.591897289018126,4.6195611407992665,10.970466456134362,8.281297421586348,5.174449916831343,5.347004028267309,8.64795230723604,3.390821508577525,7.008268929125628,5.644716294326347,5.027285768892013,6.08465908427945,5.789192060446923,5.060050527798127,7.528040607547992,5.9668074771915265,5.555535434471806,5.60793997106008,8.795205653147269,7.568755344226058,5.055054877875796,6.988964062702569,6.402292656422515,7.711765836598523,4.305590325145043,4.64523469508466,8.119860744071309,7.355443545236263,5.315189798037576,4.2284398380914725,3.765459400708397,5.000749784430545,5.587426066143924,6.726318609580168,4.4910235717454015,7.659942551003237,6.8166340877139975,8.217066926133343
YPL203W,5.014747358362173,8.546582677440119,8.627042075934199,4.665325820772278,10.739758302241096,8.510137228790176,5.2097764730929885,5.543303230388712,8.490641775440904,3.946900178792085,6.973227313816848,5.661703066941452,5.100214599434002,5.812546503826126,6.198514080768432,5.883425643859036,8.938051358152805,5.984985839352327,5.773635836762662,5.763956969700867,8.995400840056295,6.991905668347924,4.905681578652618,7.123052177117282,6.996815039564629,7.563030919357256,4.930678640252503,3.8092180071687354,7.778217719077643,7.2391654322356604,4.919607452441342,4.99141391932727,4.3808321707592,4.578089402395359,5.6735526939253855,6.494391645991148,4.6588261751290325,7.783452889773117,6.802437574662948,8.439087389888902
YPL236C,4.693131033522619,8.974943633553075,8.597267708197897,4.323363689077104,10.831949340885537,8.713059438332797,4.637093654726992,5.318870708369047,8.425941504899923,3.4654682651880235,7.111062094405381,6.005176749835483,5.434384938132203,5.937717556224843,5.692271039199111,5.382117344773389,8.439948314573964,6.057607247093878,5.125827004218597,5.834455063295812,9.02059406398253,6.824560506982695,4.797445382190821,6.095235040738308,6.37958236490322,8.034059606013258,4.517629580870707,4.046757697747813,8.147503822343294,7.40011384102607,5.7819319190217024,4.91785358438667,3.8069864788410186,4.98482539354968,5.311936770257076,6.655050259293923,4.940601072703815,6.737129105564001,6.84308837433225,8.370374194051323
YPR106W,5.027235499384697,9.03392412297072,8.75217418763417,3.2036065930191686,11.133667213546794,8.657402159202018,5.885467274933783,5.275631032588129,8.671573692530577,3.3384533625069217,7.645365873006653,6.085009366258796,5.3903232102199565,6.0749334081263,5.209318823025084,5.051645236510316,8.85831706287944,5.990893770295139,5.8587034433676575,5.643400815246791,9.026332193111337,6.624650464923878,5.613632967984534,6.188469094944441,6.340671680185567,7.415606702707024,5.6495300265232995,4.458819741297205,7.379113279164282,7.642720842901803,4.845337264875228,5.4342876425709035,4.407324149751375,5.179896378796738,5.336747653890121,6.2754552430654265,4.997647457693359,6.754001526244104,6.9267175563783,7.630544112575637
YPR111W,4.908536873574142,8.944424351878743,8.523145719059823,4.540173065398204,10.777704422504037,8.457730250869643,4.795972389858262,5.161114985646866,8.42009945363416,3.822693750168301,7.28382071406492,6.10904627615496,5.66999005851654,5.833554864320298,5.4418426086791465,4.791732626167391,8.283040639685264,5.940407171342103,5.517151367910063,5.798595722526518,8.58006289388727,6.612876453474759,5.237006756036073,6.308041837732753,6.893427798237809,7.7745081219631125,5.1647952649293964,4.1366949482854105,8.343703525052764,7.247442986364559,5.93846670029088,5.026751471688965,4.312255200642732,4.870399012125635,5.295205823154545,6.195438127540202,4.954911644547133,6.713981889354369,6.911607889534785,8.179096452266648
