,YBR089C-A,YCR004C,YDL014W,YDR063W,YDR226W,YDR321W,YDR382W,YDR427W,YDR533C,YER012W,YER052C,YER091C,YFL039C,YFR010W,YGL048C,YGL062W,YGL206C,YGR231C,YGR253C,YHR107C,YHR146W,YIL109C,YIR034C,YJL012C,YJL066C,YJL217W,YJR016C,YJR109C,YKL212W,YLR180W,YLR197W,YML008C,YMR217W,YNL104C,YNL134C,YOR007C,YPL226W,YPL262W,YPR074C,YPR163C
YHR135C,5.3783920742776266,5.903879566574742,6.904456833356132,5.075662930288608,8.142561366962985,6.0904931405074745,8.85444794101711,4.825136257085312,6.1773694611459735,6.092381016479429,6.953550522219388,9.379108414026721,9.055328449841458,3.7503416456775187,5.865037016401832,5.969992313214385,4.364610655935706,5.629780224420391,6.19735395954612,5.9832308097262885,5.449476470000984,4.373725151506918,6.881728348455354,5.211750766577574,4.160643602733956,5.782085263995258,8.088501470894093,7.221605965781642,4.732417545171421,8.1192258645226,6.9848634454402125,7.074355577404147,7.459831544343017,7.275235395408582,6.0030552398200285,6.293077627070714,5.901512904868578,6.9182666923660765,8.189250633106552,6.604391227717537
YIL035C,5.937518170610219,6.685633035537567,6.78383724209127,5.06120622417743,7.93426130072804,6.2609749125465655,8.34586416143439,4.283662532185279,6.136184026968834,5.97492001348749,6.47599217171503,9.58238141668574,9.468749386580484,4.1113155548410685,5.5274390032493015,5.607457494307648,4.379123900036662,5.484572849763143,6.3308528616245185,6.3983652427354425,5.705384909454256,4.006270802612529,6.380076119152876,5.1856488806420185,4.665195527528391,6.385042685563117,8.008542214866253,6.89067095819582,4.032395162323272,8.010432894495674,6.961098612119062,6.845375267962254,7.26034893262817,7.227160302931652,5.6955098086810985,6.275958388031943,5.575961492594738,7.115404979880103,8.134820048920453,6.650443976804428
YIL042C,5.693931748802132,6.314839724520729,6.77221592073563,4.841928103739639,8.119977660491092,6.172799626544242,8.647673369786116,4.822354650653303,6.386864828605139,7.023890330229339,6.916180380316954,9.39405099713041,9.06006241877864,3.886795308214048,5.766435454888775,5.778588274821165,4.513205713267137,5.6397797000836585,6.1345531665540385,6.013135403941528,5.4544315863268125,4.4215135640364736,6.737387828196668,3.8097151161590936,4.474759293774085,5.958178247491957,7.981073650485213,7.184082320871504,4.667410145472589,8.295729316717598,6.831837287660693,6.878660132440892,7.214775367504081,7.108026502891578,6.043884931849267,6.149424225201356,5.636367569203332,6.916467329963032,8.416308309269402,6.043103491220725
YIL095W,5.2955085424474815,5.895815084443281,6.978962244131175,4.995567712306396,8.245013115264683,6.438046084623148,8.085938139988063,4.602037221349691,6.223012426725641,6.081939470140762,6.8643747893014195,9.800212090934618,9.137348927402764,4.33564782657937,5.7579724549655165,5.7288832884216605,4.185013060911997,5.650657509501486,6.384387805691552,6.251865241311277,5.667284465027787,3.961336285248677,6.610166480790952,5.4718466483801445,4.349284044182728,5.9476710988351975,7.705261617267442,6.932041909587593,4.312294317513062,8.237379349832645,7.1018261376377545,6.990291654763638,7.71559921636338,7.296526086024097,5.655686263194939,6.7447659104805675,5.8378560086961855,6.879852563286483,8.076170342127963,6.564448872473497
YJL057C,5.867668334593916,6.468573585580447,5.530319811891164,5.074668558767256,8.032214542545082,6.02932259636695,8.140153663069626,3.1477287628154333,6.2603676779820185,5.609415783112082,6.702326595276839,9.965885318117397,9.477220185105123,4.3365446103689855,5.550583230176419,5.6483315878178395,4.030909443188321,5.433269047770729,6.207705866672442,5.9507680930849505,5.7884984857282165,4.259778150368243,6.652463898698697,4.9524586590646775,4.557873001663821,5.532818588667902,7.994710939347343,6.633215690359626,4.385260966433906,7.793374265240272,6.910867700391616,6.406185912513938,7.275525865957053,7.225538213917426,5.300483234326417,5.7930775203668174,5.709812759133246,6.929601222449204,8.451087961469518,6.568210068906661
YJL095W,5.361487254178557,6.137300156033706,6.522873833993063,4.785903813814802,7.6864635550318035,5.829935825005113,8.606883068634259,4.473211784427457,6.0698777556131125,5.83106200056585,6.765063125369921,9.806748124739608,8.897521735936374,3.4850246621261083,5.47511184723773,5.8048104318087015,4.8237276174374335,5.587796108007778,6.401872667248705,5.265256211479275,5.883368690616457,4.279604978923233,6.21358727022886,4.937230740776465,4.204561194401572,5.400977840936233,8.006073477481856,7.25392144147344,5.1062187600750235,8.211603774215755,6.9343684768552745,6.759218374577315,7.0641400833739425,7.134490355985728,5.727224153117343,6.0099044115069855,6.3864251438103725,6.95360547880741,8.50768698686517,6.784050197673182
YJL106W,5.477777817816715,6.030332126934076,7.084758864678816,4.975771386529799,8.236698100952806,6.120605679442269,8.554210401104857,4.8646660910173605,5.778569762997376,5.99523396933769,6.672005263335025,9.979494779750553,9.043398200295016,4.0311166614764105,5.949987148569004,5.699623286118497,4.4323686897299925,5.4415490356215095,6.567226535842504,6.1363200638190545,5.964999588121875,4.291912503819167,6.26548008817779,5.401973867382607,4.045141754244331,5.631352771412183,7.8481343393036225,7.2938346464092625,4.599750164444378,8.168740211228602,7.12020150958403,6.760558352436342,7.4924106614219275,7.042051737738475,5.749951237364986,6.742455545604093,5.9431921152784035,7.073661955046513,8.267576878997174,6.667974703887958
YJL128C,5.56350849096596,6.4719635304143575,6.479878646350645,5.13896379750212,8.081730138880014,5.903002734621638,8.52700459305651,4.8999724227518735,6.340187772876719,6.1435321168414285,6.77311766695304,9.837234985402477,9.01319219280123,4.405144024525887,5.76960624084584,6.127626930606858,4.837867896855325,5.8133037054310215,6.5058701489110335,6.293803518649219,5.72087279850625,4.74395407561131,6.450872980944227,5.175000597051348,4.267113639085494,5.982257190099657,7.979707374592298,7.32162054749738,4.850176536924941,8.054491823561193,6.751389886086626,6.851823402379378,7.177611139590107,7.197358203874193,5.8484975825717305,6.442819353229365,5.9681870900977465,6.982565251134006,8.261624567537714,6.5538614190214215
YJL141C,5.748696806555222,6.266355622231037,6.701906741310017,5.220699813446621,8.24727965656357,5.7281049980948175,8.564227727792273,4.8035867378025685,5.831132459546293,5.897491226215617,6.438170554839273,9.674180092583564,8.599541435204685,3.6765534615711677,5.909976017049411,5.951439130792098,5.601447813137941,5.833903430834432,6.438095830065228,5.692071181845344,5.751044445426907,4.8838909255190215,6.6684340780067775,5.185983351084804,4.028506248520413,5.636512587336234,7.677980225280981,7.265248021374777,5.062235741493977,7.882176597358593,6.659074468871928,6.666248903089635,7.114665645800077,7.060803357236628,5.69986369163083,6.444410069534812,6.4371893554476,6.90540556576896,8.477773284565432,6.544084125273869
YJL164C,5.6105852850160325,5.793102203846827,6.94952676256887,5.118673329418601,8.240565986304905,6.100807661577281,8.751976547811216,4.901033749209197,6.2794549708379765,6.228028228445416,6.7451819155164685,9.772336250840473,8.932822544078167,3.558842351998726,5.892216114832188,5.967493800182537,4.48926882631556,5.78308118904582,6.447572444994655,5.948428616690648,5.6021069527018845,4.5614993536575374,6.5946361972022105,3.734615051563417,4.080571756048818,5.836205209521504,8.04023533530247,7.328251246123707,4.556808246199725,8.155336045806633,6.75769746101797,6.822127786198378,7.39788055929739,7.101539178315593,5.955607083241771,6.268161109633242,6.073573713346407,6.805882670922494,8.26927451544887,6.320036588227527
YJL165C,5.483121772661966,5.935510239617156,6.7245668568631745,5.2361715763042485,8.566421384955238,6.449646798416811,8.381569526877241,4.659470578118617,6.030486422950407,6.07485580031845,6.484324034002519,9.708359378757429,8.982457608161472,4.433591016912452,5.657482710808277,5.531686010087272,3.4441913708460294,5.288327373091715,6.604934863673684,6.396550187458657,6.022095199757535,3.8700044301441587,6.410194652504427,5.372567727804902,4.366234813027163,5.755162623495481,7.7639726845488655,7.018251085752442,4.115643576110463,7.863627344212199,7.2020517701519875,6.706603004410392,7.59839552480543,7.120879901162969,5.458064335683331,7.021664093982669,5.402570913011751,7.159165686249684,7.9772227771781905,6.627406149529564
YJL187C,5.722108075733664,6.267335257499207,6.724108179369214,5.1857206334307095,8.309768505789496,6.13723919858204,8.516939477961396,4.777726453309959,6.038153631150628,6.009364946808289,6.359286873006033,9.578179151754512,9.304888312911904,3.015469269354635,5.5419360516813265,5.51597107881431,3.5685226057380133,5.39878436613571,6.6139137950031435,5.75372679641871,5.7058759640470385,3.583974690124444,6.386293100764397,5.24779233514159,4.440459617580808,5.413622589382854,7.692081776307107,6.585044324765716,4.325356799281121,7.842120392032468,6.983920052023642,6.687231742688558,7.314962289606839,7.020882618823707,5.7380643578184785,6.400421011993506,5.577675981690756,6.995125338458598,8.148191544157282,6.728311962416196
YJR059W,5.711509540379256,5.9255012511433,6.821093364654423,4.751562866561044,8.295788541009669,6.10816897210715,8.772602923486478,4.69969997693376,6.425101415641633,6.043736553256031,6.56059542364828,9.917921650906447,8.660835444592085,3.181863823816368,5.869198316385938,5.648457513863883,2.4600466939208063,5.305508622415345,6.412411415824237,6.5547774149339295,5.9890175623368735,4.083113425710535,6.342987037885928,5.277075982466691,4.2001715981322345,5.475715863112155,7.833237780543512,7.080396139617507,4.443521278809365,8.247265494302605,7.22615255094014,6.794806603196419,7.266148092150988,7.006911069739152,5.982932937849264,6.700721720582965,5.9072283154013085,7.2072291644054225,8.235849568503134,6.8439834462450335
YJR066W,5.660286962002758,5.906145807053153,6.830057747066473,5.273935392871207,8.593341059085478,6.245652138961518,8.657095847657306,5.065132833259825,5.922307178793187,5.954359524777481,6.632200314289032,9.81161791889081,8.978876761494432,4.246031146277423,5.815105300248293,5.801085000537813,3.899972122757833,5.373634952540928,6.554758882738597,6.208142037462323,5.919166489318927,3.9574124315233927,6.5008931393294125,5.814123174582539,3.9199370617178455,5.38587692874599,7.727386322215136,7.259705767893872,4.845066771634633,8.209662814583472,7.209223065195777,6.89590597044827,7.721805164980379,7.072292711133317,5.522207407858423,7.1128125760061325,5.896266339669912,6.9707498159998815,8.019109415134043,6.884454157827816
YKL025C,5.6181742938936186,5.983747889126754,6.5257814105730665,5.068333366118627,8.02965889639454,5.72664930063336,8.937815756288732,5.200570592895123,6.203405734569403,6.830585052943463,6.980462384042772,9.692222047453695,8.694541898402727,3.311022630359864,6.0155182627733215,6.36381088745518,4.396377456570636,5.9215905161992195,6.257406486964295,5.598261566939501,5.745522591651684,4.763662474814766,6.676915829218421,3.5820509601299197,4.244735390290137,6.2879849332322895,8.030803908515654,6.922601751337093,4.861083740390714,8.001389388395731,6.8548278033859855,6.6782207378401575,6.8985497700722815,7.4021534604446435,6.034086188489202,6.1740574472487975,5.889793432283738,6.802258892420447,8.499459657334286,6.445326484626228
YKL101W,5.74250614671082,6.190157074369288,5.795719672654692,5.285984915958967,8.378791401583523,6.2178743214154375,8.385108244298156,4.7486409806135566,5.8249420134501095,5.64025164133681,6.678541426152897,9.800335152136514,9.255641476413174,4.310102146887628,5.583627465253342,5.3553203725351315,3.6463898546648816,5.661606283914231,6.442583160391336,6.160034168572611,5.662544015815014,3.306635373703698,6.588784271891044,4.95322291654716,4.4589277397556994,5.165454841220331,7.98920074380411,6.59705760429778,4.443653189139308,7.8893537610591675,6.9723350926242045,6.393320034276156,7.63744184196872,7.302491215085455,5.154640241734082,6.692935676905013,5.473414910910321,6.8425646873061465,8.134087311318197,6.678067466363119
YKL116C,5.893535033863065,6.178488002989424,6.6229544255715656,5.125256958300872,8.475601923617752,6.295342799196716,8.835471368571637,4.680688543915308,5.878750391386348,6.102024663694854,6.480678884421928,9.688075769555812,9.324871331888048,3.635712605802844,5.720373356632723,5.269906510759632,3.4435730836562333,5.484279427018644,6.733150242292706,6.246087159467474,5.754347521527658,4.845199491220322,6.5294994741049495,4.911444484712182,4.6230132144762095,5.810326782062807,7.6230684458829545,6.81060859440632,3.936867978364453,7.962513317322832,6.576148430278168,6.670387344063043,7.3782054998156426,7.002524437751156,5.808307438772495,6.445468027393918,5.261812108575321,6.9163884175708334,7.9901792479845755,6.1374162546817415
YKL126W,6.136243441164588,6.692369526960758,6.6646796540631525,5.246182342233036,8.252033752731696,5.91435281688391,8.619028685814904,4.354007172207973,5.8748741428943445,6.072875228635793,6.391921316899773,10.03332428475428,9.673144800472189,2.6411716308674302,5.639216014452647,5.5269951979557455,4.425996427103947,5.9160650302661,6.5978060600696375,5.472001133869678,5.717845321633455,3.7910078847809854,6.703767441492414,4.723205097260929,4.397337328425795,5.890207375444579,7.77746961007754,6.738103217447634,4.659320431758752,7.9513190044890045,6.804609379075553,6.924775013243465,7.458233759173738,7.160607885796133,5.9762063432768,6.454006679523786,5.477504740287424,6.833571423579956,7.691771362251662,6.080460665505442
YKL161C,5.744373017873005,6.2127243063990045,6.918249334467634,4.8415869326934935,8.404977117327148,6.297890588209107,8.850643595597191,4.552926155517693,5.737535740365952,6.103328651841233,6.458933610844268,9.988406276926948,9.284593839773592,2.806257283457829,5.619074955775373,5.264991485722802,3.254271572294861,5.469697576892773,6.488865986632107,5.662254863481343,5.849673520387827,3.571274887596729,6.652328660674918,5.412423741936254,4.2097470650189965,5.895099788987004,7.615439934194669,6.761493177162371,3.803690085543183,8.036881783768628,6.893780559368025,6.641049680734708,7.674504311812267,6.927955180272589,5.565508902017246,6.327393642108243,5.45561907995929,6.955193249749389,7.960693777481973,6.455720919050478
YKL166C,5.564046674158133,6.106837470131785,6.6589748283514965,4.909693809538188,8.467661482710229,6.278618487672043,8.82510946184535,4.457801002846028,5.966622924127361,5.897136086575136,6.536465109821309,9.961972130580696,9.329555967224733,3.4920435835499437,5.728193359101661,5.447055152091748,2.893501087497799,5.51603164357473,6.397008201258526,6.771599425318687,5.578219537746079,3.3202389290098413,6.5848978502224815,5.087782562391579,4.384265025793342,5.480707250846523,7.740190139811586,7.006696822520473,4.189709759712634,7.9590426368661475,6.9248587589382815,6.805035794157605,7.403338823427543,7.092531754328905,5.857394427936988,6.318643034548748,5.211757118741115,7.014401749982103,8.095384442001025,6.313391757796799
YKL168C,5.75293329575112,6.301963031093867,6.7833341882929465,4.894165239074298,8.628177405691707,6.223438970903808,8.473913780152728,4.664658127264151,6.218223287267778,5.817910662747995,6.630273728792116,9.727080034946313,9.216797886898377,3.3833676746668218,5.5644278317301925,5.589868619916151,3.736567298515257,5.183186816156081,6.506964940841368,8.178851447595228,5.804375707297923,3.5675448623508865,6.432001921969882,4.9254718979915415,4.22570173252183,5.7835400474602165,7.798368715075853,6.846676522968345,4.376053710556197,7.966977552330896,7.096880345409803,6.725246771016075,7.368230768602791,7.051211457046179,5.768702279752836,6.262772439887234,5.308846818973421,6.6750028027409885,8.298447782049903,6.767915221176692
YKL171W,5.7305419127995965,6.181007600562031,6.6133751601942645,5.019392665054609,8.335556971002202,6.2308381021551975,8.695205539837147,4.319690619224977,6.010051410249045,5.867811838287162,6.563691914070677,9.559497705931886,9.181609373893581,3.260901543411977,5.582632577087878,5.478585393556795,3.693059867087058,5.288183116672375,6.463046115036416,5.775156220730051,5.746363211720919,3.7819224206104174,6.410417186901348,5.0331219051140215,4.2786600732138425,5.531371079287497,7.676954388864671,6.622856437939206,4.240935405078904,7.9968171106545825,6.998175088563531,6.701651156250358,7.482591333798362,6.9444058798328925,5.7432257460385685,6.4774769438826985,5.472074995289549,6.877654676645068,8.1562316360191,6.62521853226591
YKL198C,5.653022263123433,6.235718960878586,6.750420370307076,5.4153850258352785,8.240877908612767,6.150067552822982,8.432061931236234,4.501205618720455,5.9833033395366035,5.95611803731029,6.555382627501142,9.58736972313392,9.071639505684034,4.136971963762655,5.874859472763107,5.60548128391868,3.988496028153473,5.483815358981119,6.496765216794065,6.309319506256254,5.876352727471413,3.7459649951593734,6.349241201802489,5.282721987779611,3.8648098680120464,5.635658891903082,7.764547953354531,7.074457116668143,4.118705509957575,7.898025791414925,7.052473073003599,6.700967986199482,7.154004604776458,7.1685381268101445,5.8046474103524535,6.557332905289696,5.395787122315332,7.112179815217075,8.11784612280887,6.582170205791355
YLL019C,5.4871897958168425,6.2709739844215235,6.427763670820412,5.33513643522721,8.399632860101754,5.611101887665595,8.481831888259983,5.1798704762830665,6.103117460561393,5.9237485484681605,6.548286246274523,9.908162279596393,9.090836664366238,4.057066273377582,5.52067172466743,5.836116448384876,5.009303220187746,5.708266689609528,6.5366579374639855,6.176248938748031,5.696307598082616,4.498274598047669,6.6491371632531475,4.3575097452987785,4.2425544252307335,5.3183303614273205,7.727262154207226,7.0718063269907105,4.88998429260721,7.9711493825984014,6.653596652529173,6.743722707638353,7.148739544925643,6.7683363662745775,5.151194902683309,6.2635579775921775,5.995862982577653,6.6692735965606165,8.24114677528604,6.58168878496477
YLR096W,5.6386502491889585,6.266316917927107,6.97624720591822,5.031691756207082,8.064357317317143,6.141965239283183,8.630659861335294,4.744684591375237,6.624989941049187,6.16582804748866,6.7493386506703485,9.700866124884056,9.166740372772312,3.9238349621622737,5.830623107486369,5.781939227736436,3.930890328662576,5.566325754187975,6.353059054215888,5.844012280888505,5.4198656688019575,4.179990672385899,6.7792415812627995,4.971165382099327,4.453862373355935,5.8079153062931725,7.766471255921927,7.049063961622329,4.2272845521675535,7.958158424950875,6.756041549977361,6.9570755179163495,7.292152445192832,7.23437347734974,6.053962847973577,6.049822863886804,5.776575994948678,6.908936514892536,8.277269615425698,5.801318031677921
YLR113W,5.524873624860144,6.406223469468057,7.093944031271149,4.816008166867022,7.912253910741883,5.928379447497746,8.64477056633805,4.595260765096347,6.599210409760199,6.070346090860856,6.762424505780232,9.594789714296471,8.797360596957857,5.826726769382839,6.053704061753683,5.573105051253334,4.477894004194581,5.667627071893482,6.46973316971542,5.690314239335213,5.775632179311974,4.30039647880227,6.344625795586738,5.271755181340043,4.648015698679598,5.8448385659629825,7.996263601569886,7.331484643778649,4.630657062055623,8.112764471955996,7.0987191638744935,6.940933050445558,7.083782470535416,7.177050737884771,6.188890790029976,6.1648799982916245,5.726825730877748,7.127649006991616,8.361543841526897,6.5413297475810674
YLR248W,5.6285725718623745,6.1189049372637365,6.728249047767104,5.012790242085435,8.36404411349297,6.193912766535248,8.67997719137807,4.732019652095024,6.069899080023317,6.045467107501942,6.483638103443706,9.65494391524329,9.122989883054704,3.7105823099399737,5.613373770739694,5.5083793674548165,3.415303746417495,5.4005866704992025,6.5290101617710175,5.846763343126574,5.833136404795238,3.84585504952815,6.4152992195173875,4.915327202989946,4.288033474249628,5.537601943553402,7.651722909351022,6.7319042100420114,4.200983313740971,8.01095452035053,7.045254594822231,6.722935945913807,7.411461788884826,6.842918364825652,5.9108013012129925,6.5600682699737325,5.474964687817874,6.9848043793045225,8.101561002698809,6.758109148004669
YLR362W,5.690890335365268,6.220530958469667,6.500484982871791,5.049332657018498,8.347478708635968,6.226339059568492,8.478194244515278,4.84713912803008,6.11385687305025,5.9751200398404825,6.523808054185362,9.6998058676283,9.069116064265335,3.494671195604366,5.4926597688191485,5.634622947016617,3.64201813680215,5.462526454755672,6.6288549152849425,6.431122613396339,5.870173693497982,3.74608698142306,6.346243263592582,5.1895170638498485,4.2766762101572615,5.5791156519351,7.738812311250343,6.863442806777412,4.093402558353481,7.965233226210861,7.025030904969755,6.687380948811972,7.359103464660403,7.030178850794313,5.872971563843875,6.5811561639382585,5.715737945366187,6.970975666132038,8.18230462910175,6.694573383463782
YMR104C,5.481793895663123,5.981656630241075,7.0154396349435135,4.818518906862767,7.999313135421133,6.236290585377335,8.719589631526826,4.663816360683428,6.048301087985983,6.2950757651660485,6.711080207348942,9.725698588376911,8.876429178216878,3.8969791270570284,5.895721342928088,5.86392530500238,4.013436238322254,5.317713292268729,6.276758001824035,5.819252372634356,5.652834369849759,4.4195712293294624,6.5830547978873755,5.651900013255322,3.7898300651578265,5.542017816525542,7.8530216049088155,7.198663845179536,4.724489599482425,8.160579331511427,7.136519976210683,6.846142653511878,7.423279696592419,6.8234458774437154,5.884374811964058,6.355797656069871,5.906549067429683,7.038501625407992,8.150374743353858,6.901098666007256
YMR139W,5.778357875742923,6.4442618783006775,5.7215918210462675,5.073372315442754,8.133352584178992,5.955047537266867,8.467032146502966,4.517510888913291,6.0734885199968645,6.302657816905258,6.630532081958269,9.936228440250172,9.085963018111762,3.046715108119706,5.462716123241992,6.064623067704284,5.354624256581387,5.714943233790794,6.3922551268479575,5.823843622363076,5.708406665250777,4.810525050785264,6.704930210423254,5.3146892965004815,4.315979988817847,5.400912820485698,7.842573038166036,6.889542410426935,4.942554182434754,7.8219491811411475,6.3244993486552135,6.541740938098514,7.0523295148413725,7.136749788017862,5.334018830492512,6.3317799815289035,6.156603309430044,6.713720812270927,8.456616404031397,6.350637689516821
YMR216C,5.77636973672788,5.972591431194679,7.21085580861028,5.170875252106897,8.08707772657476,5.9789991943609335,8.725468551787591,4.718320102009181,6.259667830318843,6.11090648358558,6.97285257356753,9.502925259347283,8.977221356518271,3.586330820447661,6.00858345329369,6.0644202419549895,4.702983937383313,5.613321991919133,6.385749004885232,5.894922498287937,5.71774319157979,4.614415518161733,6.5388705561815845,4.411037342596822,4.082961999507101,5.946177894387381,8.145334936776397,7.561964395510768,5.056157420534384,8.151825321774814,6.973696099796399,6.653727143462628,7.007364386645715,7.316133036012823,6.271506117829143,6.3494022355983475,6.215207198180923,6.992737364509032,8.417547556557674,6.24616658090345
YMR291W,5.609263533909161,6.2975839491129895,7.1552291905713234,4.913471353302798,8.096476241606995,6.0557288643525,8.791001087437321,4.692841528825352,6.302674313887135,6.170367361594832,6.775203086830202,9.49558309913507,9.083821989769463,3.8801200594331737,5.849338764407463,6.112325679041926,4.8371079940522295,5.468181422401817,6.21354970876445,5.9824664671037056,5.730024893490157,4.5543812453581065,6.7268206504995165,4.591341332993856,4.228587056048895,5.8177683977778925,7.827437638333968,7.397089237671157,4.701169101652882,8.060309819435979,6.594755234247558,6.99095631830183,7.1616141478802975,7.114709100108763,6.152670386578205,6.167314771099098,5.9781180976945185,6.9619961575085565,8.264792676180962,6.4720433853672015
YNL020C,5.694590562889999,6.267763712408932,7.160202001666818,5.117465081222628,8.044211123157387,5.8335413293768665,8.766257532272084,4.5614703333726885,6.291638663772246,6.111579939778291,6.74767848354457,9.794426375410278,9.087856449454263,3.9805728068848256,6.041863143216996,5.946456778760109,5.057939177511921,5.886426966404017,6.315714240769062,5.739394186754381,5.411262759918004,4.6903692721734505,6.810732013274361,5.032838160511144,4.467978885858673,5.64896462992509,8.004554507514538,7.2234938357679175,4.679563692436876,8.129562369407537,6.5816228477016585,6.88976797865254,7.080738524497862,7.2355678898500475,6.221096111501813,5.995706625278351,6.205242818383019,6.788561456185423,8.33202296289936,6.503901418900343
YNL154C,5.785980558231175,6.296774687964617,6.459931943616892,5.389519145633909,8.92563216267004,6.511576403622831,8.573909042815218,4.903789546042637,6.243518645949793,6.116412486609043,6.2269707965017655,9.448701859280916,8.86213314249261,4.316487364582244,5.3914577045897865,5.284244116982039,4.2867409122577405,5.496997640771344,6.829462889936341,6.722525814160028,6.0786843634114245,3.9259461584241833,6.641919657186801,4.895285830521129,4.615418587434789,5.888297130023897,7.531512644606247,6.380742796837485,4.307213650646863,7.784994452070631,7.1445906524785325,6.6059128800202975,7.29357673173748,6.79868435220114,5.954242057198416,7.320905733275615,5.5089400310046965,7.3920527864005985,7.6886423326951245,6.5332883178253685
YNL183C,5.644801565537835,6.449762580681921,6.549366004748403,5.0761713250615355,8.0783316588327,6.036393934966,8.050593762819123,4.645387946609065,5.691426557344585,6.123108840747247,6.56013925846292,9.590829883738852,9.112318610330385,4.427360091016318,5.879122398477801,6.0917812601731445,4.9714887709806135,5.574899741787157,6.387714735335889,6.376295020864044,6.149063916355712,4.183148581894146,6.2501336072265445,5.7436304165129854,4.787471963433054,5.605051291219299,7.735245462064143,7.331910370205513,4.673089399594996,8.058206209587482,6.782205259886812,7.2669454935937745,7.195357711540249,7.100041903629779,5.713552866422446,6.356610977501447,5.917821200065744,7.044237556213501,8.269098330405393,6.37377054699982
YNL298W,5.56307191930892,5.977943721801347,6.745026344633972,4.969891737252064,8.117653115755207,5.828576574023702,8.927015127656917,5.139778022477278,6.396621177352452,6.1362627890062615,6.77783784182356,9.835251095980727,8.933812830742392,2.7793170440137205,6.1153720741096675,6.1640629042962525,4.756066876920737,5.967195676957176,6.401337211637125,5.659221599691824,5.582870972736157,4.5478367494055005,6.722052891562867,3.8002001534787873,4.383838451028471,6.176539538326329,8.098128950803186,7.095813900342402,4.706961075104715,8.13543202627114,6.456867748985869,6.58772496967674,6.8214150062012004,7.367405218753867,6.301775923993957,6.034478650337037,6.0575334757297075,6.840621783593862,8.375858749104497,5.985176639742776
YNL307C,5.399148269124205,6.200202119132799,6.609635081852272,5.282250454125757,8.545827810573309,5.839540070582116,8.256024076003039,5.114232203255849,5.94141032882899,5.742378589668478,6.796408415876456,9.866241708588698,9.016050729188429,4.286045625962785,5.603543110123137,5.899201470537872,4.208081510862218,5.495684118283322,6.601301594890184,6.276412223077263,5.871025979786547,4.162884995015738,6.632828081354398,4.998642902589025,4.0433783567498205,5.310153564726113,8.018206493015892,7.139126418695325,5.075737012969743,8.083252241624672,7.099298779682129,6.730960891463116,7.329245056519317,7.224440628592004,4.820312935981125,6.6863833009880755,6.218252485974167,6.768014663957423,8.17927784128191,6.5828227496631655
YNR031C,5.7675118633101725,6.551201211201582,5.521635980754343,5.2529893346002545,8.347399585154255,6.137347379595576,8.502414176783407,4.7089942118597765,6.323618713572314,5.861945602594918,6.8451319671909605,10.106990465567787,9.351355093227756,4.610674794518497,5.6944555191079775,5.873509224629508,4.268996895444234,5.6161602137994455,6.531219106027218,6.217643071368062,5.940169008736849,4.538673103331217,6.6177124454549086,5.182386994262325,4.406917198262518,5.866293716348853,8.103790884997021,6.651085938642393,4.81448220169872,7.694980685446555,6.8974150596769785,6.525039366938323,7.53860899464004,7.170438900150503,5.450048414542012,6.455719751314367,5.9260233115,6.9626513066472455,8.418171303242007,6.501692850305438
YNR047W,5.735218211656044,6.015115166500071,6.31083900320658,5.065312973093986,8.4147747841309,5.907549144905532,8.489996336680818,4.786947014590362,6.086032500056912,5.865387075059855,6.8137261625073755,9.71222587946983,8.740068811053085,3.621662535642183,5.6874782825230845,5.972198315047346,5.05621372102916,5.6682385402204565,6.434496111419548,5.552296419436798,5.759153214763862,4.61258696454528,6.690629592423908,4.922276504562957,3.777483780402318,5.304504259018764,7.765621478479724,7.255957760354612,5.23243494757048,8.081089852726322,6.939909472187258,6.724257848612273,7.356966086184652,6.761349406210675,5.743369852230176,6.645306937780376,6.536120444568232,6.734314980792261,8.457849211286774,6.43204485605068
YOL016C,5.434972246037936,6.249897154145204,6.781793153532901,5.0692911979633095,8.132045934942592,6.235448488352915,8.324944003708666,4.4176172963255045,6.050770555499607,6.131317681174455,6.646313390726527,9.514947366862279,9.067313689353009,3.967630164350254,5.849051405599443,5.731291266895394,3.9246221380572335,5.201278945164786,6.468148487072987,6.743875933524473,5.936807239945608,3.285812466374942,6.461429049572935,5.254693155052415,3.769147315717276,5.6453691321070085,7.827818775220928,7.056260178683004,4.49979546016655,8.047267775070488,7.060571992379261,6.760090794122785,7.234202634047454,7.124366590633907,5.686842070532851,6.340005606068759,5.581791156940112,7.0683108939584125,8.319015761165488,6.667776110007767
YOL045W,5.7058021112312325,6.348632926697213,6.5936408022631525,4.849736433569652,8.246071775654883,6.29986761627282,8.506846827188562,4.702544374717925,5.897341663673908,6.145461059310351,6.444733749633689,9.826383097267117,9.25004792224046,3.301737308465408,5.557504147112901,5.533239883657769,3.178468194096681,5.276486926491576,6.590137005942693,8.559851254242108,5.9652982380176285,4.324973571524522,6.365650539901018,5.066771037300767,4.326994581227839,5.373428979584129,7.780895285308831,6.797653905529945,4.3894235100452965,7.971701409201275,7.209369709105706,6.706038317160632,7.401485850605806,7.126223815795248,5.8684451703861225,6.381723858951679,5.576326570439472,7.049741267119023,8.146435746911887,6.827171856368947
