,YBR085C-A,YBR106W,YBR126C,YCL009C,YDL130W,YDL171C,YDR002W,YDR019C,YDR427W,YER006W,YER012W,YGL087C,YGR034W,YGR155W,YGR175C,YGR254W,YHR174W,YJL012C,YJL020C,YJL158C,YJL167W,YJL217W,YJR070C,YJR109C,YKL145W,YLR197W,YLR344W,YML004C,YML092C,YMR091C,YMR131C,YMR315W,YNL231C,YNL255C,YNL287W,YOL139C,YOL154W,YOR074C,YOR209C,YOR259C
YHR135C,4.7749673405798845,5.294518491776898,7.12520863584579,7.701467036823508,6.9053569246510005,6.363490940756371,6.209833277950982,7.133408930154004,4.825136257085312,5.335359111926258,6.092381016479429,4.708938834171302,6.759447666553327,7.722428194810307,5.7828222045843924,9.58562338295774,10.086812102009604,5.211750766577574,5.0257007839430665,5.196396724922533,5.477967654427903,5.782085263995258,5.333467505007978,7.221605965781642,6.184526394743247,6.9848634454402125,6.1321713334823045,4.281636396964756,5.7419107248042165,4.411939849167717,4.399214381688424,4.964733655459474,5.313782222965899,3.697879795584152,5.714643219262255,7.055156404916973,6.251957549568059,4.417756480747103,5.715258609211677,5.0459878626911525
YIL035C,4.927056369969412,4.7129966862902615,6.736585822871952,7.544715476151238,6.55770813100018,6.556054951247188,6.788680666252785,7.8466751613993715,4.283662532185279,5.361586523642012,5.97492001348749,4.708557212630074,6.084779940329303,7.729046676043461,5.645779346361644,9.463364197272986,10.356940859931832,5.1856488806420185,5.160691281682222,5.659166257221059,5.460473425997346,6.385042685563117,5.631810636245903,6.89067095819582,6.127232442797849,6.961098612119062,5.489710121229695,3.771382855993864,5.316378344379383,5.0004795912247735,4.530652679350155,5.0431734767672225,4.765258862444152,3.963194348274585,5.4161064258645615,6.689599297954238,6.232963314952992,4.543547128891147,5.650950957202415,4.915405971547154
YIL042C,4.584382877419127,5.168704434922306,6.051749057531732,7.785157358156152,6.761036843127825,6.041997959620223,6.552035854808947,7.223696116395452,4.822354650653303,5.288114641578656,7.023890330229339,4.5836922152604025,6.199028048084508,7.714667308904951,4.653933174900581,9.274548415654463,10.236413872686065,3.8097151161590936,5.201768418686112,5.142674535570364,5.588591097022006,5.958178247491957,5.149687670257472,7.184082320871504,5.991956364597378,6.831837287660693,5.587012918405588,4.267729586617273,5.5419563690718245,4.918823613488363,4.304264088673701,5.151924893491876,5.182718341402,3.955653886014015,5.579084207528063,6.921595794750347,6.484717091715923,4.577976934025181,5.265863247249759,5.116928249272251
YIL095W,4.574681736939116,4.969242292018163,6.628748321091447,7.810892761384625,7.032891392059303,6.8987461169734035,6.642446460323968,7.371861093929383,4.602037221349691,5.456428078119887,6.081939470140762,4.462232444255841,5.944090790330032,7.816393546207102,5.696011667975202,9.50018031926751,10.791741815308598,5.4718466483801445,5.097012194946217,5.216621084385691,5.789569997518184,5.9476710988351975,5.989222142877084,6.932041909587593,6.304314407640892,7.1018261376377545,5.519188980636018,4.18929026149064,5.552736052102162,5.066013779223481,4.6387289429979015,5.021331585331367,5.049433382507017,3.9782029672309753,5.7432547771742515,6.8481666387284745,6.666074801848309,4.303011772423616,5.983705542724966,5.215996849828875
YJL057C,3.773853610162477,5.046457832646177,6.869972141569983,7.54145690684899,5.850487108483003,7.008727168272926,6.553924236496957,7.105144272697053,3.1477287628154333,4.960461190467557,5.609415783112082,2.7456238629344867,6.694490930702558,8.027267756878897,5.725110513443199,9.723665347535425,10.55972316050857,4.9524586590646775,5.346249017886316,3.9653626656149887,5.090624375655162,5.532818588667902,5.394541899039616,6.633215690359626,5.925797491642571,6.910867700391616,5.767859364580157,4.2000422094362815,5.225202247443704,4.939645400663342,4.177493692271672,5.1155073651511005,4.992950611394223,3.91373634589966,5.470959425919071,6.978999920725256,5.7133169116421225,4.858341925467244,5.123268752121792,4.635732999608631
YJL095W,5.023797890991412,5.098197609025118,7.414545135715658,7.473690707493469,6.578584111263599,6.9930098650407935,5.990929941980776,8.249560359572422,4.473211784427457,5.158395964795104,5.83106200056585,4.5256854185460105,6.808845901774067,7.824046214321961,5.461060713288691,9.6091632847563,10.284948083813996,4.937230740776465,5.507710764913433,4.882335933793373,5.274034621238899,5.400977840936233,5.884953617839736,7.25392144147344,6.157647963944421,6.9343684768552745,5.9984132931431615,3.978819577336673,5.375875443329586,5.031079187213574,4.120084071764508,4.258808191174431,5.385477365781068,3.7970871383618467,5.566008179605451,7.20036985257962,5.02258665662221,4.207586295337296,5.502842422926309,4.861309569048448
YJL106W,4.3774042397045,4.892187193358245,6.358460512709699,7.5121860666013,6.890601254533872,6.749108886842487,6.379973267493099,7.36319745425698,4.8646660910173605,5.656595946515436,5.99523396933769,4.69673804411084,5.960335149701674,8.024765387035593,5.3510670330204135,9.413995569554915,10.936948398943544,5.401973867382607,5.362001476792113,6.494513771616763,5.692050314096347,5.631352771412183,5.811524754145062,7.2938346464092625,6.274948219180577,7.12020150958403,5.349909865566938,4.150728528683203,5.448966418997083,5.1848019063184605,4.491300557479233,4.739011598029953,5.058092592054795,3.636859530512041,5.873765574044177,7.178114622799827,7.124143787222952,4.742318612486794,6.031964366830608,5.087046088379134
YJL128C,4.531408967074489,5.305763344834122,6.892018814990353,7.538395977310145,6.770084508822602,7.07962328225224,6.420676176754848,7.322601346814709,4.8999724227518735,5.009783273964506,6.1435321168414285,4.8748619321077715,6.3236305266294845,7.9346910439183,5.503078107857656,9.5478336619718,10.342746254070665,5.175000597051348,5.5489873163698125,4.7585889272683515,5.675732743169151,5.982257190099657,5.475045549334455,7.32162054749738,6.207257693794028,6.751389886086626,5.7210063662902995,3.998245054532028,5.382010693730916,5.046131967782866,4.315793547900057,4.645023122217994,5.258092900945612,3.5664384156007225,5.542783055761172,6.849315200183911,6.600843612433487,4.488765125167699,5.5827189319151085,5.0687097799935525
YJL141C,4.681210043371962,5.175343455764821,7.363280305612112,7.661365206078307,6.826032749745622,7.416174256123499,6.293884941580987,7.349976088915772,4.8035867378025685,5.1339412730045115,5.897491226215617,4.567963347322029,6.218705151101758,7.270134214438182,5.637772474472245,9.737726116326268,10.307643550215467,5.185983351084804,5.972977315669596,6.090640993872831,5.607649810478928,5.636512587336234,5.635994574713847,7.265248021374777,5.875933132123202,6.659074468871928,5.583969926038844,4.619960315394169,5.354573824499408,4.997564240266429,4.296639521295428,4.7065267417723655,5.0959743020766135,3.304609068407947,5.7732969533381535,7.100600082994442,6.843036897956617,4.841031231350021,5.9176681167492475,5.155015504645153
YJL164C,4.837177657526495,5.067782352060467,6.347341607328997,7.631500387899988,6.798023693094425,6.393830592260652,6.553220933459612,7.318122701834989,4.901033749209197,5.379628475682677,6.228028228445416,4.799930681045262,6.217624978337308,7.674708324826975,5.295068590338955,9.526250868893742,10.456286404670836,3.734615051563417,5.259369783277156,5.018069962863294,5.664960166189848,5.836205209521504,5.5799751143095015,7.328251246123707,6.094751781271738,6.75769746101797,5.732703638464514,4.104557137751314,5.551918992614977,5.027593470008559,4.417430944477081,4.898038729103402,5.094831216426496,4.047441413768775,5.715221865972143,6.876090349184022,6.863627676115232,4.690028059943063,5.544156314517419,5.1527145122706015
YJL165C,4.351073235455488,5.269997410854059,7.092685664080948,7.459562045277424,6.471668841451273,6.860932414527656,6.5038838093696345,7.348717210088714,4.659470578118617,5.2543261112521655,6.07485580031845,4.602145279881418,6.716325480408118,8.162982195927126,5.3504650187842415,9.73215052999707,10.740788175028053,5.372567727804902,5.151681353313519,6.275419716305013,5.759844949936638,5.755162623495481,6.0515444893835735,7.018251085752442,6.355490645238251,7.2020517701519875,6.031937901676647,3.988806376201536,5.567082419495807,5.269126706587708,4.423998164287537,4.178598292869453,5.164487211523191,3.264501626242855,5.281570310761209,7.155855922705669,7.372272283376166,4.540238224004762,6.08663178579896,4.709906451481633
YJL187C,4.96389361890427,5.276462322403366,7.44960262609856,7.376348612068902,6.927029567496088,6.824140186963584,6.480355916929178,7.166780708604582,4.777726453309959,5.168049447688951,6.009364946808289,4.758708966450093,6.629955116022867,7.983394849716617,5.469413857201637,9.790420389547991,10.537626880385599,5.24779233514159,5.6945058412152125,5.873551113267442,5.973168791986909,5.413622589382854,5.296184733883015,6.585044324765716,6.268508676315436,6.983920052023642,5.883463390518575,4.0722861455818,5.514076963177182,4.899661995887239,4.015108152569441,4.227307684877242,5.315887302669736,2.425932004043156,5.4350345037636805,7.0655516178440925,7.07671296808066,4.62939184384491,5.927220985568472,4.707232176964117
YJR059W,4.478551961481757,5.520012743744084,6.942827666647718,7.5942303731317695,7.006319087878662,6.500240203826152,6.3607895476476175,7.050512038318518,4.69969997693376,5.313238785337135,6.043736553256031,4.761876755657077,6.677117915501302,8.04927743760028,5.145346162177117,9.89114811892806,10.7277855193706,5.277075982466691,5.536189629917959,5.807312886047617,5.3665303247970435,5.475715863112155,5.763143847653318,7.080396139617507,6.423954094007511,7.22615255094014,6.04707950025715,3.822196525770842,5.673074256927477,5.036412050317578,3.96025406579056,4.184604878019189,5.475525675694781,3.3405395073713104,5.826985655625322,7.2981975399826435,6.128949716679489,4.792104302450714,5.989807752964059,5.037316445510532
YJR066W,4.540949228586412,5.346185848133932,6.9022820583832525,7.547840693866513,6.890072105434571,6.576800837586746,6.668614600193392,7.196740938233701,5.065132833259825,5.58345922489063,5.954359524777481,4.813813634584204,6.255910604039081,7.994584582031684,5.672550405200732,9.34530781518528,10.856455841140605,5.814123174582539,5.416212852739369,6.0223970957571655,5.93149365305463,5.38587692874599,6.209186288398618,7.259705767893872,6.407104307965412,7.209223065195777,5.775770981162857,4.306541852906927,5.493734123773971,5.218775450241528,4.342264022173704,3.981264455470245,5.485526172274205,3.3967745469508053,5.898497208918786,7.283371609312639,7.336243062330317,4.749169405089728,5.9517836214975,5.047205198140259
YKL025C,4.374065420751911,5.72069373772418,6.9280319482639765,7.8408419090709405,6.66547304900436,6.666756794251393,6.497921060596818,6.87897455534529,5.200570592895123,5.17998013895938,6.830585052943463,4.337261468587447,6.7433628292844485,7.3662069975500115,5.166749602283676,9.627380737019472,10.217656521660484,3.5820509601299197,5.390257240764189,4.3948251531860505,5.670337154792539,6.2879849332322895,5.099324650359786,6.922601751337093,6.964211943707608,6.8548278033859855,5.967935236155437,4.139209668018913,5.488236261124016,4.728028878584512,3.795951760801476,4.366375765034335,5.608654909689005,3.7317008850533933,5.746736796427442,7.050224109537279,6.535756333121261,5.6404100033173705,5.261634741158204,5.0072155184091685
YKL101W,4.235620993261333,5.2682894188362726,7.432442599237951,7.6720632909411375,5.9626827045556565,7.014406491354648,6.132142777053272,7.278649900415777,4.7486409806135566,4.853954625817141,5.64025164133681,3.1652207120584017,6.565911096583912,8.121059061469614,5.106357395174983,9.631345508882806,10.603374366915032,4.95322291654716,5.193184899009214,3.8143744939715374,5.235351151319992,5.165454841220331,5.931114363492916,6.59705760429778,6.265038463936572,6.9723350926242045,5.815540151332211,4.034600754566808,5.056044334784317,5.15393027843931,4.055408370008927,4.389161106929231,5.544267213020798,3.5939577527886235,5.17645818763829,7.095723145737685,5.7204798476813625,4.873705438638479,5.018430566565523,4.549772281080571
YKL116C,4.998470700631966,4.855781546159342,6.542804171783367,7.554997743800372,7.345812950648825,6.99082770571967,6.986491262867287,7.332270065499678,4.680688543915308,5.249343902142487,6.102024663694854,4.965278447249284,6.276163332158319,7.944613780901908,5.4957892553436745,9.54280129207381,10.73454158012852,4.911444484712182,5.733606673619356,6.183225130570003,5.799535692540947,5.810326782062807,5.551313173560353,6.81060859440632,6.124972482775822,6.576148430278168,5.6325037721245135,4.205468707541634,5.776572050366688,5.140767533128456,4.946713780023726,4.851508463188684,5.0575912744503215,4.141768922676001,5.57973524911504,7.308854372489513,7.2734047995097875,4.691294526914382,6.076469252636822,5.217031725125938
YKL126W,4.6473261389727085,4.398017320136082,6.7233835698287425,7.652790161947787,7.283274910031658,6.784291344514849,6.980702118614483,7.324826296048262,4.354007172207973,5.447673184656299,6.072875228635793,4.577849048487106,5.8789631832076745,7.963658142668737,5.866328105869992,9.510391632612286,10.920245656866024,4.723205097260929,5.807667375517784,6.155882445191243,5.6390244617365965,5.890207375444579,5.673216238418317,6.738103217447634,6.0797771001777825,6.804609379075553,5.452256406031597,4.5093852521304365,5.592760790658375,4.407044944051886,4.856270853937223,4.655645099867732,4.89995682423487,4.284135254947389,5.535495966027615,6.700254225976354,6.300258864797665,4.7658809407286915,6.090304746027366,5.273488684803287
YKL161C,4.735661745126572,4.7051924698409655,5.983958887798884,7.594089801882719,7.519098128000164,6.794563947920125,6.936291281664888,7.416895753382459,4.552926155517693,5.683103351389098,6.103328651841233,4.617936497617583,6.081320538518328,8.112809631080951,5.455742282511702,9.307636278286436,10.98014091594275,5.412423741936254,5.647772278111905,5.983431172558897,5.731942500515717,5.895099788987004,5.484845209507622,6.761493177162371,6.219395428808224,6.893780559368025,5.546151968282556,4.263045854147178,5.694252891326598,4.710634947134087,4.7522104715702715,4.346264370815475,4.861642554829825,4.304051071914997,5.461611309543982,6.977770450975159,6.996146309160758,3.9940753718912303,6.00530384959748,5.358797585392256
YKL166C,4.519558242007356,4.9034429499411125,6.643052232654876,7.687492268795737,7.003373831017938,6.780726001279618,6.713960820028903,7.36011119307534,4.457801002846028,5.27919201515489,5.897136086575136,4.9468332252663085,5.972186578616652,8.060469014331941,5.546527939833499,9.568221820768713,10.719162125093183,5.087782562391579,5.570379534981625,6.0651966257580945,5.6642917353946105,5.480707250846523,5.587555203295636,7.006696822520473,5.851452611176418,6.9248587589382815,5.287035721421113,4.190112039749855,5.5677295427560525,4.797533414812699,4.29589991215021,4.775589127202033,5.048667709177188,4.0628977978130045,5.5194571423307845,7.1207244111679975,7.0843202878556415,4.411089543759352,6.011645372876142,5.116517057760055
YKL168C,4.578820123140897,5.391173009665558,7.190387336767133,7.532667039466702,6.8391427546548735,7.083131781495736,6.468724292429322,7.279062441335835,4.664658127264151,5.17824124777586,5.817910662747995,4.229929738670792,6.700231564600338,7.8345870264862585,5.3204516049019865,9.60808655266265,10.55965040096255,4.9254718979915415,5.6437233431430265,5.2038447218601815,5.688965225453509,5.7835400474602165,5.355104551476419,6.846676522968345,6.162178323378588,7.096880345409803,6.028830016578056,3.84735226239281,5.608437140943347,4.9844519838555374,4.3146946688189045,4.2151557264659045,5.236846522667257,2.4619539467736877,5.018999013472757,7.128772221022952,7.617681125253893,5.174223186709408,5.615320219968007,4.645303214385042
YKL171W,4.7939901667445115,5.27751738415018,7.062559309216847,7.219412118671375,7.136968437844032,6.882350405521728,6.549137631665182,7.261862864174397,4.319690619224977,5.271983439454943,5.867811838287162,4.659106645085099,6.734224417719599,7.958419882971818,5.401107353098348,9.685414197499538,10.564873779315015,5.0331219051140215,5.597021087602425,4.899837591653578,5.876305799555548,5.531371079287497,5.24898666206554,6.622856437939206,6.245906643334372,6.998175088563531,5.979034888263178,3.872284599901031,5.608941911892325,5.065897004901383,4.195815545919976,4.2978802565926815,5.199917304102857,3.448873809094807,5.4275239608653,7.2646876037637975,7.389208147561674,4.412226249814,5.235185557803697,4.71852341242416
YKL198C,4.662183262974205,5.036216204747116,6.944902463591343,7.503241162587929,6.453701915019237,6.812916016468595,6.610559906826332,7.866083373534495,4.501205618720455,5.116357147765797,5.95611803731029,4.623121773421089,6.609472875843295,7.742425518294816,5.252280546726249,9.693013050210915,10.474032313028426,5.282721987779611,5.392621324632746,6.058251622067307,5.65079100969494,5.635658891903082,5.798091501002821,7.074457116668143,6.1326469122899345,7.052473073003599,5.877471480691365,4.1154742746853765,5.4731672751369524,5.060347229081343,4.029470571871169,4.6668588122868515,5.14187075442835,3.616216553167512,5.550128148472679,7.063962024258344,7.3994063895761135,4.702476709709688,5.943922799582468,4.897641020992127
YLL019C,4.46480052533492,5.022914191962539,6.787902049814639,7.625970341158912,6.560979676833783,7.6939917044943344,6.560790756010928,7.85619731888666,5.1798704762830665,5.1668419376994965,5.9237485484681605,4.195179492708818,6.113486794940871,7.6391047192664825,5.3403012232171285,9.461640309482284,10.872382093969195,4.3575097452987785,5.490337410417461,5.8816547375025525,5.591440627288381,5.3183303614273205,5.564932118533869,7.0718063269907105,7.0527679521779385,6.653596652529173,5.465688092751481,4.843820146044657,5.360873882818791,4.457833609488724,4.1361924030670325,4.500307831729661,5.276971793104659,3.7345528713653713,5.250745548599948,6.953574520401701,5.10534987057943,4.679104916276389,5.5528490267549655,4.728046535407526
YLR096W,4.722921910406301,4.849774500850732,6.7422230165611685,7.708722210928112,6.732081096445504,6.121923282115056,6.593553139384707,6.9666633700236655,4.744684591375237,5.392602162327713,6.16582804748866,4.960017683637005,6.1495873467555855,7.779928181753744,6.268527472922258,9.711290027763782,10.50297364434333,4.971165382099327,5.272943995666545,5.795995636196394,5.590867629576093,5.8079153062931725,5.236871027597318,7.049063961622329,6.0217222972870985,6.756041549977361,5.580726279939011,4.483106168311166,5.435597528904121,5.1137585976568944,4.199763964745232,5.23041935860181,4.927775870742608,4.063721856787713,5.88275493288184,6.809128779406352,5.9322959200362995,4.5970472130279605,5.821850301592527,5.353559727302604
YLR113W,4.753763926604235,5.118742197193821,6.694984772339756,7.704664426242673,7.008963271685665,7.098387542310883,6.380856914046426,7.09765505325618,4.595260765096347,5.309792720182498,6.070346090860856,5.184725372506078,6.062171735235478,7.913028622367803,6.091389404966764,9.29166587276272,10.593958006642797,5.271755181340043,5.239502168650163,5.4410562363393735,5.787245379235494,5.8448385659629825,5.277272848160329,7.331484643778649,6.239808114059873,7.0987191638744935,5.710860047385322,4.0809800817720445,5.6041027410143744,5.159375553198343,4.56881340787492,5.079192065264887,5.168959486988836,4.065629333758897,5.75993593790307,6.625443774017277,4.962347764555067,4.770692578464781,5.947859807888245,5.48863235989054
YLR248W,4.776945595438703,5.327351621474968,7.212640713736542,7.379808041053621,7.103077273400843,6.977812162327638,6.557366249734744,7.170316577987852,4.732019652095024,5.3550674314163045,6.045467107501942,4.708718173166368,6.70178397104258,7.99856935697388,5.381648492553348,9.564759607197184,10.69497635657588,4.915327202989946,5.537514532806966,5.833270027224362,5.945483369037949,5.537601943553402,5.692279854274416,6.7319042100420114,6.385434653774798,7.045254594822231,6.049448866945856,4.0687561025467485,5.568597636091766,5.080798640641555,4.329292683275821,4.097997543296481,5.290761477839314,2.9164199555507277,5.591049010516421,6.936876089566098,7.344988558150103,3.864281020994032,5.963056694981339,4.624514067846481
YLR362W,4.696449569489504,5.373700224794831,7.302560035367527,7.334725255309722,7.013657189967352,6.840301796434115,6.54861297209949,7.313646709111186,4.84713912803008,5.229955345259786,5.9751200398404825,4.4128012407642885,6.632947052020768,8.039323890134067,5.543061969993851,9.731763134558856,10.675818936662784,5.1895170638498485,5.7066336338859225,5.536552535931874,6.00251585040429,5.5791156519351,5.16659637025142,6.863442806777412,6.282846775578535,7.025030904969755,5.951219586122836,4.222473642239825,5.5971772551181305,5.123101633015631,4.262405685006256,4.307701638041709,5.4542404750382865,3.360154019227421,5.697136141954568,7.2375820292190305,7.597478735932027,4.406629631611472,5.6169533088488315,4.46666093497494
YMR104C,4.44492061832516,5.19030193191804,6.644841282381999,7.551508647553523,6.98158714877699,6.240976188943759,6.404487155124657,7.19712018374732,4.663816360683428,5.464318536197814,6.2950757651660485,5.032676153593495,6.663534652200728,7.882108840708377,5.4158519057894585,9.66686192901115,10.543855901845804,5.651900013255322,5.216432092639943,5.7872382589988085,5.483858463848662,5.542017816525542,5.832495986088089,7.198663845179536,6.287137128599486,7.136519976210683,6.109087308795653,3.8488014578542304,5.4405522119950795,5.176888733643176,4.490805729932738,4.059832713011594,5.3192990560450415,3.659910809837084,5.563412992736744,6.859774248517221,7.348616409397558,4.483358735956204,6.044798526818304,4.705070359237339
YMR139W,4.307471936381386,5.359708565434704,7.034471837943872,7.659698430871147,6.443876840859338,7.675310820134113,6.095986422363932,7.3633123038654995,4.517510888913291,4.86843449225557,6.302657816905258,3.456720654076897,6.405832571087643,7.441893632494081,4.916366547844351,9.63554500773501,10.66277438525848,5.3146892965004815,5.226743830937166,3.855674044979787,5.1461393060729215,5.400912820485698,5.6058536060199415,6.889542410426935,6.479837721674997,6.3244993486552135,5.664632820116514,4.058486657922673,5.1424454084627955,4.963809010016856,4.124227388558835,4.8492751208301925,5.027242740455602,3.7414489241822912,5.153033957065782,6.962989964647889,6.7677074592373385,4.491457454847671,5.352346098331796,4.060335024413432
YMR216C,4.95427090651402,5.466611645022248,6.345335135970969,7.811131870505487,6.983496869949204,6.417130144848852,6.645871083666295,7.382167428025862,4.718320102009181,5.648062862348027,6.11090648358558,4.976591383687521,6.350255153176457,7.803547900097137,4.5232172810709335,9.523968353304575,10.577400289563695,4.411037342596822,5.292080965720606,5.4141754608474635,5.770998176757628,5.946177894387381,5.720563475812307,7.561964395510768,5.8814563510938696,6.973696099796399,5.75238511900908,4.362390839212032,5.620948895687258,4.687329283109507,4.663145052498058,4.689673870674076,5.508338445490477,4.146816336033963,6.0303467412841245,7.106670838641407,5.469545164323372,4.2280078448435585,5.747933462780608,5.38742866813304
YMR291W,4.922719309227627,4.9978209801783695,6.645904496912602,7.7211518062356115,7.022105481181757,6.600203415361433,6.558005580200026,7.0055423122945975,4.692841528825352,5.416762411814517,6.170367361594832,5.0653095990901935,5.958520509893299,7.548150997204893,5.940221929893968,9.604507663808857,10.421640904229411,4.591341332993856,5.124054893114855,5.953721981695262,5.530450327675449,5.8177683977778925,5.349489452850945,7.397089237671157,5.941852329728931,6.594755234247558,5.520150868570279,4.260606278507956,5.479611891146276,4.9224063114818355,4.189501661178944,5.184172476630692,4.711660375945329,4.142963936036992,5.782995196081313,6.7690311623495125,6.1934559938841645,4.1544100140764515,5.671351274236312,5.183510745555052
YNL020C,5.017469901291387,5.266661597037003,6.498297798507362,7.723351518288248,7.526064272651053,6.596780128082992,6.6163643591655985,7.0726941283526825,4.5614703333726885,5.364934293554083,6.111579939778291,5.182911350820813,6.3397049895943125,7.440862871867701,5.1137194922362985,9.794374129055583,10.429088754227225,5.032838160511144,5.424770083495302,6.123262916120003,5.653781181103642,5.64896462992509,5.5221547279284,7.2234938357679175,6.005212921157466,6.5816228477016585,5.751542787445443,4.1061203983456185,5.49959943640116,5.088671483483639,4.424325780178132,5.303148973646679,4.986195347791635,4.216076550192545,5.59515538939328,6.781880639246558,6.568436571699319,4.320931034519084,6.042430468313477,4.998653024405689
YNL154C,4.6399431398632185,5.586285554140432,6.856765791547593,7.652132956764135,6.972977748795836,7.1900592275011155,6.8963084212860535,6.848885529418852,4.903789546042637,5.648214183363473,6.116412486609043,4.847328621917858,6.5459472956620965,8.338721363179065,5.338744828920603,9.80470207667702,11.04146031811274,4.895285830521129,5.52969489136798,5.8789239337787675,5.837349785470501,5.888297130023897,6.286681556987486,6.380742796837485,5.790158396504836,7.1445906524785325,5.70187097912415,3.9872721528786186,5.901129297919952,5.2272180941462585,4.496949415703203,4.435129576838269,5.848068562219268,3.282574390158256,5.50667575035095,7.849552962409966,7.293977573575231,4.992197559952599,6.3331975006980725,4.974479366648717
YNL183C,5.080555465896662,5.119441780076615,6.638122904386092,7.844407920684387,6.495765997628868,7.092558153985499,6.578549794841335,7.412867206837393,4.645387946609065,5.2910850482216905,6.123108840747247,4.9725499960498185,5.807261833519435,7.974397541012187,5.23634359161411,9.476069664225452,10.63016410275781,5.7436304165129854,5.39857253114183,5.572862181078207,5.911091481905742,5.605051291219299,5.4615581099054955,7.331910370205513,6.14696617645121,6.782205259886812,5.35032854620499,3.9572809436689527,5.509030046075631,5.092196662541322,4.2998641632794365,4.626670964587536,5.245568744402804,3.69296733420834,5.716817928856517,6.843142146634836,6.858407985834782,4.480041043810672,5.7643711419549035,5.191112951300488
YNL298W,4.977554751797999,5.335735293866174,6.551837594392188,7.7428409034567585,6.970955852013402,6.6695331523621775,6.6582143148573225,6.9266171455672945,5.139778022477278,5.135565273484543,6.1362627890062615,5.133116226526639,6.320800600787496,7.4293420924467135,4.418554316254098,9.637736017595174,10.518977127983062,3.8002001534787873,5.400002325784969,5.3339661223505495,5.774928798734865,6.176539538326329,5.245438161405337,7.095813900342402,5.840934382749121,6.456867748985869,5.6752461437019575,4.3515407414282175,5.694403685279172,4.4507961407166645,3.9498680813941283,5.184156063423991,5.0943312369436775,3.715241175671829,6.032174808025923,7.04383743518127,4.257709472183759,4.111120293957999,5.498168180209029,5.125068531408185
YNL307C,3.0912206558766395,5.395313550257051,6.651238736475768,7.634079997686652,6.4740800539006855,7.516532164518244,6.653893815715997,7.428551650475444,5.114232203255849,4.666574008591688,5.742378589668478,4.801057024413896,6.399930794060112,8.01768171536479,5.345787517446533,9.575495579007304,11.085022956497363,4.998642902589025,5.6881828239517525,4.698629534847719,5.936526806034781,5.310153564726113,6.4310946697235964,7.139126418695325,5.943781366256948,7.099298779682129,5.760970947263737,4.2626046713107995,5.499792592535616,4.672066904516144,4.013533595384212,3.638257808007959,5.618611457407723,3.4072378430078083,5.967130453146153,7.206293890823437,7.081491786036893,4.703300795947109,5.555184418322855,5.147929054122713
YNR031C,3.5577986774471424,5.410116507506877,7.015370677178893,7.470804530481651,5.737246594356887,7.505108503352106,5.982298950014626,7.362545265666357,4.7089942118597765,4.934746061908517,5.861945602594918,2.834899387504372,6.5184461986969415,8.240855733840057,5.58727968425109,9.60827033874859,10.264213286439496,5.182386994262325,5.609915167126711,2.813543630776953,5.003128680486237,5.866293716348853,5.809503034672684,6.651085938642393,6.094429948426652,6.8974150596769785,5.7927749305305145,2.7647120647142103,4.8058139812900125,5.228990928759157,4.186989898191489,4.4549228333496975,5.336704076514847,3.8268815813124535,4.959113365105352,7.210486307689543,6.4192129753091525,5.119992900790944,4.878937828003947,4.236239010640777
YNR047W,4.442562338412103,5.507845191806483,7.245295475589002,7.545898515072378,6.7292775381010985,7.390736079000466,6.2443115885594285,7.232191336686973,4.786947014590362,5.277501866116107,5.865387075059855,3.3616570652984588,6.461609189629708,7.362686564501642,4.815794010731391,9.758088734450473,10.459009153296963,4.922276504562957,5.249528804518991,5.610000658218834,5.360926205224511,5.304504259018764,5.906046908505603,7.255957760354612,6.612220271892798,6.939909472187258,5.789841928746212,4.700792245343573,5.549278686700959,5.217391008267946,4.152471207090221,3.9177108438224097,5.557420527871527,3.1064335273571366,5.521388295331998,7.222605063813367,7.3785779891163825,4.416465582837653,5.612224219289813,4.434750894284724
YOL016C,4.148147128543508,4.964539183729928,7.260109492420412,7.336858643233223,6.357020842587863,6.5669153718855275,6.35876051200691,7.215120153899991,4.4176172963255045,5.054703004968247,6.131317681174455,4.358680963354681,6.5020693692942215,7.7730065018489505,5.394938921846008,9.68626763599434,10.203644220505184,5.254693155052415,5.103830160552018,5.649826449535352,5.577369942898228,5.6453691321070085,5.806604495609893,7.056260178683004,6.154365290540385,7.060571992379261,5.8922304445743485,5.186389463035849,5.526293488152295,5.0246732797116165,4.345467210433757,4.448299787498386,5.195038217356719,3.219863056104137,5.370219148115064,6.869424454722718,7.308527818504117,4.9124204617236815,5.77804015945431,4.5635323037284765
YOL045W,4.6320170909847125,5.226608194015778,7.285838904292077,7.551158638204602,6.924537178351513,6.699688471228626,6.292865520103186,7.312064448053112,4.702544374717925,5.413269368232785,6.145461059310351,4.712752850970717,6.617440338995237,8.070724959903291,5.360379600702158,9.714115745371226,10.746226982745087,5.066771037300767,5.68166501732763,5.889233516259973,5.635412721341022,5.373428979584129,5.640393373728956,6.797653905529945,6.066861344545357,7.209369709105706,5.877004713195566,4.034032135055615,5.596858899581886,5.004252588881778,4.342079260474272,4.29163464200557,5.302452071860321,3.264124551674483,5.549698295504247,7.134911573174072,7.476094862783231,4.513974005021712,5.587385402725984,4.289852306423198
